Target,ECO
Amikacin_AB,0.4
Amoxicillin-clavulanic acid_AB,2.586206896551724
Ampicillin-sulbactam_AB,0.0
Ampicillin_AB,1.6129032258064515
Aztreonam_AB,0.0
Cefazolin_AB,0.0
Cefepime_AB,2.127659574468085
Cefotaxime_AB,1.5
Ceftazidime_AB,0.390625
Ceftriaxone_AB,1.7543859649122806
Cefuroxime_AB,0.0
Ciprofloxacin_AB,0.38910505836575876
Ertapenem_AB,3.125
Gentamicin_AB,0.0
Levofloxacin_AB,0.0
Meropenem_AB,0.0
Nitrofurantoin_AB,4.878048780487805
Norfloxacin_AB,0.0
Piperacillin-tazobactam_AB,0.0
Tigecycline_AB,0.0
Tobramycin_AB,0.0
Trimethoprim-sulfamethoxazole_AB,0.0
Trimethoprim_AB,0.0
Median,0.0
