,Tobramycin_AB,Cefuroxime_AB,Ciprofloxacin_AB,Cefazolin_AB,Ceftazidime_AB,Ampicillin-sulbactam_AB,Ceftriaxone_AB,Levofloxacin_AB,Aztreonam_AB,Piperacillin-tazobactam_AB,Gentamicin_AB,Imipenem_AB,Meropenem_AB,Amikacin_AB,Cefepime_AB,Trimethoprim-sulfamethoxazole_AB,Ampicillin_AB,Amoxicillin-clavulanic acid_AB,Ertapenem_AB,Cefotaxime_AB,Tigecycline_AB,Trimethoprim_AB,Ceftolozane-tazobactam_AB,Ceftazidime-avibactam_AB,Organism_Code
Ceftolozane-tazobactam_AB,0.010722441625721169,0.07214602912598542,0.038442070033694015,0.020741530767193365,0.011745089304935317,0.02315546008411565,0.019629188199376858,0.02942511633997156,0.03651039793706953,0.02837734085404751,0.019110525182556036,0.03553034539469988,0.05530243535212193,0.022406126207616547,0.020380142976702195,0.015049770284418198,0.01115663980201994,0.0,0.09245730718745113,0.045622277048200696,0.010668813217332835,0.0,0.36497503609824183,0.016445916976528408,0.0
Ceftriaxone_AB,0.016023094055490537,0.05276209451867335,0.052056756177840245,0.15979191223132067,0.04972305859517204,0.03039574350095929,0.3021647878158671,0.018161986319449732,0.018530379879907778,0.02469306553596856,0.009753196138709643,0.027928177275970623,0.009954094747267845,0.012758676415654705,0.01679054556816898,0.007046129093539015,0.007481206708493612,0.005979950022634725,0.08111442558354288,0.04108182094944946,0.013253501614147836,0.0005438550607841897,0.01155824418285079,0.030453298008136457,0.0
Cefuroxime_AB,0.008529444500538719,0.41594340418294895,0.03831863147750735,0.07312111057587428,0.052870723287606614,0.0574402031869308,0.07958252845842115,0.01385215552709253,0.11497922035997277,0.013504465892666774,0.004916621085439226,0.006708897313030789,0.005691191122299155,0.01158816013621284,0.011094433931631873,0.010870974480996486,0.008578213264606536,0.007008996490514152,0.006971623832673456,0.030320539389348818,0.006264715461347959,0.006758394071766699,0.003096447715161728,0.011988904255410476,0.0
Ciprofloxacin_AB,0.028462190415247716,0.017008191260825294,0.2786282457004826,0.05872444348237113,0.011575182178755465,0.16359359993869876,0.06444953988152294,0.015741886861812774,0.014706339527068998,0.01531717818635164,0.0278535735367025,0.01634097545610642,0.014149615028293648,0.022097548943176892,0.022529880468981113,0.02171723679576547,0.020965118123346706,0.02571354548116391,0.010855043191674423,0.005771566551517803,0.01603593638749235,0.010067229232002468,0.05820459205172371,0.059491341318915425,0.0
Ertapenem_AB,0.006652401892474321,0.00820115780589977,0.043380828252038525,0.014501103738937895,0.009851489346859813,0.05422176822945163,0.01752992935569534,0.023602179103640562,0.009728165309628355,0.009080061763805838,0.00836235116179846,0.370276857823525,0.005795324316726365,0.0076049986127272075,0.008315219975869495,0.010827754396164183,0.05066291558223972,0.03590918442008915,0.015508883417740342,0.014142696340927935,0.007450573572573607,0.0023327314239993333,0.14117042999817683,0.12489099415901048,0.0
Gentamicin_AB,0.08058515448660303,0.00872305313134884,0.03838770843796045,0.0341675843774166,0.015302155943643914,0.01630261346576773,0.01919773543001968,0.01702032694961378,0.016024428016524025,0.02078814347402009,0.566829292363056,0.01788171748048499,0.021587355165115635,0.04297009739223551,0.024827115660957674,0.011713747745765772,0.00939622377292609,0.0037680982893004795,0.012339172088619333,0.0042412567214691645,0.007947869219336337,0.004966354396569341,0.0021931138976960464,0.002839682093549644,0.0
Imipenem_AB,0.011855036182909326,0.010416244284402663,0.01548223937551559,0.015926859932129524,0.026645223378146805,0.017420840169928727,0.015594075019940246,0.035883902352916074,0.013824421384562616,0.05917688749094746,0.018038418611595157,0.3855950257433963,0.018102990998445305,0.025877684177698264,0.02430413006370373,0.006117808288158587,0.016613272258720765,3.8877062504623094e-05,0.07264648741175678,0.015088580251333797,0.04052840708895996,2.6408406644997587e-05,0.07359115900329259,0.08120502106239008,0.0
Levofloxacin_AB,0.02380570858503761,0.02165070974914645,0.02624168422611256,0.02786769999916769,0.08567182966221211,0.02747370956798596,0.04585635370440026,0.4074767886230819,0.023965186962379127,0.02434785024499243,0.016611864945393892,0.02184841057437993,0.06878892473283846,0.04190734428595754,0.020903103880234246,0.012905928832205538,0.011417077227122333,0.0017725165014047326,0.02143320569761804,0.016077016390230358,0.013573638825045097,0.0,0.017736515317862314,0.020666931465191447,0.0
Meropenem_AB,0.01970517637973905,0.002744304358399433,0.008366216950261636,0.011413662963065032,0.016209075728789244,0.009207408294295425,0.004779473608357097,0.009469511397988302,0.007508523181056416,0.029053263832910396,0.004152081202602659,0.04791986757146621,0.019224600832262934,0.006476035172021182,0.003214819034571074,0.00976095461063361,0.07047584165813185,0.016552708271136883,0.19591157083815292,0.01910114465314426,0.043186663486520296,0.0007297911898439798,0.22829954041345074,0.2165377643711996,0.0
Piperacillin-tazobactam_AB,0.06320045835798993,0.020799902924375897,0.10765839386340477,0.019659852659350448,0.031172965481096555,0.03620664818434487,0.04731561003006824,0.0216139283785516,0.03698950534668195,0.3643843892101846,0.018495585871194542,0.0441781717203136,0.02288645309025608,0.04471552902749124,0.038341116819919044,0.018857165240646352,0.010798216792373456,0.005021551841992579,0.009376899549501204,0.00992399118007373,0.008504985446521118,0.004289327014525846,0.006696218136664923,0.008913133832477431,0.0
Tigecycline_AB,0.021783869513179788,0.011213228206809648,0.03867418905454704,0.0708516866163939,0.011424211187732491,0.07643458260006974,0.003714631989661912,0.08044588122533444,0.013035462617248025,0.03300718242998848,0.06347172421709146,0.06936810197328283,0.039124635342869786,0.011640790446655329,0.027129373478225305,0.010628795930958987,0.010575314296722822,0.3488852089790023,0.01835174331428612,0.012489653929704931,0.009020798821790172,0.010681143612039644,0.004649936119242458,0.0033978540971624557,0.0
Tobramycin_AB,0.5266678148143231,0.011360565842489168,0.04003319448573449,0.010555387887778205,0.014789581661118628,0.008808715298954904,0.02110322804860268,0.010456278359432334,0.0586846902176128,0.04984730053566555,0.08539701973382605,0.02602335078862593,0.010706006085001824,0.05139488157425369,0.031327336360014585,0.010464472005421221,0.005368605408623994,0.0025969746770122216,0.006048702710394458,0.004772684202618307,0.005460395095838157,0.004819965662056627,0.0016834368668065583,0.0016294116777945413,0.0
Trimethoprim-sulfamethoxazole_AB,0.02182823535272729,0.02617807920574694,0.01858623791302009,0.017025590727740837,0.011819290388531672,0.05070654992223833,0.027717616031278598,0.009374051916312163,0.02317425583066389,0.04274991585229693,0.018830532035374624,0.02956602973162551,0.009766517533581286,0.03019515723856174,0.05366308765011519,0.3504290798685945,0.011555826257854819,0.0001498416635362245,0.14330835690032095,0.0631168563814476,0.029226424416183276,0.0,0.005988287711678659,0.005044179470568963,0.0
Trimethoprim_AB,0.0371031782368877,0.02731842972759887,0.03842311016116498,0.0,0.02741977067417397,0.0,0.0055108314172520635,0.0,0.07405551063258542,0.037252870764315694,0.06293523612577165,0.004551017740380017,0.11008074362380643,0.02764253555777018,0.025063393473522485,0.0,0.015608133446227945,0.023451103095669577,0.08834313604383176,0.026872449157592113,0.051952024571912524,0.3164165255495368,0.0,0.0,0.0
