,Organism_Code,Antibiotic,Test_Count_NA,Test_Count_S,Test_Count_I,Test_Count_R,Train_Count_NA,Train_Count_S,Train_Count_I,Train_Count_R
0,EKP,Amikacin_AB,0.0,97.0,0,23.0,0.0,449.0,0,151.0
1,EKP,Ampicillin-sulbactam_AB,0.0,4.0,0,116.0,0.0,27.0,0,573.0
2,EKP,Aztreonam_AB,1.0,16.0,0,103.0,6.0,79.0,0,515.0
3,EKP,Cefazolin_AB,0.0,3.0,0,117.0,0.0,25.0,0,575.0
4,EKP,Cefepime_AB,6.0,38.0,0,76.0,28.0,203.0,0,369.0
5,EKP,Ceftazidime_AB,0.0,6.0,0,114.0,0.0,52.0,0,548.0
6,EKP,Ceftriaxone_AB,0.0,5.0,0,115.0,0.0,47.0,0,553.0
7,EKP,Cefuroxime_AB,5.0,5.0,0,110.0,27.0,35.0,0,538.0
8,EKP,Ciprofloxacin_AB,0.0,10.0,0,110.0,0.0,63.0,0,537.0
9,EKP,Gentamicin_AB,0.0,52.0,0,68.0,0.0,285.0,0,315.0
10,EKP,Imipenem_AB,0.0,91.0,0,29.0,0.0,445.0,0,155.0
11,EKP,Levofloxacin_AB,0.0,26.0,0,94.0,0.0,133.0,0,467.0
12,EKP,Piperacillin-tazobactam_AB,0.0,16.0,0,104.0,0.0,100.0,0,500.0
13,EKP,Tobramycin_AB,0.0,39.0,0,81.0,0.0,217.0,0,383.0
14,EKP,Trimethoprim-sulfamethoxazole_AB,0.0,25.0,0,95.0,0.0,125.0,0,475.0
