,Organism_Code,Antibiotic,Test_Count_NA,Test_Count_S,Test_Count_I,Test_Count_R,Train_Count_NA,Train_Count_S,Train_Count_I,Train_Count_R
0,EKP,Amikacin_AB,0.0,231.0,0,69.0,0.0,231.0,0,69.0
1,EKP,Amoxicillin-clavulanic acid_AB,198.0,18.0,0,84.0,198.0,18.0,0,84.0
2,EKP,Ampicillin-sulbactam_AB,135.0,52.0,0,113.0,135.0,52.0,0,113.0
3,EKP,Ampicillin_AB,20.0,10.0,0,270.0,20.0,10.0,0,270.0
4,EKP,Aztreonam_AB,76.0,73.0,0,151.0,76.0,73.0,0,151.0
5,EKP,Cefazolin_AB,113.0,65.0,0,122.0,113.0,65.0,0,122.0
6,EKP,Cefepime_AB,58.0,44.0,0,198.0,58.0,44.0,0,198.0
7,EKP,Cefotaxime_AB,53.0,15.0,0,232.0,53.0,15.0,0,232.0
8,EKP,Ceftazidime-avibactam_AB,158.0,32.0,0,110.0,158.0,32.0,0,110.0
9,EKP,Ceftazidime_AB,35.0,86.0,0,179.0,35.0,86.0,0,179.0
10,EKP,Ceftolozane-tazobactam_AB,158.0,11.0,0,131.0,158.0,11.0,0,131.0
11,EKP,Ceftriaxone_AB,125.0,5.0,0,170.0,125.0,5.0,0,170.0
12,EKP,Cefuroxime_AB,78.0,53.0,0,169.0,78.0,53.0,0,169.0
13,EKP,Ciprofloxacin_AB,0.0,31.0,0,269.0,0.0,31.0,0,269.0
14,EKP,Ertapenem_AB,14.0,108.0,0,178.0,14.0,108.0,0,178.0
15,EKP,Gentamicin_AB,0.0,153.0,0,147.0,0.0,153.0,0,147.0
16,EKP,Imipenem_AB,110.0,29.0,0,161.0,110.0,29.0,0,161.0
17,EKP,Levofloxacin_AB,110.0,65.0,0,125.0,110.0,65.0,0,125.0
18,EKP,Meropenem_AB,0.0,125.0,0,175.0,0.0,125.0,0,175.0
19,EKP,Piperacillin-tazobactam_AB,57.0,85.0,0,158.0,57.0,85.0,0,158.0
20,EKP,Tigecycline_AB,60.0,8.0,0,232.0,60.0,8.0,0,232.0
21,EKP,Tobramycin_AB,58.0,99.0,0,143.0,58.0,99.0,0,143.0
22,EKP,Trimethoprim_AB,268.0,9.0,0,23.0,268.0,9.0,0,23.0
