,Organism_Code,Antibiotic,Test_Count_NA,Test_Count_S,Test_Count_I,Test_Count_R,Train_Count_NA,Train_Count_S,Train_Count_I,Train_Count_R
0,EKP,Amikacin_AB,0.0,84.0,0,36.0,0.0,442.0,0,158.0
1,EKP,Amoxicillin-clavulanic acid_AB,105.0,3.0,0,12.0,519.0,15.0,0,66.0
2,EKP,Ampicillin-sulbactam_AB,24.0,7.0,0,89.0,119.0,62.0,0,419.0
3,EKP,Ampicillin_AB,5.0,2.0,0,113.0,26.0,10.0,0,564.0
4,EKP,Aztreonam_AB,13.0,21.0,0,86.0,63.0,124.0,0,413.0
5,EKP,Cefazolin_AB,20.0,15.0,0,85.0,102.0,85.0,0,413.0
6,EKP,Cefepime_AB,14.0,28.0,0,78.0,68.0,134.0,0,398.0
7,EKP,Cefotaxime_AB,68.0,6.0,0,46.0,344.0,14.0,0,242.0
8,EKP,Ceftazidime-avibactam_AB,88.0,9.0,0,23.0,432.0,48.0,0,120.0
9,EKP,Ceftazidime_AB,11.0,19.0,0,90.0,42.0,111.0,0,447.0
10,EKP,Ceftolozane-tazobactam_AB,88.0,4.0,0,28.0,432.0,17.0,0,151.0
11,EKP,Ceftriaxone_AB,25.0,6.0,0,89.0,114.0,39.0,0,447.0
12,EKP,Cefuroxime_AB,14.0,12.0,0,94.0,77.0,82.0,0,441.0
13,EKP,Ciprofloxacin_AB,0.0,11.0,0,109.0,0.0,65.0,0,535.0
14,EKP,Ertapenem_AB,63.0,16.0,0,41.0,313.0,78.0,0,209.0
15,EKP,Gentamicin_AB,0.0,68.0,0,52.0,0.0,311.0,0,289.0
16,EKP,Imipenem_AB,15.0,50.0,0,55.0,83.0,254.0,0,263.0
17,EKP,Levofloxacin_AB,21.0,28.0,0,71.0,102.0,133.0,0,365.0
18,EKP,Meropenem_AB,0.0,81.0,0,39.0,0.0,400.0,0,200.0
19,EKP,Piperacillin-tazobactam_AB,13.0,23.0,0,84.0,54.0,128.0,0,418.0
20,EKP,Tigecycline_AB,71.0,2.0,0,47.0,353.0,5.0,0,242.0
21,EKP,Tobramycin_AB,13.0,38.0,0,69.0,54.0,197.0,0,349.0
22,EKP,Trimethoprim-sulfamethoxazole_AB,6.0,10.0,0,104.0,34.0,56.0,0,510.0
23,EKP,Trimethoprim_AB,115.0,2.0,0,3.0,571.0,9.0,0,20.0
