Taxon ID,Genome ID,Genome Name,Antibiotic,Resistant Phenotype,Measurement,Measurement Sign,Measurement Value,Measurement Unit,Laboratory Typing Method,Laboratory Typing Method Version,Laboratory Typing Platform,Vendor,Testing Standard,Testing Standard Year,Computational Method,Computational Method Version,Computational Method Performance,Evidence,Source,PubMed
470,470.7794,Acinetobacter baumannii strain MRSN7373,cefotaxime,Resistant,32,>,32,mg/L,Broth dilution,,MicroScan,Siemens,CLSI,,,,,Laboratory Method,,
470,470.7793,Acinetobacter baumannii strain MRSN7372,levofloxacin,Intermediate,4,=,4,mg/L,Broth dilution,,MicroScan,Siemens,CLSI,,,,,Laboratory Method,,
470,470.1556,Acinetobacter baumannii strain MRSN20315,trimethoprim/sulfamethoxazole,Resistant,>=16/304,>=,16/304,mg/L,Broth dilution,,VITEK 2,BioMerieux,CLSI,,,,,Laboratory Method,,25824815
470,470.746,Acinetobacter baumannii ABUH24373,tobramycin,Resistant,,,,,,,,,,,,,,Laboratory Method,,26939581
470,470.7761,Acinetobacter baumannii strain MRSN7328,ceftazidime,Intermediate,16,=,16,mg/L,Broth dilution,,MicroScan,Siemens,CLSI,,,,,Laboratory Method,,
470,470.7681,Acinetobacter baumannii strain MRSN7223,ceftriaxone,Intermediate,16,=,16,mg/L,Broth dilution,,BD Phoenix,BD,CLSI,,,,,Laboratory Method,,
470,470.7824,Acinetobacter baumannii strain MRSN7409,ceftazidime,Intermediate,16,=,16,mg/L,Broth dilution,,MicroScan,Siemens,CLSI,,,,,Laboratory Method,,
470,470.7675,Acinetobacter baumannii strain MRSN7217,ciprofloxacin,Susceptible,1,<=,1,mg/L,Broth dilution,,MicroScan,Siemens,CLSI,,,,,Laboratory Method,,
470,470.7574,Acinetobacter baumannii strain MRSN2427,gentamicin,Resistant,8,>,8,mg/L,Broth dilution,,MicroScan,Siemens,CLSI,,,,,Laboratory Method,,
470,470.7855,Acinetobacter baumannii strain MRSN7459,levofloxacin,Intermediate,4,=,4,mg/L,Broth dilution,,VITEK 2,BioMerieux,CLSI,,,,,Laboratory Method,,
470,470.1553,Acinetobacter baumannii strain MRSN16881,gentamicin,Resistant,>=16,>=,16,mg/L,Broth dilution,,VITEK 2,BioMerieux,CLSI,,,,,Laboratory Method,,25824815
470,470.7589,Acinetobacter baumannii strain MRSN7072,ceftazidime,Resistant,64,>=,64,mg/L,Broth dilution,,VITEK 2,BioMerieux,CLSI,,,,,Laboratory Method,,
470,470.7797,Acinetobacter baumannii strain MRSN7377,gentamicin,Resistant,8,>,8,mg/L,Broth dilution,,MicroScan,Siemens,CLSI,,,,,Laboratory Method,,
470,470.7845,Acinetobacter baumannii strain MRSN7441,cefotaxime,Resistant,32,>,32,mg/L,Broth dilution,,MicroScan,Siemens,CLSI,,,,,Laboratory Method,,
470,470.7536,Acinetobacter baumannii strain MRSN15048,meropenem,Resistant,16,>=,16,mg/L,Broth dilution,,VITEK 2,BioMerieux,CLSI,,,,,Laboratory Method,,
470,470.7774,Acinetobacter baumannii strain MRSN7350,trimethoprim/sulfamethoxazole,Resistant,2/38,>,2/38,mg/L,Broth dilution,,MicroScan,Siemens,CLSI,,,,,Laboratory Method,,
470,470.7848,Acinetobacter baumannii strain MRSN7448,ciprofloxacin,Resistant,2,>,2,mg/L,Broth dilution,,MicroScan,Siemens,CLSI,,,,,Laboratory Method,,
470,470.7818,Acinetobacter baumannii strain MRSN7403,gentamicin,Resistant,8,>,8,mg/L,Broth dilution,,BD Phoenix,BD,CLSI,,,,,Laboratory Method,,
470,470.7928,Acinetobacter baumannii strain MRSN7570,ciprofloxacin,Resistant,2,>,2,mg/L,Broth dilution,,BD Phoenix,BD,CLSI,,,,,Laboratory Method,,
470,470.8007,Acinetobacter baumannii strain MRSN7706,tobramycin,Susceptible,1,<=,1,mg/L,Broth dilution,,VITEK 2,BioMerieux,CLSI,,,,,Laboratory Method,,
470,470.7437,Acinetobacter baumannii strain MRSN11706,nitrofurantoin,Resistant,512,>=,512,mg/L,Broth dilution,,VITEK 2,BioMerieux,CLSI,,,,,Laboratory Method,,
470,470.7962,Acinetobacter baumannii strain MRSN7636,amikacin,Intermediate,32,=,32,mg/L,Broth dilution,,BD Phoenix,BD,CLSI,,,,,Laboratory Method,,
470,470.7933,Acinetobacter baumannii strain MRSN7578,ceftazidime,Intermediate,16,=,16,mg/L,Broth dilution,,VITEK 2,BioMerieux,CLSI,,,,,Laboratory Method,,
470,470.7508,Acinetobacter baumannii strain MRSN11815,moxifloxacin,Susceptible,0.25,<=,0.25,mg/L,Broth dilution,,VITEK 2,BioMerieux,CLSI,,,,,Laboratory Method,,
470,470.7789,Acinetobacter baumannii strain MRSN7366,gentamicin,Intermediate,8,=,8,mg/L,Broth dilution,,VITEK 2,BioMerieux,CLSI,,,,,Laboratory Method,,
470,470.7849,Acinetobacter baumannii strain MRSN7454,ciprofloxacin,Resistant,2,>,2,mg/L,Broth dilution,,MicroScan,Siemens,CLSI,,,,,Laboratory Method,,
470,470.7845,Acinetobacter baumannii strain MRSN7441,amikacin,Susceptible,8,=,8,mg/L,Broth dilution,,MicroScan,Siemens,CLSI,,,,,Laboratory Method,,
470,470.1561,Acinetobacter baumannii strain MRSN4119,gentamicin,Resistant,>=16,>=,16,mg/L,Broth dilution,,VITEK 2,BioMerieux,CLSI,,,,,Laboratory Method,,23812239
470,470.7551,Acinetobacter baumannii strain MRSN15081,tigecycline,Susceptible,2,=,2,mg/L,Broth dilution,,VITEK 2,BioMerieux,CLSI,,,,,Laboratory Method,,
470,470.7449,Acinetobacter baumannii strain MRSN11723,cefotetan,Resistant,64,>=,64,mg/L,Broth dilution,,VITEK 2,BioMerieux,CLSI,,,,,Laboratory Method,,
470,470.7799,Acinetobacter baumannii strain MRSN7379,tobramycin,Resistant,8,>,8,mg/L,Broth dilution,,BD Phoenix,BD,CLSI,,,,,Laboratory Method,,
470,470.7847,Acinetobacter baumannii strain MRSN7447,ampicillin/sulbactam,Resistant,16/8,>,16/8,mg/L,Broth dilution,,MicroScan,Siemens,CLSI,,,,,Laboratory Method,,
470,470.7984,Acinetobacter baumannii strain MRSN7670,trimethoprim/sulfamethoxazole,Resistant,16/304,>=,16/304,mg/L,Broth dilution,,VITEK 2,BioMerieux,CLSI,,,,,Laboratory Method,,
470,470.7514,Acinetobacter baumannii strain MRSN11823,aztreonam,Resistant,16,>,16,mg/L,Broth dilution,,BD Phoenix,BD,CLSI,,,,,Laboratory Method,,
470,470.7689,Acinetobacter baumannii strain MRSN7235,gentamicin,Resistant,16,>=,16,mg/L,Broth dilution,,VITEK 2,BioMerieux,CLSI,,,,,Laboratory Method,,
470,470.7556,Acinetobacter baumannii strain MRSN15086,imipenem,Susceptible,1,=,1,mg/L,Broth dilution,,VITEK 2,BioMerieux,CLSI,,,,,Laboratory Method,,
470,470.7818,Acinetobacter baumannii strain MRSN7403,tobramycin,Susceptible,4,=,4,mg/L,Broth dilution,,VITEK 2,BioMerieux,CLSI,,,,,Laboratory Method,,
470,470.7415,Acinetobacter baumannii strain MRSN10371,amikacin,Susceptible,16,=,16,mg/L,Broth dilution,,BD Phoenix,BD,CLSI,,,,,Laboratory Method,,
470,470.7688,Acinetobacter baumannii strain MRSN7232,gentamicin,Resistant,8,>,8,mg/L,Broth dilution,,MicroScan,Siemens,CLSI,,,,,Laboratory Method,,
470,470.7965,Acinetobacter baumannii strain MRSN7640,imipenem,Resistant,16,>=,16,mg/L,Broth dilution,,VITEK 2,BioMerieux,CLSI,,,,,Laboratory Method,,
470,470.7855,Acinetobacter baumannii strain MRSN7459,ciprofloxacin,Resistant,4,>=,4,mg/L,Broth dilution,,VITEK 2,BioMerieux,CLSI,,,,,Laboratory Method,,
470,470.7551,Acinetobacter baumannii strain MRSN15081,amikacin,Intermediate,32,=,32,mg/L,Broth dilution,,MicroScan,Siemens,CLSI,,,,,Laboratory Method,,
470,470.7469,Acinetobacter baumannii strain MRSN11753,tobramycin,Intermediate,8,=,8,mg/L,Broth dilution,,VITEK 2,BioMerieux,CLSI,,,,,Laboratory Method,,
470,470.1559,Acinetobacter baumannii strain MRSN7081,gentamicin,Resistant,>8,>,8,mg/L,Broth dilution,,BD Phoenix,BD,CLSI,,,,,Laboratory Method,,25824815
470,470.8085,Acinetobacter baumannii strain MRSN8901,cefotetan,Resistant,64,>=,64,mg/L,Broth dilution,,VITEK 2,BioMerieux,CLSI,,,,,Laboratory Method,,
470,470.7782,Acinetobacter baumannii strain MRSN7359,carbapenem,Susceptible,,,,,,,,,,,AdaBoost Classifier,,"Accuracy:0.936, F1 score:0.942, AUC:0.957",Computational Method,,
470,470.8092,Acinetobacter baumannii strain MRSN908,ciprofloxacin,Resistant,4,>=,4,mg/L,Broth dilution,,VITEK 2,BioMerieux,CLSI,,,,,Laboratory Method,,
470,470.7867,Acinetobacter baumannii strain MRSN7475,gentamicin,Resistant,8,>,8,mg/L,Broth dilution,,MicroScan,Siemens,CLSI,,,,,Laboratory Method,,
470,470.7836,Acinetobacter baumannii strain MRSN7421,ciprofloxacin,Resistant,2,>,2,mg/L,Broth dilution,,BD Phoenix,BD,CLSI,,,,,Laboratory Method,,
470,470.7854,Acinetobacter baumannii strain MRSN7460,gentamicin,Susceptible,1,<=,1,mg/L,Broth dilution,,MicroScan,Siemens,CLSI,,,,,Laboratory Method,,
470,470.8074,Acinetobacter baumannii strain MRSN85,levofloxacin,Resistant,4,>,4,mg/L,Broth dilution,,MicroScan,Siemens,CLSI,,,,,Laboratory Method,,
470,470.7436,Acinetobacter baumannii strain MRSN11705,amikacin,Resistant,32,>,32,mg/L,Broth dilution,,MicroScan,Siemens,CLSI,,,,,Laboratory Method,,
470,470.7866,Acinetobacter baumannii strain MRSN7474,carbapenem,Susceptible,,,,,,,,,,,AdaBoost Classifier,,"Accuracy:0.936, F1 score:0.942, AUC:0.957",Computational Method,,
470,470.7421,Acinetobacter baumannii strain MRSN11669,tigecycline,Susceptible,1,=,1,mg/L,Broth dilution,,VITEK 2,BioMerieux,CLSI,,,,,Laboratory Method,,
470,470.7866,Acinetobacter baumannii strain MRSN7474,cefoxitin,Resistant,64,>=,64,mg/L,Broth dilution,,VITEK 2,BioMerieux,CLSI,,,,,Laboratory Method,,
470,470.7839,Acinetobacter baumannii strain MRSN7434,cefazolin,Resistant,64,>=,64,mg/L,Broth dilution,,VITEK 2,BioMerieux,CLSI,,,,,Laboratory Method,,
470,470.7509,Acinetobacter baumannii strain MRSN11816,amikacin,Susceptible,16,<=,16,mg/L,Broth dilution,,MicroScan,Siemens,CLSI,,,,,Laboratory Method,,
470,470.7511,Acinetobacter baumannii strain MRSN11820,ampicillin,Resistant,32,>=,32,mg/L,Broth dilution,,VITEK 2,BioMerieux,CLSI,,,,,Laboratory Method,,
470,470.7644,Acinetobacter baumannii strain MRSN7161,ciprofloxacin,Resistant,4,>=,4,mg/L,Broth dilution,,VITEK 2,BioMerieux,CLSI,,,,,Laboratory Method,,
470,470.7675,Acinetobacter baumannii strain MRSN7217,tobramycin,Intermediate,8,=,8,mg/L,Broth dilution,,BD Phoenix,BD,CLSI,,,,,Laboratory Method,,
470,470.7813,Acinetobacter baumannii strain MRSN7394,tetracycline,Susceptible,4,=,4,mg/L,Broth dilution,,BD Phoenix,BD,CLSI,,,,,Laboratory Method,,
470,470.768,Acinetobacter baumannii strain MRSN7222,levofloxacin,Resistant,8,>=,8,mg/L,Broth dilution,,VITEK 2,BioMerieux,CLSI,,,,,Laboratory Method,,
470,470.7901,Acinetobacter baumannii strain MRSN7521,carbapenem,Resistant,,,,,,,,,,,AdaBoost Classifier,,"Accuracy:0.936, F1 score:0.942, AUC:0.957",Computational Method,,
470,470.7504,Acinetobacter baumannii strain MRSN11807,amikacin,Susceptible,16,<=,16,mg/L,Broth dilution,,MicroScan,Siemens,CLSI,,,,,Laboratory Method,,
470,470.7781,Acinetobacter baumannii strain MRSN7357,aztreonam,Resistant,16,>,16,mg/L,Broth dilution,,BD Phoenix,BD,CLSI,,,,,Laboratory Method,,
470,470.7634,Acinetobacter baumannii strain MRSN7149,ciprofloxacin,Resistant,2,>,2,mg/L,Broth dilution,,BD Phoenix,BD,CLSI,,,,,Laboratory Method,,
470,470.7464,Acinetobacter baumannii strain MRSN11747,imipenem,Resistant,8,>,8,mg/L,Broth dilution,,BD Phoenix,BD,CLSI,,,,,Laboratory Method,,
470,470.7421,Acinetobacter baumannii strain MRSN11669,cefotaxime,Intermediate,16,=,16,mg/L,Broth dilution,,MicroScan,Siemens,CLSI,,,,,Laboratory Method,,
470,470.1562,Acinetobacter baumannii strain MRSN3941,colistin,Resistant,==192,=,192,mg/L,Broth dilution,,E-test,BioMerieux,CLSI,,,,,Laboratory Method,,23812239
470,470.7784,Acinetobacter baumannii strain MRSN7361,amikacin,Susceptible,8,=,8,mg/L,Broth dilution,,MicroScan,Siemens,CLSI,,,,,Laboratory Method,,
470,470.7798,Acinetobacter baumannii strain MRSN7378,levofloxacin,Susceptible,2,<=,2,mg/L,Broth dilution,,MicroScan,Siemens,CLSI,,,,,Laboratory Method,,
470,470.8007,Acinetobacter baumannii strain MRSN7706,aztreonam,Resistant,16,>,16,mg/L,Broth dilution,,BD Phoenix,BD,CLSI,,,,,Laboratory Method,,
470,470.7769,Acinetobacter baumannii strain MRSN7345,ciprofloxacin,Susceptible,1,<=,1,mg/L,Broth dilution,,MicroScan,Siemens,CLSI,,,,,Laboratory Method,,
470,470.753,Acinetobacter baumannii strain MRSN15042,ciprofloxacin,Susceptible,1,=,1,mg/L,Broth dilution,,VITEK 2,BioMerieux,CLSI,,,,,Laboratory Method,,
470,470.7478,Acinetobacter baumannii strain MRSN11765,levofloxacin,Susceptible,1,<=,1,mg/L,Broth dilution,,BD Phoenix,BD,CLSI,,,,,Laboratory Method,,
470,470.1561,Acinetobacter baumannii strain MRSN4119,ticarcillin/clavulanic acid,Resistant,>64/2,>,64/2,mg/L,Broth dilution,,MicroScan,Siemens,CLSI,,,,,Laboratory Method,,23812239
470,470.7819,Acinetobacter baumannii strain MRSN7404,gentamicin,Resistant,8,>,8,mg/L,Broth dilution,,MicroScan,Siemens,CLSI,,,,,Laboratory Method,,
470,470.7435,Acinetobacter baumannii strain MRSN11701,ampicillin/sulbactam,Susceptible,8/4,<=,8/4,mg/L,Broth dilution,,MicroScan,Siemens,CLSI,,,,,Laboratory Method,,
470,470.7587,Acinetobacter baumannii strain MRSN7069,ampicillin/sulbactam,Resistant,16/8,>,16/8,mg/L,Broth dilution,,MicroScan,Siemens,CLSI,,,,,Laboratory Method,,
470,470.7691,Acinetobacter baumannii strain MRSN7236,gentamicin,Resistant,8,>,8,mg/L,Broth dilution,,MicroScan,Siemens,CLSI,,,,,Laboratory Method,,
470,470.7424,Acinetobacter baumannii strain MRSN11675,ceftazidime,Intermediate,16,=,16,mg/L,Broth dilution,,BD Phoenix,BD,CLSI,,,,,Laboratory Method,,
470,470.7724,Acinetobacter baumannii strain MRSN7279,carbapenem,Resistant,,,,,,,,,,,AdaBoost Classifier,,"Accuracy:0.936, F1 score:0.942, AUC:0.957",Computational Method,,
470,470.8065,Acinetobacter baumannii strain MRSN7822,cefazolin,Resistant,64,>=,64,mg/L,Broth dilution,,VITEK 2,BioMerieux,CLSI,,,,,Laboratory Method,,
470,470.7653,Acinetobacter baumannii strain MRSN7170,gentamicin,Resistant,8,>,8,mg/L,Broth dilution,,MicroScan,Siemens,CLSI,,,,,Laboratory Method,,
470,470.7501,Acinetobacter baumannii strain MRSN11803,ciprofloxacin,Resistant,2,>,2,mg/L,Broth dilution,,BD Phoenix,BD,CLSI,,,,,Laboratory Method,,
470,470.7847,Acinetobacter baumannii strain MRSN7447,tobramycin,Resistant,8,>,8,mg/L,Broth dilution,,MicroScan,Siemens,CLSI,,,,,Laboratory Method,,
470,470.7459,Acinetobacter baumannii strain MRSN11739,tobramycin,Resistant,16,>=,16,mg/L,Broth dilution,,VITEK 2,BioMerieux,CLSI,,,,,Laboratory Method,,
470,470.7643,Acinetobacter baumannii strain MRSN7160,ampicillin/sulbactam,Intermediate,16/8,=,16/8,mg/L,Broth dilution,,VITEK 2,BioMerieux,CLSI,,,,,Laboratory Method,,
470,470.7536,Acinetobacter baumannii strain MRSN15048,levofloxacin,Resistant,4,>,4,mg/L,Broth dilution,,BD Phoenix,BD,CLSI,,,,,Laboratory Method,,
470,470.7811,Acinetobacter baumannii strain MRSN7392,cefotaxime,Resistant,32,>,32,mg/L,Broth dilution,,MicroScan,Siemens,CLSI,,,,,Laboratory Method,,
470,470.7575,Acinetobacter baumannii strain MRSN2441,tobramycin,Resistant,8,>,8,mg/L,Broth dilution,,MicroScan,Siemens,CLSI,,,,,Laboratory Method,,
470,470.7774,Acinetobacter baumannii strain MRSN7350,ceftazidime,Intermediate,16,=,16,mg/L,Broth dilution,,VITEK 2,BioMerieux,CLSI,,,,,Laboratory Method,,
470,470.7595,Acinetobacter baumannii strain MRSN7086,levofloxacin,Susceptible,2,=,2,mg/L,Broth dilution,,BD Phoenix,BD,CLSI,,,,,Laboratory Method,,
470,470.7656,Acinetobacter baumannii strain MRSN7173,nitrofurantoin,Resistant,512,>=,512,mg/L,Broth dilution,,VITEK 2,BioMerieux,CLSI,,,,,Laboratory Method,,
470,470.7852,Acinetobacter baumannii strain MRSN7457,gentamicin,Resistant,8,>,8,mg/L,Broth dilution,,MicroScan,Siemens,CLSI,,,,,Laboratory Method,,
470,470.7773,Acinetobacter baumannii strain MRSN7349,ceftriaxone,Resistant,32,>,32,mg/L,Broth dilution,,MicroScan,Siemens,CLSI,,,,,Laboratory Method,,
470,470.7439,Acinetobacter baumannii strain MRSN11708,amikacin,Susceptible,8,<=,8,mg/L,Broth dilution,,BD Phoenix,BD,CLSI,,,,,Laboratory Method,,
470,470.7849,Acinetobacter baumannii strain MRSN7454,imipenem,Resistant,8,>,8,mg/L,Broth dilution,,BD Phoenix,BD,CLSI,,,,,Laboratory Method,,
470,470.7529,Acinetobacter baumannii strain MRSN15039,ciprofloxacin,Resistant,2,>,2,mg/L,Broth dilution,,BD Phoenix,BD,CLSI,,,,,Laboratory Method,,
470,470.7856,Acinetobacter baumannii strain MRSN7461,imipenem,Resistant,16,>=,16,mg/L,Broth dilution,,VITEK 2,BioMerieux,CLSI,,,,,Laboratory Method,,
470,470.7774,Acinetobacter baumannii strain MRSN7350,tobramycin,Resistant,8,>,8,mg/L,Broth dilution,,MicroScan,Siemens,CLSI,,,,,Laboratory Method,,
470,470.7883,Acinetobacter baumannii strain MRSN7497,gentamicin,Resistant,16,>=,16,mg/L,Broth dilution,,VITEK 2,BioMerieux,CLSI,,,,,Laboratory Method,,
470,470.7813,Acinetobacter baumannii strain MRSN7394,ampicillin/sulbactam,Susceptible,8/4,<=,8/4,mg/L,Broth dilution,,MicroScan,Siemens,CLSI,,,,,Laboratory Method,,
470,470.7688,Acinetobacter baumannii strain MRSN7232,nitrofurantoin,Resistant,512,>=,512,mg/L,Broth dilution,,VITEK 2,BioMerieux,CLSI,,,,,Laboratory Method,,
470,470.7743,Acinetobacter baumannii strain MRSN7304,tobramycin,Resistant,8,>,8,mg/L,Broth dilution,,BD Phoenix,BD,CLSI,,,,,Laboratory Method,,
470,470.8008,Acinetobacter baumannii strain MRSN7707,ciprofloxacin,Resistant,4,>=,4,mg/L,Broth dilution,,VITEK 2,BioMerieux,CLSI,,,,,Laboratory Method,,
470,470.7762,Acinetobacter baumannii strain MRSN7330,trimethoprim/sulfamethoxazole,Resistant,16/304,>=,16/304,mg/L,Broth dilution,,VITEK 2,BioMerieux,CLSI,,,,,Laboratory Method,,
470,470.7574,Acinetobacter baumannii strain MRSN2427,cefazolin,Resistant,64,>=,64,mg/L,Broth dilution,,VITEK 2,BioMerieux,CLSI,,,,,Laboratory Method,,
470,470.7962,Acinetobacter baumannii strain MRSN7636,ceftazidime,Intermediate,16,=,16,mg/L,Broth dilution,,VITEK 2,BioMerieux,CLSI,,,,,Laboratory Method,,
470,470.7822,Acinetobacter baumannii strain MRSN7407,levofloxacin,Intermediate,4,=,4,mg/L,Broth dilution,,BD Phoenix,BD,CLSI,,,,,Laboratory Method,,
470,470.7856,Acinetobacter baumannii strain MRSN7461,ampicillin/sulbactam,Intermediate,16/8,=,16/8,mg/L,Broth dilution,,MicroScan,Siemens,CLSI,,,,,Laboratory Method,,
470,470.8086,Acinetobacter baumannii strain MRSN8902,cefotetan,Resistant,64,>=,64,mg/L,Broth dilution,,VITEK 2,BioMerieux,CLSI,,,,,Laboratory Method,,
470,470.7866,Acinetobacter baumannii strain MRSN7474,ampicillin/sulbactam,Resistant,32/16,>=,32/16,mg/L,Broth dilution,,VITEK 2,BioMerieux,CLSI,,,,,Laboratory Method,,
470,470.1552,Acinetobacter baumannii strain MRSN16898,gentamicin,Intermediate,==8,=,8,mg/L,Broth dilution,,VITEK 2,BioMerieux,CLSI,,,,,Laboratory Method,,25824815
470,470.7871,Acinetobacter baumannii strain MRSN7481,ceftriaxone,Resistant,32,>,32,mg/L,Broth dilution,,BD Phoenix,BD,CLSI,,,,,Laboratory Method,,
470,470.7789,Acinetobacter baumannii strain MRSN7366,meropenem,Intermediate,8,=,8,mg/L,Broth dilution,,MicroScan,Siemens,CLSI,,,,,Laboratory Method,,
470,470.7688,Acinetobacter baumannii strain MRSN7232,ceftazidime,Resistant,16,>,16,mg/L,Broth dilution,,BD Phoenix,BD,CLSI,,,,,Laboratory Method,,
470,470.751,Acinetobacter baumannii strain MRSN11819,trimethoprim/sulfamethoxazole,Susceptible,1/19,<=,1/19,mg/L,Broth dilution,,VITEK 2,BioMerieux,CLSI,,,,,Laboratory Method,,
470,470.7792,Acinetobacter baumannii strain MRSN7370,amikacin,Susceptible,8,<=,8,mg/L,Broth dilution,,BD Phoenix,BD,CLSI,,,,,Laboratory Method,,
470,470.7507,Acinetobacter baumannii strain MRSN11813,aztreonam,Resistant,64,>=,64,mg/L,Broth dilution,,VITEK 2,BioMerieux,CLSI,,,,,Laboratory Method,,
470,470.7816,Acinetobacter baumannii strain MRSN7401,ampicillin,Resistant,32,>=,32,mg/L,Broth dilution,,VITEK 2,BioMerieux,CLSI,,,,,Laboratory Method,,
470,470.7439,Acinetobacter baumannii strain MRSN11708,tetracycline,Resistant,8,>,8,mg/L,Broth dilution,,MicroScan,Siemens,CLSI,,,,,Laboratory Method,,
470,470.7811,Acinetobacter baumannii strain MRSN7392,ceftazidime,Intermediate,16,=,16,mg/L,Broth dilution,,BD Phoenix,BD,CLSI,,,,,Laboratory Method,,
470,470.7691,Acinetobacter baumannii strain MRSN7236,tobramycin,Susceptible,4,<=,4,mg/L,Broth dilution,,MicroScan,Siemens,CLSI,,,,,Laboratory Method,,
470,470.8072,Acinetobacter baumannii strain MRSN83,meropenem,Resistant,16,>=,16,mg/L,Broth dilution,,VITEK 2,BioMerieux,CLSI,,,,,Laboratory Method,,
470,470.7623,Acinetobacter baumannii strain MRSN7134,aztreonam,Resistant,16,>,16,mg/L,Broth dilution,,BD Phoenix,BD,CLSI,,,,,Laboratory Method,,
470,470.7538,Acinetobacter baumannii strain MRSN15065,ceftriaxone,Resistant,32,>,32,mg/L,Broth dilution,,BD Phoenix,BD,CLSI,,,,,Laboratory Method,,
470,470.7857,Acinetobacter baumannii strain MRSN7462,tobramycin,Resistant,8,>,8,mg/L,Broth dilution,,MicroScan,Siemens,CLSI,,,,,Laboratory Method,,
470,470.7867,Acinetobacter baumannii strain MRSN7475,amikacin,Susceptible,4,<=,4,mg/L,Broth dilution,,MicroScan,Siemens,CLSI,,,,,Laboratory Method,,
470,470.7462,Acinetobacter baumannii strain MRSN11745,amikacin,Resistant,32,>,32,mg/L,Broth dilution,,BD Phoenix,BD,CLSI,,,,,Laboratory Method,,
470,470.7709,Acinetobacter baumannii strain MRSN7257,tetracycline,Resistant,8,>,8,mg/L,Broth dilution,,MicroScan,Siemens,CLSI,,,,,Laboratory Method,,
470,470.7556,Acinetobacter baumannii strain MRSN15086,levofloxacin,Susceptible,2,<=,2,mg/L,Broth dilution,,MicroScan,Siemens,CLSI,,,,,Laboratory Method,,
470,470.1561,Acinetobacter baumannii strain MRSN4119,ciprofloxacin,Resistant,>=4,>=,4,mg/L,Broth dilution,,VITEK 2,BioMerieux,CLSI,,,,,Laboratory Method,,23812239
470,470.7549,Acinetobacter baumannii strain MRSN15079,ceftriaxone,Resistant,32,>,32,mg/L,Broth dilution,,MicroScan,Siemens,CLSI,,,,,Laboratory Method,,
470,470.8084,Acinetobacter baumannii strain MRSN8900,tigecycline,Intermediate,4,=,4,mg/L,Broth dilution,,VITEK 2,BioMerieux,CLSI,,,,,Laboratory Method,,
470,470.7491,Acinetobacter baumannii strain MRSN11783,ceftriaxone,Resistant,32,>,32,mg/L,Broth dilution,,BD Phoenix,BD,CLSI,,,,,Laboratory Method,,
470,470.7816,Acinetobacter baumannii strain MRSN7401,levofloxacin,Resistant,4,>,4,mg/L,Broth dilution,,BD Phoenix,BD,CLSI,,,,,Laboratory Method,,
470,470.7577,Acinetobacter baumannii strain MRSN2830,ampicillin/sulbactam,Susceptible,8/4,<=,8/4,mg/L,Broth dilution,,MicroScan,Siemens,CLSI,,,,,Laboratory Method,,
470,470.7965,Acinetobacter baumannii strain MRSN7640,cefotaxime,Resistant,32,>,32,mg/L,Broth dilution,,MicroScan,Siemens,CLSI,,,,,Laboratory Method,,
470,470.7415,Acinetobacter baumannii strain MRSN10371,ceftriaxone,Resistant,32,>,32,mg/L,Broth dilution,,BD Phoenix,BD,CLSI,,,,,Laboratory Method,,
470,470.7506,Acinetobacter baumannii strain MRSN11812,amikacin,Resistant,32,>,32,mg/L,Broth dilution,,MicroScan,Siemens,CLSI,,,,,Laboratory Method,,
470,470.7854,Acinetobacter baumannii strain MRSN7460,trimethoprim/sulfamethoxazole,Resistant,2/38,>,2/38,mg/L,Broth dilution,,MicroScan,Siemens,CLSI,,,,,Laboratory Method,,
470,470.1558,Acinetobacter baumannii strain MRSN20755,meropenem,Susceptible,==4,=,4,mg/L,Broth dilution,,VITEK 2,BioMerieux,CLSI,,,,,Laboratory Method,,25824815
470,470.7726,Acinetobacter baumannii strain MRSN7281,gentamicin,Resistant,8,>,8,mg/L,Broth dilution,,MicroScan,Siemens,CLSI,,,,,Laboratory Method,,
470,470.7771,Acinetobacter baumannii strain MRSN7347,ciprofloxacin,Susceptible,0.25,<=,0.25,mg/L,Broth dilution,,VITEK 2,BioMerieux,CLSI,,,,,Laboratory Method,,
470,470.8092,Acinetobacter baumannii strain MRSN908,ceftriaxone,Resistant,32,>,32,mg/L,Broth dilution,,BD Phoenix,BD,CLSI,,,,,Laboratory Method,,
470,470.742,Acinetobacter baumannii strain MRSN11660,gentamicin,Resistant,16,>=,16,mg/L,Broth dilution,,VITEK 2,BioMerieux,CLSI,,,,,Laboratory Method,,
470,470.7505,Acinetobacter baumannii strain MRSN11811,ampicillin/sulbactam,Resistant,16/8,>,16/8,mg/L,Broth dilution,,MicroScan,Siemens,CLSI,,,,,Laboratory Method,,
470,470.7493,Acinetobacter baumannii strain MRSN11788,ampicillin/sulbactam,Intermediate,16/8,=,16/8,mg/L,Broth dilution,,VITEK 2,BioMerieux,CLSI,,,,,Laboratory Method,,
470,470.7819,Acinetobacter baumannii strain MRSN7404,ampicillin/sulbactam,Susceptible,2/1,<=,2/1,mg/L,Broth dilution,,VITEK 2,BioMerieux,CLSI,,,,,Laboratory Method,,
470,470.7789,Acinetobacter baumannii strain MRSN7366,ceftriaxone,Resistant,32,>,32,mg/L,Broth dilution,,MicroScan,Siemens,CLSI,,,,,Laboratory Method,,
