Target,ECO
Amikacin_AB,0.4
Amoxicillin-clavulanic acid_AB,0.8620689655172413
Ampicillin-sulbactam_AB,0.0
Ampicillin_AB,1.6129032258064515
Aztreonam_AB,0.0
Cefazolin_AB,0.0
Cefepime_AB,2.127659574468085
Cefotaxime_AB,1.5
Ceftazidime_AB,0.390625
Ceftriaxone_AB,0.0
Cefuroxime_AB,0.0
Ciprofloxacin_AB,0.7782101167315175
Ertapenem_AB,3.125
Gentamicin_AB,0.0
Levofloxacin_AB,0.0
Meropenem_AB,0.0
Nitrofurantoin_AB,4.878048780487805
Norfloxacin_AB,0.0
Piperacillin-tazobactam_AB,1.3043478260869565
Tigecycline_AB,0.0
Tobramycin_AB,0.0
Trimethoprim-sulfamethoxazole_AB,2.5
Trimethoprim_AB,0.0
Median,0.0
