Sample_ID_IfH,Organism_Code,meropenem,cefoxitin,ertapenem,tobramycin,tigecycline,piperacillin/tazobactam,cefotaxime,cefpodoxime,cefpodoxime_clavulanic_acid,amoxicillin/clavulanic acid,ampicillin,gentamicin,amikacin,ceftriaxone,chloramphenicol,streptomycin,cefepime,trimethoprim,trimethoprim/sulfamethoxazole,norfloxacin,tetracycline,ciprofloxacin,nitrofurantoin,ceftazidime,azithromycin,sulfamethoxazole,aztreonam,ceftolozane/tazobactam,cephalothin,cefotetan,cefuroxime,imipenem,ampicillin/sulbactam,ceftazidime/avibactam,cefazolin,nalidixic acid,levofloxacin,moxifloxacin,trimethoprim/sulfobactam,cefalotin,ticarcillin/clavulanic acid,piperacillin,colistin,fosfomycin,netilmicin,beta-lactam,ticarcillin
573.44105,EKP,<=25,<=4,<=12,>=16,<=5,=8/4,=16,>=8,,,>=32,>=16,=16,=32,,,=1,,>=16/304,,=2,=5,=64,>=64,,,>=64,<=25/4,>=64,<=4,=16,<=25,=16/8,=25/4,>=64,=16,=1,=2,,,,,,,,,
573.5709,EKP,<=0.25,<=4,<=0.5,8,1,<=4,8,,,4,>=32,8,<=2,,,,2,>=16,,,,<=0.25,,<=1,,,<=1,,,,>=64,,,,,,,,,>=64,,,,,,,
573.42941,EKP,<=25,<=4,<=12,<=1,<=5,>=128/4,<=25,<=25,,,>=32,<=1,<=2,<=25,,,<=12,,>=16/304,,>=16,<=25,=256,<=1,,,<=1,<=25/4,=8,<=4,=2,<=25,>=32/16,<=12/4,>=64,<=2,<=12,<=25,,,,,,,,,
573.41963,EKP,=8,>=64,>=8,>=16,>=8,>=128/4,>=64,>=8,,,>=32,<=1,<=2,>=64,,,>=32,,>=16/304,,>=16,>=4,=64,>=64,,,>=64,>=32/4,>=64,>=64,>=64,>=16,>=32/16,>=16/4,>=64,>=32,=4,>=8,,,,,,,,,
72407.564,EKP,<=0.25,<=4,<=0.12,<=1,2,<=4,>=64,,,16,>=32,<=1,<=2,,,,>=32,,>=320,,,0.5,,32,,,16,,,,>=64,,,,,,,,,,,,,,,,
72407.478,EKP,<=0.25,<=4,<=0.12,>=16,2,32,>=64,,,>=32,>=32,>=16,4,,,,>=32,,>=320,,,2,,32,,,32,,,,>=64,,,,,,,,,,,,,,,,
573.44102,EKP,<=25,<=4,<=12,<=1,=1,=16/4,=32,>=8,,,>=32,<=1,<=2,=32,,,=8,,>=16/304,,>=16,=1,=128,<=1,,,=2,=1/4,>=64,<=4,>=64,<=25,>=32/16,=25/4,>=64,=16,=1,=2,,,,,,,,,
573.5822,EKP,<=0.25,>=64,<=0.5,2,2,16,8,,,>=32,>=32,<=1,<=2,,,,<=1,>=16,,,,>=4,,16,,,8,,,,>=64,,,,,,,,,>=64,,,,,,,
573.4199,EKP,<=25,<=4,<=12,<=1,<=5,<=4/4,<=25,<=25,,,=8,<=1,<=2,<=25,,,<=12,,<=1/19,,<=1,<=25,=128,<=1,,,<=1,<=25/4,<=2,<=4,=2,<=25,<=2/1,<=12/4,<=4,<=2,<=12,<=25,,,,,,,,,
573.42013,EKP,<=25,=8,<=12,<=1,=2,=8/4,<=25,<=25,,,>=32,<=1,<=2,<=25,,,<=12,,<=1/19,,=8,=1,>=512,<=1,,,<=1,=5/4,=8,<=4,=16,=5,=16/8,=5/4,<=4,>=32,=1,=2,,,,,,,,,
1400181.3,EKP,<=0.25,8,<=0.25,,<=2,,16,,,,>=32,4,>=64,,,,,,<=20,,,>=4,256,>=64,,,,,<=1,,,<=1,>=32,,>=8,,>=8,,,,,,,,,,
573.41977,EKP,>=16,>=64,>=8,>=16,>=8,>=128/4,>=64,>=8,,,>=32,<=1,>=64,>=64,,,>=32,,<=1/19,,>=16,>=4,=256,>=64,,,>=64,>=32/4,>=64,>=64,>=64,>=16,>=32/16,>=16/4,>=64,>=32,>=8,>=8,,,,,,,,,
573.40378,EKP,<=25,<=4,<=12,<=1,<=5,<=4/4,>=64,>=8,,,>=32,<=1,<=2,>=64,,,=2,,<=1/19,,<=1,<=25,<=16,=4,,,=4,<=25/4,>=64,<=4,>=64,<=25,=8/4,<=12/4,>=64,=4,<=12,<=25,,,,,,,,,
573.44099,EKP,>=16,>=64,>=8,>=16,=2,>=128/4,>=64,>=8,,,>=32,=8,>=64,>=64,,,>=32,,>=16/304,,=8,>=4,>=512,>=64,,,>=64,>=32/4,>=64,>=64,>=64,>=16,>=32/16,=8/4,>=64,>=32,>=8,>=8,,,,,,,,,
72407.541,EKP,>=16,<=4,>=8,>=16,2,>=128,>=64,,,>=32,>=32,>=16,>=64,,,,>=32,,>=320,,,>=4,,>=64,,,>=64,,,,>=64,,,,,,,,,,,,,,,,
573.44131,EKP,<=25,=16,,>=16,<=5,=64/4,>=64,>=8,,,>=32,<=1,<=2,>=64,,,>=32,,=2/38,,<=1,<=25,=256,>=64,,,>=64,=16/4,>=64,<=4,>=64,<=25,>=32/16,=25/4,>=64,<=2,<=12,<=25,,,,,,,,,
573.42936,EKP,<=25,<=4,<=12,<=1,<=5,<=4/4,<=25,<=25,,,>=32,<=1,<=2,<=25,,,<=12,,<=1/19,,<=1,<=25,=64,<=1,,,<=1,<=25/4,<=2,<=4,=2,<=25,=8/4,<=12/4,<=4,=4,<=12,<=25,,,,,,,,,
573.40424,EKP,<=25,<=4,<=12,<=1,<=5,>=128/4,<=25,<=25,,,>=32,<=1,<=2,<=25,,,<=12,,>=16/304,,>=16,<=25,=256,<=1,,,<=1,<=25/4,=8,<=4,=2,<=25,>=32/16,<=12/4,>=64,<=2,<=12,<=25,,,,,,,,,
1438796.3,EKP,>=16,,4,,2,,16,,,,>=32,<=1,16,,,,,,<=20,,,>=4,,,,,,,2,,,>=16,>=32,,>=64,,>=8,,,,,,,,,,
573.44622,EKP,<=25,<=4,<=12,>=16,=1,=32/4,=32,>=8,,,>=32,<=1,<=2,=32,,,=2,,>=16/304,,>=16,>=4,=64,>=64,,,>=64,=8/4,>=64,<=4,=16,<=25,>=32/16,=25/4,>=64,>=32,>=8,>=8,,,,,,,,,
573.40431,EKP,<=25,<=4,<=12,>=16,=1,=32/4,>=64,>=8,,,>=32,>=16,<=2,>=64,,,>=32,,=2/38,,>=16,=2,=32,>=64,,,>=64,=16/4,>=64,<=4,>=64,=5,>=32/16,<=12/4,>=64,>=32,=1,=2,,,,,,,,,
573.40371,EKP,>=16,>=64,>=8,=8,=1,>=128/4,>=64,>=8,,,>=32,>=16,<=2,>=64,,,>=32,,>=16/304,,>=16,>=4,>=512,>=64,,,>=64,>=32/4,>=64,>=64,>=64,>=16,>=32/16,>=16/4,>=64,>=32,>=8,>=8,,,,,,,,,
573.44059,EKP,<=25,<=4,<=12,<=1,<=5,<=4/4,<=25,<=25,,,<=2,<=1,<=2,<=25,,,<=12,,<=1/19,,<=1,<=25,=128,<=1,,,<=1,<=25/4,<=2,<=4,=2,=5,<=2/1,<=12/4,<=4,=4,<=12,<=25,,,,,,,,,
573.41089,EKP,>=16,>=64,>=8,=8,=1,>=128/4,>=64,>=8,,,>=32,>=16,<=2,>=64,,,>=32,,>=16/304,,>=16,>=4,>=512,>=64,,,>=64,>=32/4,>=64,>=64,>=64,>=16,>=32/16,>=16/4,>=64,>=32,>=8,>=8,,,,,,,,,
72407.555,EKP,<=0.25,32,<=0.12,>=16,2,32,>=64,,,>=32,>=32,>=16,>=64,,,,>=32,,>=320,,,<=0.25,,>=64,,,>=64,,,,>=64,,,,,,,,,,,,,,,,
573.41113,EKP,<=25,<=4,<=12,>=16,<=5,=8/4,>=64,>=8,,,>=32,<=1,<=2,>=64,,,>=32,,>=16/304,,>=16,=1,=64,=16,,,=16,<=25/4,>=64,<=4,>=64,<=25,>=32/16,<=12/4,>=64,=8,=1,=2,,,,,,,,,
573.42008,EKP,<=25,<=4,<=12,>=16,<=5,=32/4,>=64,>=8,,,>=32,>=16,<=2,>=64,,,>=32,,>=16/304,,>=16,=2,=128,=16,,,>=64,=16/4,>=64,<=4,>=64,<=25,>=32/16,=25/4,>=64,=16,=1,=2,,,,,,,,,
1438786.3,EKP,8,,>=8,,4,,>=64,,,,>=32,>=16,<=2,,,,,,>=320,,,>=4,,,,,,,>=64,,,1,>=32,,>=64,,>=8,,,,,,,,,,
573.41952,EKP,>=16,>=64,=1,=8,<=5,>=128/4,>=64,>=8,,,>=32,=4,<=2,>=64,,,>=32,,>=16/304,,=2,<=25,=64,>=64,,,=16,>=32/4,>=64,<=4,>=64,>=16,>=32/16,>=16/4,>=64,=4,<=12,<=25,,,,,,,,,
72407.508,EKP,<=0.25,16,0.25,>=16,2,>=128,>=64,,,>=32,>=32,8,>=64,,,,>=32,,>=320,,,>=4,,>=64,,,>=64,,,,>=64,,,,,,,,,,,,,,,,
573.25656,EKP,>=16,,>=8,,,,,,,,,4,>=64,,,,,,>=320,,,>=4,,,,,,,,,,>=16,,,,,,,,,,,,,,,
72407.583,EKP,<=0.25,<=4,<=0.12,>=16,2,16,>=64,,,>=32,>=32,>=16,4,,,,>=32,,>=320,,,2,,32,,,16,,,,>=64,,,,,,,,,,,,,,,,
573.40449,EKP,<=25,<=4,<=12,<=1,<=5,=8/4,>=64,>=8,,,>=32,<=1,<=2,>=64,,,=2,,<=1/19,,<=1,=1,=128,<=1,,,=2,<=25/4,>=64,<=4,>=64,<=25,>=32/16,<=12/4,>=64,=16,=1,=4,,,,,,,,,
573.40421,EKP,<=25,<=4,<=12,>=16,<=5,=16/4,>=64,>=8,,,>=32,>=16,<=2,>=64,,,>=32,,>=16/304,,>=16,>=4,=128,>=64,,,>=64,=16/4,>=64,<=4,>=64,<=25,>=32/16,<=12/4,>=64,>=32,=4,>=8,,,,,,,,,
573.44076,EKP,<=25,<=4,<=12,<=1,=1,<=4/4,>=64,>=8,,,>=32,<=1,<=2,>=64,,,=2,,>=16/304,,>=16,=5,=128,=4,,,=2,<=25/4,>=64,<=4,>=64,<=25,=8/4,<=12/4,>=64,=8,=1,=2,,,,,,,,,
573.40442,EKP,<=25,<=4,<=12,<=1,<=5,<=4/4,<=25,<=25,,,>=32,<=1,<=2,<=25,,,<=12,,=2/38,,>=16,<=25,=128,<=1,,,<=1,<=25/4,<=2,<=4,=2,<=25,=8/4,<=12/4,<=4,<=2,<=12,<=25,,,,,,,,,
72407.523,EKP,<=0.25,<=4,<=0.12,<=1,<=0.5,<=4,>=64,,,>=32,>=32,<=1,<=2,,,,>=32,,>=320,,,0.5,,32,,,16,,,,>=64,,,,,,,,,,,,,,,,
72407.573,EKP,<=0.25,<=4,<=0.12,>=16,2,>=128,>=64,,,>=32,>=32,>=16,8,,,,>=32,,>=320,,,>=4,,>=64,,,>=64,,,,>=64,,,,,,,,,,,,,,,,
573.42891,EKP,>=16,>=64,=1,=8,<=5,>=128/4,>=64,>=8,,,>=32,=4,<=2,>=64,,,>=32,,>=16/304,,=2,<=25,=64,>=64,,,=16,>=32/4,>=64,<=4,>=64,>=16,>=32/16,>=16/4,>=64,=4,<=12,<=25,,,,,,,,,
573.24311,EKP,>=32,>=64,,>=16,,>=128/4,,,,>=32/16,>=32,>=16,>=64,>=64,,,>=64,,=4/76,,>=16,>=4,>=512,>=64,,,,,,,,,,,>=64,,>=8,,,,,,,,,,
573.44057,EKP,<=25,<=4,<=12,>=16,=1,=16/4,>=64,>=8,,,>=32,<=1,<=2,>=64,,,>=32,,>=16/304,,>=16,<=25,=128,=16,,,=32,<=25/4,>=64,<=4,>=64,<=25,>=32/16,<=12/4,>=64,=4,<=12,<=25,,,,,,,,,
573.42925,EKP,<=25,<=4,<=12,<=1,=1,>=128/4,<=25,<=25,,,>=32,<=1,<=2,<=25,,,<=12,,>=16/304,,=4,>=4,=256,<=1,,,<=1,=5/4,>=64,<=4,=16,<=25,>=32/16,=25/4,=16,>=32,=4,>=8,,,,,,,,,
573.5673,EKP,<=0.25,<=4,<=0.5,<=1,<=0.5,<=4,>=64,,,8,>=32,<=1,<=2,,,,8,<=0.5,,,,<=0.25,,16,,,>=64,,,,>=64,,,,,,,,,>=64,,,,,,,
573.41088,EKP,<=25,<=4,<=12,<=1,<=5,<=4/4,<=25,<=25,,,<=2,<=1,<=2,<=25,,,<=12,,<=1/19,,<=1,<=25,=128,<=1,,,<=1,<=25/4,<=2,<=4,=2,=5,<=2/1,<=12/4,<=4,=4,<=12,<=25,,,,,,,,,
573.41147,EKP,<=25,<=4,<=12,<=1,<=5,>=128/4,<=25,<=25,,,>=32,<=1,<=2,<=25,,,<=12,,>=16/304,,>=16,<=25,=256,<=1,,,<=1,<=25/4,=8,<=4,=2,<=25,>=32/16,<=12/4,>=64,<=2,<=12,<=25,,,,,,,,,
573.5803,EKP,<=0.25,<=4,<=0.5,>=16,2,16,>=64,,,16,>=32,>=16,<=2,,,,2,>=16,,,,>=4,,8,,,16,,,,>=64,,,,,,,,,>=64,,,,,,,
573.40392,EKP,<=25,<=4,<=12,<=1,<=5,<=4/4,>=64,>=8,,,>=32,<=1,<=2,>=64,,,>=32,,>=16/304,,<=1,=1,=256,=16,,,=16,<=25/4,>=64,<=4,>=64,<=25,>=32/16,=25/4,>=64,=16,=1,=2,,,,,,,,,
573.41938,EKP,<=25,<=4,<=12,<=1,<=5,<=4/4,<=25,<=25,,,>=32,<=1,<=2,<=25,,,<=12,,<=1/19,,<=1,<=25,=64,<=1,,,<=1,<=25/4,=4,<=4,=4,<=25,=8/4,=25/4,<=4,=4,<=12,<=25,,,,,,,,,
573.44077,EKP,<=25,<=4,<=12,=8,=1,=64/4,>=64,>=8,,,>=32,<=1,<=2,>=64,,,>=32,,>=16/304,,>=16,<=25,=64,=16,,,>=64,=4/4,>=64,<=4,>=64,<=25,>=32/16,<=12/4,>=64,=4,<=12,<=25,,,,,,,,,
573.5793,EKP,<=0.25,<=4,<=0.5,>=16,1,16,>=64,,,16,>=32,>=16,4,,,,>=64,<=0.5,,,,<=0.25,,16,,,>=64,,,,>=64,,,,,,,,,>=64,,,,,,,
573.42919,EKP,<=25,<=4,<=12,=4,=1,<=4/4,>=64,>=8,,,>=32,>=16,<=2,>=64,,,>=32,,>=16/304,,>=16,=5,=128,=4,,,=2,<=25/4,>=64,<=4,>=64,<=25,=16/8,<=12/4,>=64,=16,=1,=2,,,,,,,,,
573.4044,EKP,=4,<=4,>=8,>=16,=2,>=128/4,>=64,>=8,,,>=32,>=16,=8,>=64,,,>=32,,>=16/304,,>=16,>=4,=128,=16,,,=16,=8/4,>=64,<=4,>=64,=2,>=32/16,=25/4,>=64,=16,=1,=2,,,,,,,,,
573.41145,EKP,<=25,<=4,<=12,<=1,<=5,=8/4,<=25,<=25,,,>=32,<=1,<=2,<=25,,,<=12,,<=1/19,,=2,<=25,=128,<=1,,,<=1,<=25/4,=4,<=4,=4,<=25,=8/4,<=12/4,<=4,=8,<=12,=5,,,,,,,,,
573.41978,EKP,<=25,<=4,<=12,<=1,<=5,<=4/4,<=25,<=25,,,>=32,<=1,<=2,<=25,,,<=12,,<=1/19,,<=1,<=25,=128,<=1,,,<=1,<=25/4,<=2,<=4,=2,<=25,=4/2,<=12/4,<=4,=4,<=12,<=25,,,,,,,,,
573.24314,EKP,>=16,>=64,>=8,>=16,,>=128/4,,,,>=32/16,>=32,=8,>=64,=8,,,>=64,,=4/76,,=4,>=4,,>=64,,,,,,,,>=16,,,>=64,,>=8,,,,,,,,,,
72407.595,EKP,<=0.25,<=4,<=0.12,<=1,2,<=4,>=64,,,16,>=32,<=1,<=2,,,,>=32,,>=320,,,1,,32,,,16,,,,>=64,,,,,,,,,,,,,,,,
573.5681,EKP,<=0.25,<=4,<=0.5,8,2,>=128,>=64,,,>=32,>=32,>=16,<=2,,,,>=64,>=16,,,,2,,>=64,,,>=64,,,,>=64,,,,,,,,,>=64,,,,,,,
72407.587,EKP,<=0.25,16,0.25,8,1,>=128,>=64,,,>=32,>=32,>=16,<=2,,,,>=32,,>=320,,,>=4,,>=64,,,>=64,,,,>=64,,,,,,,,,,,,,,,,
573.41937,EKP,<=25,<=4,<=12,<=1,<=5,<=4/4,<=25,<=25,,,=16,<=1,<=2,<=25,,,<=12,,<=1/19,,<=1,<=25,=64,<=1,,,<=1,<=25/4,<=2,<=4,<=1,<=25,=4/2,<=12/4,<=4,=4,<=12,<=25,,,,,,,,,
573.5706,EKP,<=0.25,<=4,<=0.5,8,4,32,4,,,8,>=32,>=16,<=2,,,,<=1,>=16,,,,>=4,,>=64,,,>=64,,,,32,,,,,,,,,>=64,,,,,,,
573.14807,EKP,>=16,,>=8,,,,,,,,,4,>=64,,,,,,>=320,,,>=4,,,,,,,,,,>=16,,,,,,,,,,,,,,,
72407.559,EKP,8,32,2,>=16,2,>=128,>=64,,,>=32,>=32,>=16,>=64,,,,>=32,,>=320,,,0.5,,>=64,,,>=64,,,,>=64,,,,,,,,,,,,,,,,
573.40448,EKP,<=25,<=4,<=12,>=16,=1,=32/4,>=64,>=8,,,>=32,>=16,<=2,>=64,,,>=32,,>=16/304,,>=16,=2,=128,=16,,,=32,=16/4,>=64,<=4,>=64,<=25,>=32/16,=5/4,>=64,=16,=1,=4,,,,,,,,,
72407.499,EKP,<=0.25,8,0.25,>=16,1,>=128,>=64,,,>=32,>=32,2,4,,,,>=32,,>=320,,,>=4,,>=64,,,>=64,,,,>=64,,,,,,,,,,,,,,,,
573.24302,EKP,<=0.25,<=4,<=0.5,=8,,=8/4,,,,=16/8,>=32,<=1,<=2,>=64,,,=4,,<=1/19,,>=16,<=0.25,,=16,,,,,,,,,,,,,<=0.12,,,,,,,,,,
573.40373,EKP,<=25,<=4,<=12,<=1,<=5,<=4/4,<=25,<=25,,,>=32,<=1,<=2,<=25,,,<=12,,<=1/19,,<=1,<=25,=256,<=1,,,<=1,<=25/4,<=2,<=4,<=1,=1,=4/2,<=12/4,<=4,=4,<=12,<=25,,,,,,,,,
1438808.3,EKP,>=16,>=64,>=1,,4,,>=64,,,,>=32,4,>=64,,,,,,>=320,,,>=4,>=512,>=64,,,,,>=64,,,>=16,>=32,,>=8,,>=8,,,,,,,,,,
573.44144,EKP,<=25,<=4,<=12,<=1,<=5,=8/4,<=25,<=25,,,<=2,<=1,<=2,<=25,,,<=12,,<=1/19,,<=1,<=25,=32,<=1,,,<=1,<=25/4,<=2,<=4,<=1,<=25,<=2/1,<=12/4,<=4,<=2,<=12,<=25,,,,,,,,,
573.24281,EKP,<=0.25,<=4,<=0.5,<=1,,=16/4,,,,=16/8,>=32,<=1,<=2,>=64,,,=2,,>=16/304,,>=16,=0.5,=64,=16,,,,,,,,,,,>=64,,=1,,,,,,,,,,
573.5694,EKP,<=0.25,<=4,<=0.5,8,1,<=4,>=64,,,8,>=32,>=16,<=2,,,,<=1,>=16,,,,<=0.25,,8,,,16,,,,>=64,,,,,,,,,>=64,,,,,,,
573.41962,EKP,<=25,<=4,<=12,=8,=1,=64/4,>=64,>=8,,,>=32,<=1,<=2,>=64,,,>=32,,>=16/304,,>=16,<=25,=64,=16,,,>=64,=4/4,>=64,<=4,>=64,<=25,>=32/16,<=12/4,>=64,=4,<=12,<=25,,,,,,,,,
573.5661,EKP,<=0.25,16,<=0.5,8,>=8,16,8,,,16,>=32,>=16,<=2,,,,2,>=16,,,,>=4,,<=1,,,2,,,,>=64,,,,,,,,,>=64,,,,,,,
573.41163,EKP,<=25,<=4,<=12,<=1,=1,<=4/4,<=25,<=25,,,>=32,<=1,<=2,<=25,,,<=12,,>=16/304,,>=16,=1,=128,<=1,,,<=1,<=25/4,<=2,<=4,<=1,<=25,=4/2,<=12/4,<=4,=16,=1,=4,,,,,,,,,
573.5678,EKP,<=0.25,<=4,<=0.5,8,2,>=128,>=64,,,>=32,>=32,>=16,<=2,,,,>=64,>=16,,,,2,,>=64,,,>=64,,,,>=64,,,,,,,,,>=64,,,,,,,
573.42093,EKP,>=16,>=64,>=8,>=16,<=5,>=128/4,>=64,>=8,,,>=32,>=16,>=64,>=64,,,>=32,,>=16/304,,<=1,>=4,=128,>=64,,,>=64,>=32/4,>=64,>=64,>=64,>=16,>=32/16,>=16/4,>=64,>=32,>=8,>=8,,,,,,,,,
573.32131,EKP,<=0.25,<=4,<=0.12,,,,,,,,>=32,<=1,<=2,>=64,=4,,,,,,,<=0.5,=32,=32,,,,,,,,,,,>=64,,,,,,,,<=0.5,<=16,,,
573.41996,EKP,>=16,>=64,>=8,>=16,>=8,>=128/4,>=64,>=8,,,>=32,>=16,>=64,>=64,,,>=32,,>=16/304,,>=16,>=4,>=512,>=64,,,>=64,>=32/4,>=64,=32,>=64,=2,>=32/16,=5/4,>=64,>=32,>=8,>=8,,,,,,,,,
573.44073,EKP,<=25,<=4,<=12,>=16,<=5,=16/4,>=64,>=8,,,>=32,>=16,<=2,>=64,,,>=32,,>=16/304,,>=16,=2,=128,=16,,,=16,<=25/4,>=64,<=4,>=64,<=25,>=32/16,<=12/4,>=64,=16,=1,=2,,,,,,,,,
1438789.3,EKP,<=0.25,,<=0.5,,,,<=1,,,,16,<=1,<=2,,,,,,<=20,,,<=0.25,<=16,,,,,,<=1,,,<=0.25,4,,<=4,,<=0.12,,,,,,,,,,
573.24296,EKP,<=0.25,<=4,<=0.5,>=16,,<=4/4,,,,=4/2,>=32,<=1,=16,>=64,,,<=1,,>=16/304,,<=1,=0.5,<=16,<=1,,,,,,,,,,,>=64,,=1,,,,,,,,,,
573.44067,EKP,>=16,>=64,=1,=8,<=5,>=128/4,>=64,>=8,,,>=32,=4,<=2,>=64,,,>=32,,>=16/304,,=2,<=25,=64,>=64,,,=16,>=32/4,>=64,<=4,>=64,>=16,>=32/16,>=16/4,>=64,=4,<=12,<=25,,,,,,,,,
573.24315,EKP,>=16,,>=8,,,,,,,,,4,>=64,,,,,,>=320,,,>=4,,,,,,,,,,>=16,,,,,,,,,,,,,,,
573.4039,EKP,>=16,=16,>=8,=8,=2,>=128/4,=32,>=8,,,>=32,>=16,<=2,>=64,,,>=32,,>=16/304,,>=16,>=4,=64,=16,,,>=64,>=32/4,>=64,=8,>=64,>=16,>=32/16,=5/4,>=64,>=32,>=8,>=8,,,,,,,,,
72407.544,EKP,<=0.25,<=4,<=0.12,>=16,2,>=128,>=64,,,>=32,>=32,>=16,>=64,,,,>=32,,>=320,,,>=4,,>=64,,,>=64,,,,>=64,,,,,,,,,,,,,,,,
573.44133,EKP,=4,<=4,>=8,>=16,=2,>=128/4,>=64,>=8,,,>=32,>=16,=8,>=64,,,>=32,,>=16/304,,>=16,>=4,=128,=16,,,=16,=8/4,>=64,<=4,>=64,=2,>=32/16,=25/4,>=64,=16,=1,=2,,,,,,,,,
573.41086,EKP,<=25,<=4,<=12,=2,=1,<=4/4,=32,>=8,,,>=32,>=16,<=2,=32,,,>=32,,<=1/19,,>=16,=2,=64,<=1,,,<=1,<=25/4,>=64,<=4,>=64,<=25,>=32/16,<=12/4,>=64,>=32,=4,>=8,,,,,,,,,
573.41098,EKP,<=25,<=4,<=12,<=1,<=5,<=4/4,<=25,<=25,,,>=32,<=1,<=2,<=25,,,<=12,,<=1/19,,<=1,<=25,=128,<=1,,,<=1,<=25/4,<=2,<=4,=2,<=25,=8/4,<=12/4,<=4,=4,<=12,<=25,,,,,,,,,
573.42934,EKP,<=25,<=4,<=12,<=1,<=5,=8/4,<=25,<=25,,,>=32,<=1,<=2,<=25,,,<=12,,<=1/19,,=2,<=25,=128,<=1,,,<=1,<=25/4,=4,<=4,=4,<=25,=8/4,<=12/4,<=4,=8,<=12,=5,,,,,,,,,
573.42906,EKP,<=25,<=4,<=12,>=16,<=5,=16/4,>=64,>=8,,,>=32,>=16,<=2,>=64,,,>=32,,>=16/304,,>=16,=2,=128,=16,,,=16,<=25/4,>=64,<=4,>=64,<=25,>=32/16,<=12/4,>=64,=8,=1,=2,,,,,,,,,
573.44108,EKP,>=16,>=64,>=8,>=16,=2,>=128/4,>=64,>=8,,,>=32,>=16,=32,>=64,,,>=32,,>=16/304,,>=16,>=4,=256,>=64,,,>=64,>=32/4,>=64,>=64,>=64,>=16,>=32/16,>=16/4,>=64,>=32,>=8,>=8,,,,,,,,,
573.44101,EKP,<=25,<=4,<=12,<=1,=1,>=128/4,<=25,<=25,,,>=32,<=1,<=2,<=25,,,<=12,,>=16/304,,=4,>=4,=256,<=1,,,<=1,=5/4,>=64,<=4,=16,<=25,>=32/16,=25/4,=16,>=32,=4,>=8,,,,,,,,,
573.24308,EKP,>=16,>=64,,<=1,,>=128/4,,,,>=32/16,>=32,<=1,<=2,=32,,,=2,,>=16/304,,>=16,>=4,,>=64,,,,,,,,,,,,,>=8,,,,,,,,,,
573.42017,EKP,<=25,<=4,<=12,<=1,=1,<=4/4,<=25,<=25,,,>=32,<=1,<=2,<=25,,,<=12,,>=16/304,,>=16,<=25,=64,<=1,,,<=1,<=25/4,=4,<=4,=4,=5,>=32/16,<=12/4,<=4,=16,=1,=2,,,,,,,,,
573.44052,EKP,<=25,<=4,<=12,<=1,<=5,<=4/4,<=25,<=25,,,=16,<=1,<=2,<=25,,,<=12,,<=1/19,,<=1,<=25,=64,<=1,,,<=1,<=25/4,<=2,<=4,<=1,<=25,=4/2,<=12/4,<=4,=4,<=12,<=25,,,,,,,,,
573.32138,EKP,<=0.25,<=4,<=0.12,,,,,,,,>=32,<=1,<=2,>=64,=4,,,,,,,=1,=64,>=64,,,,,,,,,,,>=64,,,,,,,,<=0.5,<=16,,,
573.42944,EKP,<=25,<=4,<=12,<=1,<=5,=64/4,<=25,<=25,,,>=32,<=1,<=2,<=25,,,<=12,,<=1/19,,>=16,<=25,=128,<=1,,,<=1,<=25/4,=8,<=4,=2,<=25,>=32/16,<=12/4,<=4,=4,<=12,<=25,,,,,,,,,
573.44124,EKP,<=25,<=4,<=12,>=16,=1,=32/4,>=64,>=8,,,>=32,>=16,<=2,>=64,,,>=32,,=2/38,,>=16,=2,=32,>=64,,,>=64,=16/4,>=64,<=4,>=64,=5,>=32/16,<=12/4,>=64,>=32,=1,=2,,,,,,,,,
573.41999,EKP,<=25,<=4,<=12,<=1,<=5,<=4/4,<=25,<=25,,,>=32,<=1,<=2,<=25,,,<=12,,<=1/19,,<=1,<=25,=64,<=1,,,<=1,<=25/4,<=2,<=4,=2,<=25,=8/4,<=12/4,<=4,=4,<=12,<=25,,,,,,,,,
573.4202,EKP,=4,<=4,>=8,>=16,=2,>=128/4,>=64,>=8,,,>=32,>=16,=8,>=64,,,>=32,,>=16/304,,>=16,>=4,=128,=16,,,=16,=8/4,>=64,<=4,>=64,=2,>=32/16,=25/4,>=64,=16,=1,=2,,,,,,,,,
573.41997,EKP,<=25,<=4,<=12,<=1,<=5,=8/4,<=25,<=25,,,>=32,<=1,<=2,<=25,,,<=12,,<=1/19,,=2,<=25,=128,<=1,,,<=1,<=25/4,=4,<=4,=4,<=25,=8/4,<=12/4,<=4,=8,<=12,=5,,,,,,,,,
573.27327,EKP,>=16,,>=8,,,,,,,,,4,>=64,,,,,,>=320,,,>=4,,,,,,,,,,>=16,,,,,,,,,,,,,,,
573.40406,EKP,<=25,<=4,<=12,=8,>=8,=32/4,>=64,>=8,,,>=32,>=16,<=2,>=64,,,>=32,,>=16/304,,>=16,=2,<=16,=16,,,>=64,=1/4,>=64,<=4,>=64,<=25,>=32/16,=5/4,>=64,>=32,=1,=4,,,,,,,,,
573.42932,EKP,>=16,>=64,>=8,>=16,=2,>=128/4,>=64,>=8,,,>=32,>=16,=32,>=64,,,>=32,,>=16/304,,>=16,>=4,=256,>=64,,,>=64,>=32/4,>=64,>=64,>=64,>=16,>=32/16,>=16/4,>=64,>=32,>=8,>=8,,,,,,,,,
573.5692,EKP,<=0.25,<=4,<=0.5,8,2,>=128,>=64,,,>=32,>=32,<=1,<=2,,,,16,>=16,,,,>=4,,>=64,,,>=64,,,,>=64,,,,,,,,,>=64,,,,,,,
