Sample_ID_IfH,Organism_Code,imipenem,amikacin,tetracycline,gentamicin,cefepime,meropenem,levofloxacin,trimethoprim/sulfamethoxazole,ertapenem,aztreonam,ciprofloxacin,piperacillin/tazobactam,tobramycin,cefoxitin,colistin,cefotaxime,cefalotin,cefuroxime,ampicillin,amoxicillin/clavulanic acid,ceftazidime,tigecycline,fosfomycin,ceftazidime/avibactam,chloramphenicol,cefotetan,cefpodoxime,ceftazidime/clavulanic acid,minocycline,cefmetazole,ceftriaxone,cefoperazone/sulbactam,doripenem,cefozopran,ampicillin/sulbactam,piperacillin,imipenem/relebactam,cefepime_taniborbactam,ceftolozane/tazobactam,ceftaroline,cefazolin,polymyxin B,trimethoprim_sulfamethoxazole,piperacillin_tazobactam,extended spectrum beta lactamase,cefotaxime/clavulanic acid,doxycycline,nitrofurantoin,cephalothin,ofloxacin,kanamycin,nalidixic acid,carbenicillin,penicillin,streptomycin,erythromycin,neomycin,spectinomycin,rifampin,cefiderocol,ticarcillin/clavulanic acid,trimethoprim_sulfonamide,amoxicillin,aminogycosides,fluoroquinolones,beta-lactam,trimotheprim,cefoperazone,florfenicol,sulfamethoxazole,ceftriaxone/cefpodoxime
573.66536,EKP,,,,,>=32,>=16,,,,,,,,,,>=64,,>=64,>=32,>=32,>=64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
573.31619,EKP,>16,>64,,4,,>16,,,,,>4,>=128,,>=64,>16,>=64,,,>=32,>=32,>=64,4,128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,>320,,,,,,,,,
573.66402,EKP,,,,<=1,,>=16,,,>=8,>=64,,,,>=64,,>=64,,>=64,>=32,>=32,>=64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
573.66417,EKP,,,,,,>=16,,,>=8,,>=4,,,>=64,,>=64,,>=64,>=32,>=32,>=64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
573.66475,EKP,,,,,,>=16,,,,>=64,>=4,,,>=64,,>=64,,>=64,>=32,>=32,>=64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72407.2867,EKP,,<=4,,,2,<=0.5,,>2/38,,,1,,4,,<=1,32,,>32,,,>16,1,<=4,,>16,16,64,32,>8,>32,16,16/8,<=0.5,2,>32/16,>64,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,
1328405.3,EKP,,,,<=1,,32,,>8,,,2,64,<=1,,,,,>32,,,>32,,,,,,,,,,,,,,>16,,,,,,>32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
573.29997,EKP,,,,<=1,,64,,>4/76,>1,,>2,,,,<=1,,,,,,,0.5,,<=1/4,>16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
573.29963,EKP,8,,,<=1,,,,,>1,,>2,,,,<=1,,,,,,,0.5,,<=1/4,<=8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
573.66279,EKP,,<=2,,<=1,,,,,,,>=4,,,,,>=64,>=64,>=64,>=32,>=32,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
573.29894,EKP,,,,>4,,,,>4/76,>1,,>2,,,,<=1,,,,,,,0.5,<=4,<=1/4,<=8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
573.66334,EKP,,,,>=16,>=64,>=16,,,,,>=4,,,,,>=64,>=64,>=64,>=32,>=32,>=64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
573.4061,EKP,0.12,,256,64,,,,,,,128,512,,32,,512,,256,,16,512,2,,,,,,,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,512.0,,,,,,,,
1284810.3,EKP,>8,32,,<=1,>16,>8,>8,>4/76,>4,>16,>2,>64/4,>8,,<=0.25,>32,,,,,>16,0.5,,,,,,,8,,,,>2,,,,,,,,,0.5,,,,,4,,,,,,,,,,,,,,>128/2,,,,,,,,,,
573.66557,EKP,,4,,,,>=16,,,,,>=4,,,,,>=64,,>=64,>=32,>=32,>=64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1284794.4,EKP,4,16,,>8,8,8,>8,>4/76,4,>16,>2,>64/4,>8,,<=0.25,32,,,,,>16,0.5,,,,,,,8,,,,2,,,,,,,,,0.5,,,,,8,,,,,,,,,,,,,,>128/2,,,,,,,,,,
573.66241,EKP,,<=2,,<=1,,,,,<=0.12,,,,,<=4,,16,,4,>=32,8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
573.29877,EKP,,16,,2,,128,,,,,>2,,,,>8,,,,,,,0.5,,<=1/4,>16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
573.4125,EKP,,,,,,,,,,,,32,,,,1,,64,,4,1,4,,,,,,,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,128.0,,,,,,,,
573.65955,EKP,,,,>8,<=1,<=0.5,,,,>16,,8,>8,,<=1,64,,>32,,,>16,1,<=4,,>16,>32,>64,>32,>8,>32,16,16/8,<=0.5,8,>32/16,>64,,,,,,,,,,32,,,,,,,,,,,,,,,,,,,,,,,,,
1284824.3,EKP,>8,8,,>8,>16,>8,>8,2/38,>4,>16,>2,>64/4,>8,,<=0.25,>32,,,,,>16,<=0.25,,,,,,,<=2,,,,>2,,,,,,,,,1,,,,,4,,,,,,,,,,,,,,>128/2,,,,,,,,,,
72407.211,EKP,>8,,,,>16,>8,,>4/76,,,,,>8,,>4,>32,,,,,>16,4,,,,,,,>16,,,,>2,,,,,,,,,>4,,,,,>16,,,,,,,,,,,,,,>128/2,,,,,,,,,,
1284823.3,EKP,>8,16,,8,>16,>8,>8,>4/76,>4,>16,>2,>64/4,>8,,<=0.25,>32,,,,,>16,0.5,,,,,,,4,,,,>2,,,,,,,,,0.5,,,,,4,,,,,,,,,,,,,,>128/2,,,,,,,,,,
573.7056,EKP,1,,16,16,,,,,,,0.25,512,,128,,0.5,,64,,64,1,2,,,,,,,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,512.0,,,,,,,,
573.66441,EKP,,,,,,,,,,,>=4,,,>=64,,>=64,,>=64,>=32,>=32,>=64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
573.66464,EKP,,<=2,,,,,,,>=8,,,,,,,>=64,,>=64,>=32,>=32,>=64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
573.24399,EKP,,=32,<=4,,,,,>8/152,,,>8,>128/4,,,=0.25,>64,,,>32,>32/16,>128,<0.5,,,,,,=64/4,,,>32,,>8,,,,,,,,>8,=0.5,,,,=32/4,,,,,,,,,,,,,,,,,,,,,,,,,
72407.2815,EKP,,,,<=1,<=1,<=0.5,,,,<=1,,,,,<=1,<=0.5,,<=2,,,<=1,1,<=4,,<=8,<=1,<=0.5,<=0.12,2,<=0.5,<=0.5,<=8/4,<=0.5,<=1,<=4/2,>64,,,,,,,,,,<=0.12,,,,,,,,,,,,,,,,,,,,,,,,,
573.66432,EKP,,32,,>=16,,,,,>=8,>=64,,,,>=64,,>=64,>=64,>=64,>=32,>=32,>=64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
573.24438,EKP,,=32,<=4,<1,,,,>8/152,>8,>64,,>128/4,,,=4,>64,,,>32,>32/16,>128,<1,,,,,,=64/4,,,>32,,>8,,,,,,,,>8,=4,,,,=16/4,,,,,,,,,,,,,,,,,,,,,,,,,
573.66529,EKP,,,,,>=32,>=16,,,>=8,,,,,,,>=64,,>=64,>=32,>=32,>=64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
573.46407,EKP,,,,,,,,,,,>64,,,128,,>256,,,,,32,1,,,,,,,4,,>256,,,,,>256,,,,,,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,256,,,
72407.2542,EKP,<=0.5,,,,16,<=0.5,,,,8,<=0.25,,,,<=1,>128,,<=2,,,<=1,1,>16,,<=8,<=1,>64,<=0.12,8,<=0.5,>64,16/8,<=0.5,>16,32/16,>64,,,,,,,,,,<=0.12,,,,,,,,,,,,,,,,,,,,,,,,,
573.66359,EKP,,,,>=16,,,,,>=8,,>=4,,,,,>=64,,>=64,>=32,>=32,>=64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
573.24341,EKP,>64,<1,,,>32,>8,,,>8,>64,>8,>128/4,<0.5,>=32,=0.5,>64,,,>32,>32/16,>128,<=2,,,,,,=64/4,,,>32,,>8,,,,,,,,>8,=0.5,,,,=32/4,,,,,,,,,,,,,,,,,,,,,,,,,
573.24405,EKP,>8,=32,,,>32,,,,,>64,,,>16,>=32,=0.25,>64,,,>32,>32/16,>128,<0.5,,,,,,=64/4,,,>32,,>=4,,,,,,,,>8,=0.5,,,,=8/4,,,,,,,,,,,,,,,,,,,,,,,,,
573.66505,EKP,,,,,>=32,>=16,,,>=8,,,,,>=64,,>=64,,>=64,>=32,>=32,>=64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
573.29916,EKP,>8,,,>4,,128,,,,,,,,,>8,,,,,,,1,,4/4,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
573.46849,EKP,,>32,,>8,>16,=64,>8,>8/152,,,,>128/4,,,<=0.5,,,,,>64/2,>64,=0.5,<=8,>32,,,,,,,>4,,,,,,,,>64/4,,,,,,,,,>64,,,,,,,,,,,,1.0,,,,,,,,,,,
573.29872,EKP,>8,16,,2,,128,,<=1/19,,,>2,,,,<=1,,,,,,,<=0,>128,<=1/4,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
573.4218,EKP,0.5,,,0.5,,,,,,,,16,,4,,0.059999999,,256,,8,2,2,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,512.0,,,,,,,,
72407.2392,EKP,<=0.5,,,,,,2,>2/38,,,,<=4,,,<=1,>128,,<=2,,,8,1,16,,<=8,<=1,>64,<=0.12,<=1,1,>64,<=8/4,<=0.5,>16,16/8,<=4,,,,,,,,,,<=0.12,,,,,,,,,,,,,,,,,,,,,,,,,
573.7068,EKP,0.25,,8,64,,,,,,,256,32,,64,,128,,256,,16,32,2,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,512.0,,,,,,,,
573.4081,EKP,0.12,,8,0.5,,,,,,,8,32,,16,,0.25,,32,,4,1,2,,,,,,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,128.0,,,,,,,,
1284816.3,EKP,>8,32,,2,>16,>8,>8,>4/76,>4,>16,>2,>64/4,>8,,>4,>32,,,,,>16,0.5,,,,,,,4,,,,>2,,,,,,,,,>4,,,,,4,,,,,,,,,,,,,,>128/2,,,,,,,,,,
72407.2811,EKP,,,,,>16,,<=0.5,<=1/19,,,,,,,<=1,4,,>32,,,>16,1,16,,<=8,32,32,>32,<=1,32,8,>32/16,4,>16,>32/16,>64,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,
574.84,EKP,,<=4,,<=1,,,8,>2/38,,4,,,2,,<=1,64,,>32,,,>16,1,16,,>16,>32,>64,>32,>8,>32,>64,>32/16,2,16,>32/16,>64,,,,,,,,,,16,,,,,,,,,,,,,,,,,,,,,,,,,
573.24402,EKP,,,=8,>16,,>8,,,>8,,,,>=16,>=32,=1,>64,,,>32,>32/16,>128,<0.5,,,,,,=64/4,,,>32,,>8,,,,,,,,>8,=1,,,,=32/4,,,,,,,,,,,,,,,,,,,,,,,,,
72407.2861,EKP,<=0.5,<=4,,>8,>16,,1,,,,,<=4,8,,<=1,>128,,<=2,,,<=1,1,16,,<=8,<=1,>64,<=0.12,2,1,>64,16/8,<=0.5,>16,32/16,>64,,,,,,,,,,<=0.12,,,,,,,,,,,,,,,,,,,,,,,,,
72407.2393,EKP,,,,,>16,,8,>2/38,,>16,,<=4,,,<=1,>128,,<=2,,,>16,1,<=4,,<=8,<=1,>64,<=0.12,2,1,>64,16/8,<=0.5,>16,32/16,>64,,,,,,,,,,<=0.12,,,,,,,,,,,,,,,,,,,,,,,,,
573.4094,EKP,0.5,,4,0.5,,,,,,,2,16,,8,,0.25,,16,,4,1,0.5,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,512.0,,,,,,,,
573.24443,EKP,,,<=4,=8,,,>8,>8/152,>8,,,,,>=32,=0.25,>64,,,>32,>32/16,>128,<0.5,,,,,,=64/4,,,>32,,=2,,,,,,,,>8,=0.5,,,,=8/4,,,,,,,,,,,,,,,,,,,,,,,,,
573.66537,EKP,,,,>=16,>=32,>=16,,,,16,>=4,,,,,>=64,,>=64,>=32,>=32,>=64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
573.66455,EKP,,,,<=1,,,,,<=0.12,,,,,,,>=64,,>=64,>=32,16,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
573.66026,EKP,<=0.5,,,>8,>16,<=0.5,>8,,,,,,,,>8,>128,,>32,,,>16,1,16,,>16,4,>64,2,>8,>32,>64,>32/16,<=0.5,>16,>32/16,>64,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
573.29928,EKP,>8,16,,,,128,,>4/76,>1,,>2,,,,<=1,,,,,,,1,,<=1/4,>16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
573.4131,EKP,,,,128,,,,,,,,128,,256,,512,,256,,64,256,0.5,,,,,,,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,512.0,,,,,,,,
573.66548,EKP,,,,,>=32,,,,>=8,>=64,,,,>=64,,>=64,,>=64,>=32,>=32,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
573.66403,EKP,,,,,>=32,>=16,,,>=8,>=64,>=4,,,>=64,,>=64,,>=64,>=32,>=32,>=64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
573.4205,EKP,0.25,,256,64,,,,,,,0.12,64,,4,,512,,256,,16,64,4,,,,,,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,512.0,,,,,,,,
72407.2358,EKP,,<=4,,,>16,,,,,16,,<=4,8,,<=1,>128,,<=2,,,8,1,16,,<=8,<=1,>64,<=0.12,2,1,>64,<=8/4,<=0.5,>16,16/8,>64,,,,,,,,,,<=0.12,,,,,,,,,,,,,,,,,,,,,,,,,
573.4051,EKP,0.5,,16,0.5,,,,,,,0.25,16,,64,,,,64,,4,1,8,,,,,,,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,256.0,,,,,,,,
573.66547,EKP,,,,<=1,,>=16,,,>=8,>=64,,,,,,>=64,,>=64,>=32,>=32,>=64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
573.66376,EKP,,<=2,,,>=32,>=16,,,,,,,,,,>=64,,>=64,>=32,>=32,>=64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
573.66069,EKP,,,,,,4,,,,,<=0.25,<=4,,,<=1,32,,>32,,,>16,1,>16,,<=8,>32,>64,>32,2,>32,32,>32/16,1,8,32/16,8,,,,,,,,,,16,,,,,,,,,,,,,,,,,,,,,,,,,
573.4053,EKP,0.5,,8,1,,,,,,,16,8,,16,,,,16,,8,0.5,4,,,,,,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,512.0,,,,,,,,
573.29971,EKP,8,,,>4,,,,,>1,,>2,,,,<=1,,,,,,,1,16,<=1/4,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
573.4163,EKP,0.059999999,,32,0.25,,,,,,,0.25,16,,32,,0.5,,32,,4,1,4,,,,,,,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,128.0,,,,,,,,
573.7076,EKP,0.12,,256,128,,,,,,,128,32,,32,,512,,256,,16,256,4,,,,,,,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,512.0,,,,,,,,
574.86,EKP,<=0.5,,,>8,,<=0.5,,,,,,,,,<=1,>128,,<=2,,,4,1,<=4,,<=8,<=1,>64,<=0.12,4,<=0.5,>64,<=8/4,<=0.5,>16,32/16,>64,,,,,,,,,,<=0.12,,,,,,,,,,,,,,,,,,,,,,,,,
72407.2682,EKP,<=0.5,<=4,,,2,,,,,,1,<=4,,,<=1,16,,<=2,,,2,1,<=4,,<=8,<=1,32,<=0.12,4,<=0.5,16,16/8,<=0.5,8,32/16,>64,,,,,,,,,,<=0.12,,,,,,,,,,,,,,,,,,,,,,,,,
573.4084,EKP,0.5,,2,128,,,,,,,16,8,,16,,512,,256,,16,32,0.5,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,512.0,,,,,,,,
573.4068,EKP,0.12,,256,128,,,,,,,512,512,,8,,256,,256,,16,512,0.5,,,,,,,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,512.0,,,,,,,,
573.46841,EKP,,,,,>16,,,>8/152,,,,>128/4,,,<=0.5,,,,,>64/2,>64,=0.5,<=8,>32,,,,,,,>4,,,,,,,,>64/4,,,,,,,,,>64,,,,,,,,,,,,1.0,,,,,,,,,,,
573.46337,EKP,,>256,,,256,>32,32,,,,32,,,,,>256,,,,,>256,0.5,>256,,,,,,2,,>256,,,,,>256,,,,,,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,>256,,,
573.66526,EKP,,<=2,,<=1,>=32,,,,,<=1,>=4,,,,,>=64,,>=64,>=32,>=32,>=64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
573.52167,EKP,,,,,,=4,,,>8,,,>128/4,,,=0.5,>64,,,>32,>32/16,=128,=4,,,>16,,,=8/4,>16,,>32,,=4,,>32/16,,,,,,>8,=0.5,,,,>32/4,,,,,,,,,,,,,,,,,,,,,,,,,
573.66412,EKP,,<=2,,<=1,>=32,>=16,,,,,,,,>=64,,>=64,,>=64,>=32,>=32,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
573.24338,EKP,,<1,=8,>=16,,,,,>8,>64,>8,,,>=32,=8,>64,,,>32,>32/16,>128,<=2,,,,,,=64/4,,,>32,,>8,,,,,,,,>8,=8,,,,=32/4,,,,,,,,,,,,,,,,,,,,,,,,,
573.46832,EKP,,,,,>16,=64,,>8/152,>2,,,>128/4,,,<=0.5,,,,,>64/2,>64,=0.5,32,>32,,,,,,,>4,,,,,,,,>64/4,,,,,,,,,>64,,,,,,,,,,,,0.5,,,,,,,,,,,
573.66525,EKP,,<=2,,>=16,>=32,,,,,>=64,>=4,,,,,>=64,,>=64,>=32,>=32,>=64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
573.4175,EKP,0.25,,8,0.5,,,,,,,0.5,16,,32,,0.12,,32,,4,0.25,2,,,,,,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.0,,,,,,,,
573.24386,EKP,,,,,<0.5,<0.12,,,,,,<8/4,=8,,=1,>=4,,,>32,<2/4,>64,<1,,,,,,=0.5/4,,,>=4,,<0.12,,,,,,,,>8,=1,,,,=0.25/4,,,,,,,,,,,,,,,,,,,,,,,,,
573.67359,EKP,0.5,,,>16,,,,,,,,>128,,,,,,,,,,,,4,,,,,,,,,,,,,0.5,8.0,>32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
573.7222,EKP,,<=4,,<=1,>16,>8,,>2/38,>4,>16,>2,>64/4,<=1,>16,0.19,,,,,,>16,<=1,,,,,,,,,>32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
573.4219,EKP,0.059999999,,,0.5,,,,,,,0.25,16,,64,,0.25,,64,,16,0.5,16,,,,,,,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,512.0,,,,,,,,
72407.2352,EKP,,,,,,<=0.5,<=0.5,<=1/19,,<=1,<=0.25,,<=1,,<=1,<=0.5,,<=2,,,<=1,1,<=4,,<=8,<=1,<=0.5,<=0.12,2,<=0.5,<=0.5,<=8/4,<=0.5,<=1,<=4/2,>64,,,,,,,,,,<=0.12,,,,,,,,,,,,,,,,,,,,,,,,,
573.66369,EKP,,<=2,,<=1,,,,,>=8,<=1,>=4,,,>=64,,>=64,,>=64,>=32,>=32,>=64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
573.1922,EKP,,<=4,,<=1,>16,>8,,>2/38,>4,>16,2,>64/4,<=1,>16,0.19,,,,,,>16,<=1,,,,,,,,,>32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
573.46412,EKP,0.125,,,,16,0.25,,,,,>64,,,256,,32,,,,,2,4,>256,,,,,,8,,64,,,,,16,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,64,,,
72407.2309,EKP,,<=4,,<=1,>16,<=0.5,,,,,2,<=4,8,,<=1,>128,,4,,,16,2,<=4,,>16,<=1,>64,,8,2,>64,32/16,<=0.5,>16,>32/16,>64,,,,,,,,,,<=0.12,,,,,,,,,,,,,,,,,,,,,,,,,
573.66458,EKP,,,,<=1,2,<=0.25,,,<=0.12,2,1,,,<=4,,>=64,,>=64,>=32,16,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
573.4137,EKP,0.25,,,16,,,,,,,,8,,,,256,,256,,8,16,0.5,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,512.0,,,,,,,,
574.107,EKP,,<=4,,<=1,,,,>2/38,,>16,,32,,,<=1,>128,,<=2,,,16,1,<=4,,<=8,<=1,>64,<=0.12,4,<=0.5,>64,32/16,<=0.5,>16,>32/16,64,,,,,,,,,,<=0.12,,,,,,,,,,,,,,,,,,,,,,,,,
72407.2782,EKP,,<=4,,,>16,,2,>2/38,,,2,,4,,<=1,>128,,32,,,4,2,16,,16,<=1,>64,1,>8,16,>64,>32/16,<=0.5,>16,>32/16,>64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
573.4158,EKP,0.25,,256,8,,,,,,,128,4,,8,,32,,256,,8,32,1,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,512.0,,,,,,,,
573.24409,EKP,>64,,=8,,,>8,>8,,,>64,>8,>128/4,,>=32,=0.5,>128,,,>32,>=32/16,>128,<1,,,,,,=64/4,,,>32,,>8,,,,,,,,>8,=1,,,,=64/4,,,,,,,,,,,,,,,,,,,,,,,,,
72407.2566,EKP,2,,,>8,,,,>2/38,,,,,,,<=1,16,,>32,,,>16,<=0.25,16,,<=8,>32,>64,>32,<=1,>32,32,>32/16,2,>16,>32/16,>64,,,,,,,,,,16,,,,,,,,,,,,,,,,,,,,,,,,,
573.4168,EKP,0.12,,8,0.25,,,,,,,4,8,,16,,0.25,,16,,8,0.5,2,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,512.0,,,,,,,,
573.46846,EKP,,>32,,,>16,=64,,>8/152,>2,>32,,,,,<=0.5,,,,,>64/2,>64,=0.5,32,>32,,,,,,,>4,,,,,,,,>64/4,,,,,,,,,>64,,,,,,,,,,,,1.0,,,,,,,,,,,
1328394.3,EKP,<=1,<=2,,<=1,,<=0.25,1,>=320,<=0.25,,<=0.25,,,<=4,,<=1,,,>=32,,<=1,4,,,,,,,,,,,,,16,,,,,,<=2,,,,,,,64,<=1,,,,,,,,,,,,,,,,,,,,,,
72407.205,EKP,,,,>8,>16,,,,,,,,>8,,>4,>32,,,,,>16,4,,,,,,,8,,,,>2,,,,,,,,,>4,,,,,16,,,,,,,,,,,,,,>128/2,,,,,,,,,,
573.66011,EKP,,,,>8,4,,,,,,1,,8,,<=1,128,,<=2,,,<=1,1,16,,<=8,<=1,>64,<=0.12,4,<=0.5,>64,<=8/4,<=0.5,>16,32/16,>64,,,,,,,,,,<=0.12,,,,,,,,,,,,,,,,,,,,,,,,,
1328424.3,EKP,,,>8,<=1,,32,,,,,>2,>64,8,,>=4,,,,,,>16,<=1,,,,,,,,,,,,,>16,,,,,,>16,,,,,,,>64,,,,,,,,,,,,,,,,,,,,,,,
573.66565,EKP,,,,,,,,,>=8,16,,,,>=64,,>=64,,>=64,>=32,>=32,>=64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
573.24452,EKP,>16,,,<2,,>8,,,,>64,>8,>128/4,>16,,=8,>64,,,>32,>32/16,>128,<=2,,,,,,=64/4,,,>32,,>8,,,,,,,,>8,=8,,,,=32/4,,,,,,,,,,,,,,,,,,,,,,,,,
573.66477,EKP,,,,,,>=16,,,>=8,,,,,,,32,,>=64,>=32,>=32,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1328419.3,EKP,,,,<=1,<=1,<=.25,,<=1,,,<=.25,,<=1,,,,,,,,<=1,,,,,,,,,,<=1,,,,4,,,,,,<=4,,,,,,,64,,,,,,,,,,,,,,,,,,,,,,,
72407.2827,EKP,<=0.5,<=4,,>8,,<=0.5,,>2/38,,,4,,>8,,<=1,>128,,4,,,>16,1,16,,<=8,<=1,>64,,4,2,>64,<=8/4,<=0.5,>16,32/16,>64,,,,,,,,,,<=0.12,,,,,,,,,,,,,,,,,,,,,,,,,
574.99,EKP,,,,>8,16,2,<=0.5,>2/38,,<=1,,>64,8,,<=1,32,,>32,,,>16,<=0.25,>16,,<=8,>32,>64,>32,<=1,>32,64,>32/16,2,16,>32/16,>64,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,
573.66474,EKP,,,,,,>=16,,,>=8,>=64,>=4,,,8,,32,,>=64,>=32,>=32,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
573.29962,EKP,,,,>4,,,,>4/76,>1,,>2,,,,>8,,,,,,,0.5,,2/4,<=8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1284813.3,EKP,>8,32,,8,>16,>8,>8,>4/76,>4,>16,>2,>64/4,>8,,<=0.25,>32,,,,,>16,1,,,,,,,8,,,,>2,,,,,,,,,0.5,,,,,8,,,,,,,,,,,,,,>128/2,,,,,,,,,,
573.29876,EKP,8,<=4,,,,16,,>4/76,,,,,,,>8,,,,,,,1,<=4,<=1/4,<=8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72407.2654,EKP,,<=4,,,8,2,<=0.5,,,16,,,,,<=1,128,,>32,,,16,1,<=4,,<=8,>32,>64,16,8,>32,>64,>32/16,1,>16,>32/16,>64,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,
