,Organism_Code,Antibiotic,Test_Count_NA,Test_Count_S,Test_Count_I,Test_Count_R,Train_Count_NA,Train_Count_S,Train_Count_I,Train_Count_R
0,EKP,Amikacin_AB,45.0,141.0,0,54.0,218.0,694.0,0,288.0
1,EKP,Amoxicillin-clavulanic acid_AB,182.0,4.0,0,54.0,943.0,28.0,0,229.0
2,EKP,Ampicillin-sulbactam_AB,76.0,22.0,0,142.0,353.0,114.0,0,733.0
3,EKP,Ampicillin_AB,61.0,3.0,0,176.0,301.0,13.0,0,886.0
4,EKP,Aztreonam_AB,68.0,39.0,0,133.0,317.0,193.0,0,690.0
5,EKP,Cefazolin_AB,91.0,23.0,0,126.0,446.0,112.0,0,642.0
6,EKP,Cefepime_AB,64.0,38.0,0,138.0,294.0,205.0,0,701.0
7,EKP,Cefotaxime_AB,96.0,9.0,0,135.0,507.0,49.0,0,644.0
8,EKP,Cefpodoxime_AB,159.0,3.0,0,78.0,807.0,10.0,0,383.0
9,EKP,Ceftazidime-avibactam_AB,180.0,22.0,0,38.0,913.0,103.0,0,184.0
10,EKP,Ceftazidime_AB,14.0,47.0,0,179.0,79.0,227.0,0,894.0
11,EKP,Ceftolozane-tazobactam_AB,184.0,2.0,0,54.0,936.0,17.0,0,247.0
12,EKP,Ceftriaxone_AB,58.0,9.0,0,173.0,296.0,58.0,0,846.0
13,EKP,Cefuroxime_AB,57.0,36.0,0,147.0,258.0,197.0,0,745.0
14,EKP,Ciprofloxacin_AB,40.0,23.0,0,177.0,167.0,107.0,0,926.0
15,EKP,Colistin_AB,181.0,53.0,0,6.0,927.0,234.0,0,39.0
16,EKP,Doripenem_AB,190.0,36.0,0,14.0,982.0,171.0,0,47.0
17,EKP,Ertapenem_AB,138.0,24.0,0,78.0,715.0,101.0,0,384.0
18,EKP,Gentamicin_AB,39.0,92.0,0,109.0,177.0,485.0,0,538.0
19,EKP,Imipenem_AB,61.0,96.0,0,83.0,316.0,490.0,0,394.0
20,EKP,Levofloxacin_AB,79.0,45.0,0,116.0,388.0,230.0,0,582.0
21,EKP,Meropenem_AB,36.0,138.0,0,66.0,201.0,663.0,0,336.0
22,EKP,Piperacillin-tazobactam_AB,55.0,57.0,0,128.0,278.0,259.0,0,663.0
23,EKP,Piperacillin_AB,206.0,4.0,0,30.0,1036.0,11.0,0,153.0
24,EKP,Tigecycline_AB,104.0,19.0,0,117.0,548.0,90.0,0,562.0
25,EKP,Tobramycin_AB,67.0,56.0,0,117.0,343.0,298.0,0,559.0
26,EKP,Trimethoprim-sulfamethoxazole_AB,61.0,7.0,0,172.0,282.0,81.0,0,837.0
27,EKP,Trimethoprim_AB,232.0,3.0,0,5.0,1166.0,10.0,0,24.0
