,Organism_Code,Antibiotic,Test_Count_NA,Test_Count_S,Test_Count_I,Test_Count_R,Train_Count_NA,Train_Count_S,Train_Count_I,Train_Count_R
0,EKP,Amikacin_AB,49.0,135.0,0,56.0,233.0,698.0,0,269.0
1,EKP,Amoxicillin-clavulanic acid_AB,182.0,12.0,0,46.0,933.0,38.0,0,229.0
2,EKP,Ampicillin-sulbactam_AB,87.0,20.0,0,133.0,373.0,111.0,0,716.0
3,EKP,Ampicillin_AB,68.0,2.0,0,170.0,306.0,9.0,0,885.0
4,EKP,Aztreonam_AB,76.0,36.0,0,128.0,341.0,196.0,0,663.0
5,EKP,Cefazolin_AB,104.0,22.0,0,114.0,475.0,106.0,0,619.0
6,EKP,Cefepime_AB,80.0,30.0,0,130.0,311.0,196.0,0,693.0
7,EKP,Cefotaxime_AB,98.0,15.0,0,127.0,509.0,51.0,0,640.0
8,EKP,Cefpodoxime_AB,167.0,3.0,0,70.0,820.0,10.0,0,370.0
9,EKP,Ceftazidime-avibactam_AB,179.0,28.0,0,33.0,928.0,103.0,0,169.0
10,EKP,Ceftazidime_AB,19.0,45.0,0,176.0,75.0,235.0,0,890.0
11,EKP,Ceftolozane-tazobactam_AB,189.0,5.0,0,46.0,958.0,18.0,0,224.0
12,EKP,Ceftriaxone_AB,72.0,11.0,0,157.0,317.0,59.0,0,824.0
13,EKP,Cefuroxime_AB,51.0,33.0,0,156.0,243.0,199.0,0,758.0
14,EKP,Ciprofloxacin_AB,32.0,20.0,0,188.0,162.0,116.0,0,922.0
15,EKP,Colistin_AB,190.0,43.0,0,7.0,932.0,234.0,0,34.0
16,EKP,Doripenem_AB,204.0,30.0,0,6.0,994.0,169.0,0,37.0
17,EKP,Ertapenem_AB,137.0,25.0,0,78.0,710.0,119.0,0,371.0
18,EKP,Gentamicin_AB,36.0,109.0,0,95.0,167.0,507.0,0,526.0
19,EKP,Imipenem_AB,64.0,101.0,0,75.0,320.0,482.0,0,398.0
20,EKP,Levofloxacin_AB,87.0,39.0,0,114.0,406.0,230.0,0,564.0
21,EKP,Meropenem_AB,45.0,123.0,0,72.0,189.0,663.0,0,348.0
22,EKP,Piperacillin-tazobactam_AB,65.0,48.0,0,127.0,293.0,252.0,0,655.0
23,EKP,Piperacillin_AB,209.0,1.0,0,30.0,1032.0,12.0,0,156.0
24,EKP,Tigecycline_AB,104.0,20.0,0,116.0,542.0,91.0,0,567.0
25,EKP,Tobramycin_AB,86.0,44.0,0,110.0,358.0,301.0,0,541.0
26,EKP,Trimethoprim-sulfamethoxazole_AB,71.0,16.0,0,153.0,307.0,86.0,0,807.0
27,EKP,Trimethoprim_AB,230.0,5.0,0,5.0,1159.0,14.0,0,27.0
