,Meropenem_AB,Ertapenem_AB,Tobramycin_AB,Tigecycline_AB,Piperacillin-tazobactam_AB,Cefotaxime_AB,Cefpodoxime_AB,Amoxicillin-clavulanic acid_AB,Ampicillin_AB,Gentamicin_AB,Amikacin_AB,Ceftriaxone_AB,Cefepime_AB,Trimethoprim_AB,Trimethoprim-sulfamethoxazole_AB,Ciprofloxacin_AB,Ceftazidime_AB,Aztreonam_AB,Ceftolozane-tazobactam_AB,Cefuroxime_AB,Imipenem_AB,Ampicillin-sulbactam_AB,Ceftazidime-avibactam_AB,Cefazolin_AB,Levofloxacin_AB,Piperacillin_AB,Colistin_AB,Doripenem_AB,Organism_Code
Doripenem_AB,0.014285797847452953,0.004765873462138316,0.007686617868825713,0.0218230428620615,0.026057771496322726,0.007177389444503484,0.031861199651499125,0.08515794983812011,0.20717482649519064,0.015770663507089444,0.007109897788810642,0.032973583349893726,0.03841361002183773,0.0,0.0022565161980781,0.007674899938949003,0.018666619905239906,0.0149208026220948,0.0,0.051780574948631974,0.0043393322076079755,0.009776735975892747,0.0,0.20629223968698257,0.008350651299380398,0.0702070609925127,0.02502283321681349,0.0804535093740701,0.0
Ertapenem_AB,0.053965687514198495,0.32487683840642656,0.0069516478132742,0.007538101773300797,0.009236299613785103,0.01592680401118128,0.04567914807806246,0.01150212681634796,0.03145899241718829,0.006288286245456626,0.012994112535813247,0.006809741035513358,0.00535774211411056,0.0013953110869872397,0.0015277987174439592,0.009412866765507268,0.0065708408762036215,0.005822958890643651,0.07944003754097162,0.003433291270907148,0.11859820706222785,0.00865087931957878,0.2009685166150436,0.011707562149887565,0.010568630305831621,8.689656837187901e-18,0.0025555228661002806,0.0007620481580069596,0.0
Gentamicin_AB,0.01740298551400235,0.02198820811096857,0.09240156795148363,0.017765420694953463,0.009628869066834907,0.014693472232581505,0.003116179637567216,0.005170782317858887,0.008943037058621381,0.5843900324975386,0.02654712731459772,0.006040302619301378,0.009619966566622038,0.005357228197135215,0.006353068096911206,0.02778695809188496,0.017613057863885912,0.008471216547437318,0.002869697602103776,0.008176023919245632,0.016492944081445537,0.014483594124151001,0.00981345627451376,0.03565638753787286,0.008767654589134043,0.000910784640186073,0.017492548414627,0.0020474284365340416,0.0
Imipenem_AB,0.14731415261993164,0.1790691821757444,0.010567852580862049,0.019926668908622082,0.014638832320551283,0.022565000644060574,0.005209095501635383,0.002016208688731111,0.009643513261357949,0.015655617773402648,0.07140376164316188,0.010772840805998784,0.013526269207030442,7.069250530975151e-05,0.00806878830005763,0.013163643632193456,0.021397421826241596,0.014787089558733917,0.05348808271973009,0.018687634157055037,0.09363038039770685,0.011703243877936632,0.1588687674428185,0.01907508252512849,0.02004998223316043,0.005222159572565093,0.02353881723553712,0.0159392178847353,0.0
Levofloxacin_AB,0.014437907681687713,0.06378098749652099,0.012757561517682932,0.03203837587647864,0.025426243589224726,0.01894308986578165,0.014153109753282038,0.01050116163098373,0.013224279860399795,0.015612916198026147,0.04265881948389917,0.015612230300038298,0.022182194461677227,0.0,0.0038970045909099867,0.014466868925577095,0.020708668932686337,0.02806586393993673,0.016305554275715176,0.018138189373663557,0.013495975143811588,0.03766047558085979,0.022472919858782765,0.02452310658829947,0.45396300043009535,0.015014071187480701,0.01999022057322267,0.009969202883275585,0.0
Meropenem_AB,0.2588489085229237,0.07959016588747533,0.017195346688510756,0.017663979416661056,0.017423864464678116,0.008546998408198652,0.0039762958664217845,0.010112019107852775,0.010435777168898333,0.010681695672507135,0.019639954619867915,0.011179853581809517,0.007639911205596187,0.0013105858583420465,0.003721846351791576,0.007612254362554921,0.03143754114879971,0.006848309556553813,0.10019143838087029,0.009263588571565305,0.028757401423305982,0.0028214770187052823,0.27311121686950424,0.009755315662337186,0.008736001167203928,0.0012599031476337593,0.022018329357439373,0.020220020511991364,0.0
Piperacillin-tazobactam_AB,0.014472267328255043,0.01925643153035675,0.060825414500226965,0.01688558184336874,0.3922725349146714,0.021118527716269903,0.01732213162790561,0.0287727949342637,0.010907958475625977,0.02412459182756746,0.02110493139277486,0.021268285284498124,0.019435731029743566,0.0034832872171475493,0.003890901325564529,0.06035240202777868,0.018793867492735622,0.01479846670626622,0.023063791279610408,0.07943122783775719,0.022664371418642783,0.016431872661215836,0.009245975649570257,0.010206754988747915,0.01766302310886582,0.029738534781356324,0.008116367425245168,0.014351973673967428,0.0
Piperacillin_AB,0.039376017208808164,1.6741186186932377e-17,0.019850434123025014,0.06483722593204536,0.04361199522274714,0.03331258530056125,0.013976141176091327,0.0,0.0,0.024745377755199038,0.07076163347303635,0.021250798012576427,0.06115675000858267,0.0,0.017739752443723684,0.01938820503015271,0.03981509606824443,0.05484006305775055,0.0,0.07493857856590609,0.04564677242733458,0.046035742266152535,0.0,0.0,0.06355100042151929,0.1740766240103983,0.023334595674571815,0.04775461182157331,0.0
Tigecycline_AB,0.023542576492838342,0.021314051092625845,0.021162497738524036,0.24002544814290672,0.02010022220252091,0.025997677951209774,0.02891861095358317,0.03869911403848679,0.05466728433025103,0.024181799656675416,0.037711576720293086,0.010599078504506445,0.029575179077058512,0.006006247574773968,0.006018587287473615,0.01801384960767832,0.029758977921992495,0.008922166722007773,0.009060024619346836,0.025505880467862146,0.025166090955389155,0.0600217777456893,0.004671495150609907,0.06658304241714136,0.06864214265206432,0.016664338292204595,0.04746140343693524,0.031008858247350744,0.0
Tobramycin_AB,0.008716253298545007,0.013721325428370734,0.5436295005977491,0.008109314604546787,0.02764014703715121,0.008767946389267176,0.007218444766208103,0.004897510813683467,0.003625145772301791,0.1220700277558428,0.026182397852105972,0.004463700276662392,0.007587971833523695,0.001324592698716902,0.0064840804000794805,0.029466361968080286,0.08321772701929735,0.02701325179848306,0.005482944505440603,0.011165125868011674,0.005617066767855359,0.006772549044467967,0.004363186252134902,0.009068557237345974,0.008240075479112447,0.002481634585376829,0.0064031067042826795,0.006270053245356283,0.0
Trimethoprim-sulfamethoxazole_AB,0.0018107202422433207,0.012732172180976331,0.010245862381130531,0.09497114207169444,0.003976217385056506,0.045905846520258586,0.000779148973730722,0.013371314773077281,0.00034355786082371795,0.0032726040124314926,0.013027354774765427,0.0015430978475289288,0.0036432272649281087,0.0,0.22515410200819833,0.007682985819740536,0.005816689713788072,0.02629788088967227,0.0002529393096863162,0.02478833033945236,0.0008174822295440694,0.003623544874433621,0.000105717413704826,0.0021469982161412566,0.00331905969725622,5.385918035963644e-06,0.39514365771807236,0.09922295956362835,0.0
Trimethoprim_AB,0.017226850823909474,0.012243478780012054,0.01629400416522739,0.040964078817238354,0.017944189826948023,0.014182502618292049,0.0,0.12640179568878585,0.07564137897130838,0.0105536750405709,0.015023654535836976,0.006503405633639402,0.009859922088154722,0.5174115966793773,0.0,0.06393451436453881,0.016801049587426325,0.024497541910323564,0.0,0.008648452010960855,0.005867908457449569,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
