,Meropenem_AB,Ertapenem_AB,Tobramycin_AB,Tigecycline_AB,Piperacillin-tazobactam_AB,Cefotaxime_AB,Cefpodoxime_AB,Amoxicillin-clavulanic acid_AB,Ampicillin_AB,Gentamicin_AB,Amikacin_AB,Ceftriaxone_AB,Cefepime_AB,Trimethoprim_AB,Trimethoprim-sulfamethoxazole_AB,Ciprofloxacin_AB,Ceftazidime_AB,Aztreonam_AB,Ceftolozane-tazobactam_AB,Cefuroxime_AB,Imipenem_AB,Ampicillin-sulbactam_AB,Ceftazidime-avibactam_AB,Cefazolin_AB,Levofloxacin_AB,Piperacillin_AB,Colistin_AB,Doripenem_AB,Organism_Code
Amikacin_AB,0.021552041362627464,0.022451791509779946,0.0285692399877508,0.03653131472454223,0.025574638804527924,0.011366832468319099,0.004875666663246998,0.008153041662382433,0.013623914454708626,0.04538435830565858,0.5562495731232553,0.012348406210128521,0.010537253432868788,0.002167399938266431,0.008418924605964056,0.015036017537021542,0.043279137884635235,0.007673067199948107,0.0037225406800915836,0.06012917930228412,0.021092182957609104,0.004847221023841886,0.004039893051193172,0.006076218483044186,0.012821278471180454,0.0056607747456294205,0.0035676319456944836,0.004250459463799342,0.0
Amoxicillin-clavulanic acid_AB,0.006801817733050702,0.028101598758632815,0.015747334651950537,0.004579166391508593,0.025848436054789578,0.07560294941880882,0.0,0.48979370589452514,0.013917309042315425,0.02197828891763924,0.008863954289654124,0.0052082087938632934,0.029946974489924838,0.009272283893620994,0.0010932283610410886,0.06011814698909826,0.12541102748353788,0.006363755742076031,2.1910405742586697e-17,0.038258201948662224,0.0034570460578315044,2.574705945751877e-17,2.5279972404152266e-17,0.0059833793796732005,0.02185650476029928,0.0,0.0012763990516727554,0.0005202818958237199,0.0
Ampicillin-sulbactam_AB,0.017884975776409184,0.010279214322548321,0.012165867567691134,0.023173265293359502,0.03884608139802839,0.10467134848498617,0.018912696624448513,1.3278761802835794e-05,0.004205891340674698,0.023528056657728877,0.014244757948522237,0.017208556573488985,0.015503090946143083,0.0,0.010134109272737512,0.044604749306580864,0.02795307076901995,0.009525698205171317,0.014953603396913432,0.03142473044511942,0.018731037101430106,0.3586863230341846,0.006117305856607361,0.13093411055933435,0.011970314132534344,0.015920450680355983,0.007533621765494087,0.010873793778684856,0.0
Ampicillin_AB,0.007021310453673475,0.013449008692382223,0.006776747259135158,0.007281106706789943,0.025359152639936225,0.18169764514512682,0.004609969168224535,0.015731891375889803,0.14872309770579484,0.005234259490176243,0.007437007314323662,0.04948758699274847,0.0073846371232829874,0.006013387038202343,0.0007025939225632202,0.022339550587789574,0.21033279618112938,0.03313435555095569,0.07283181001987345,0.010436298367084575,0.06641736516635342,0.020410587049964575,0.013539578518176396,0.05061334757478951,0.012989696695450848,0.0,4.5213260182433204e-05,2.257211586952199e-16,0.0
Aztreonam_AB,0.01275337350690627,0.011517867573610502,0.05418250683611338,0.011432547159025499,0.01390208891928096,0.06781492507624243,0.013756653180522806,0.00812983342242191,0.003987850831268852,0.012251759375530389,0.01152084632691576,0.013984796831634429,0.01925431383595668,0.006350297527420896,0.002733816646815987,0.01734443819984608,0.2026043416368754,0.4066414421711896,0.01106002938538353,0.019581385570290433,0.010044259766771022,0.020978794415870257,0.00547842057001958,0.021511160287016308,0.009014859284367228,0.006205207702013171,0.002289517866712811,0.0036726660939777143,0.0
Cefazolin_AB,0.006187170625325169,0.005835627298698051,0.030606402348992062,0.012618783525876469,0.0066250106770407765,0.11864842692213828,0.016798381689197,0.0003170576692940684,0.007942961368848827,0.05031037066902498,0.00476426246112879,0.01287604976873213,0.0038326325137396002,0.0,0.005307215590280859,0.014112602717241934,0.14410301053252456,0.014608172571055848,0.01003906515924119,0.014237672157656091,0.00892910117997294,0.017943259407148558,0.002682620883585822,0.48281701979674063,0.007613846381844931,0.0,0.00019866615866977975,4.4609926000548016e-05,0.0
Cefepime_AB,0.035506536322237756,0.02745098022944461,0.018506068291797056,0.0358004780067096,0.017695249511976267,0.09840161269848827,0.015383825964129787,0.0464785980890033,0.022561116667189345,0.02478085387900752,0.027007726481793108,0.015011198941961956,0.25351212711906784,0.020739688353387423,0.011905857301292025,0.0149259700161845,0.018443517206369747,0.08489127200782912,0.022433663869496873,0.03880556263549572,0.023532217305064326,0.012204851639963592,0.02975776994038571,0.01249172961405489,0.02042498754448139,0.017690180839216266,0.01747453458552821,0.016181824938443865,0.0
Cefotaxime_AB,0.006514105853114804,0.003717417587202538,0.0090948141516751,0.01747179195382676,0.0069496115725033395,0.3851431270958915,0.012650051297301994,0.021056964821815592,0.003939024890271937,0.007688899748196126,0.006855147847278952,0.03456157280801091,0.05498699274997339,0.0020680248903898763,0.002504752412559915,0.0295356181542901,0.11025612777337605,0.06040606511228763,0.06983427353891869,0.014421902731070448,0.005703400265232307,0.008789453392230757,0.06829090496896364,0.0065701072882380345,0.00731628301331655,0.020161511513547736,0.009598286483930364,0.013913766084585055,0.0
Cefpodoxime_AB,0.0409875659473712,0.0037789976821826212,0.05303215122224857,0.014563191856315013,0.04793231387960644,0.11350726969432468,0.02456755858447844,0.0,0.0035391851640767264,0.024745685005300954,0.007761409561353995,0.07946157453377564,0.026781920099303712,0.0,0.007109466883435441,0.014955346714739862,0.012408053039844878,0.01105828781605008,0.004775553760625757,0.0075724857125746906,0.010991798667536683,0.012208722905149882,0.00596504516376742,0.0033593153809592536,0.047485394585935425,0.09545716492659237,0.1378762660399815,0.18811827517246865,0.0
Ceftazidime-avibactam_AB,0.0275373964344376,0.02752163298743928,0.007274085886141917,0.020646271292013595,0.0174678230589874,0.009665210089514091,0.00812644663533821,0.0005503039395390224,0.005073221550299462,0.03875943205905785,0.03677039218467412,0.033201011184962395,0.01229455412912689,0.0,0.0005440226256216747,0.006282094599859201,0.014740236580188245,0.009480099937025716,0.05676900826339616,0.023571094904901335,0.04864192618335636,0.009370126398169814,0.5638726593253076,0.008279100951590191,0.01296674914880128,0.0,0.0005950996502506722,0.0,0.0
Ceftazidime_AB,0.01010641520495501,0.01043329535583469,0.024145783459533828,0.017383056516224037,0.01818324178388681,0.03295139184739477,0.013343425438101134,0.022530336472136328,0.008327634016598046,0.021853447955580946,0.017185170080297456,0.011421766294501184,0.0116009013238724,0.00289475378728287,0.002313226828741811,0.012099840856889001,0.5050754416543983,0.06881317238130108,0.009693592465342077,0.06025921494817754,0.010069953481417846,0.028932742888717472,0.003199727836018639,0.03903044501837055,0.008565773390449033,0.008879588415587145,0.0099193500633669,0.010787310235023148,0.0
Ceftolozane-tazobactam_AB,0.05380763885969006,0.07012917428492234,0.009860676279630763,0.02132482997323144,0.011589736777487022,0.00976056537920584,0.0046769724581664845,3.5611407621881895e-05,0.0069045654632610325,0.011104806656460957,0.025211882892444658,0.04197438074359336,0.017237553147637488,0.0,0.0028774077973777704,0.01060356639535976,0.012932886694539163,0.005942058493598109,0.5064372640798398,0.009819902445561956,0.041355029320624195,0.0198289532471577,0.05994761025061532,0.011011061237759382,0.03558051589643566,0.0,4.534981777786667e-05,0.0,0.0
Ceftriaxone_AB,0.01352219149831054,0.06674170207313869,0.016580309410663324,0.049103918319185196,0.021417534543352074,0.1763560509529999,0.013273392161636033,0.010352651153235411,0.07258386382149601,0.005184126843047295,0.0066939575560769704,0.12012071822268695,0.008394576710775408,0.00021737614845653103,0.004032792678726547,0.015356105977173122,0.13164834894363403,0.004357752794409107,0.08380068507730057,0.012403498793176617,0.007296978532387368,0.007543872230307433,0.026929969553236358,0.033831208348991657,0.040663170673226834,0.017921396708076912,0.008532435020508086,0.025139415253785012,0.0
Cefuroxime_AB,0.009181942553564075,0.010523209909452793,0.014749444473841532,0.012465111267400159,0.015799369888246085,0.03402857800397176,0.05402529152669838,0.019099907724296244,0.011508453611851328,0.015496045655537728,0.011999521312664036,0.06810111897547497,0.015643998083872738,0.0031293031406266123,0.0028920708056267386,0.008812492526167883,0.067008164597363,0.06633765793461897,0.010477850614242331,0.286056366738633,0.006999146466078963,0.018490885602426583,0.007413874877621411,0.06455592718450073,0.012942874905511083,0.06307993027887432,0.02765084726404636,0.06153061407679024,0.0
Ciprofloxacin_AB,0.028440334518733967,0.03579966354794771,0.026304252424395824,0.011298291538516605,0.04186286303573594,0.0345755250253492,0.013219940457396936,0.03315240828457909,0.013469608753852662,0.030854841599980632,0.021580681982205516,0.013039384271077939,0.01674742959417281,0.023810921351466167,0.008577338476571795,0.30876376250286675,0.0332026664629345,0.012863498784083095,0.07710418676816266,0.010837534362361812,0.017770867806264683,0.009104910909508563,0.13540484299901867,0.009175161142732088,0.009210586528176221,0.009405358054090894,0.005170646228221101,0.009252492589596234,0.0
Colistin_AB,0.018525071804295523,0.03837020510708934,0.011376475599296058,0.045300824587112064,0.009716323393530103,0.007661276227441479,0.011580147856264742,0.0056940685159138325,0.0023744308425057543,0.03140222786289771,0.0583599404090794,0.23753310377495934,0.008595622063032424,0.0,0.02167428544317585,0.030326759088407044,0.08479048502044925,0.009142695884428051,0.004084226912718673,0.01880313955447925,0.0237064466074626,0.022039531565356034,0.01731891258685951,0.00545083696729249,0.04416786076740831,0.02217672620914865,0.0986996211747451,0.11112875417465147,0.0
