,Organism_Code,Antibiotic,Test_Count_NA,Test_Count_S,Test_Count_I,Test_Count_R,Train_Count_NA,Train_Count_S,Train_Count_I,Train_Count_R
0,EKP,Amikacin_AB,0.0,208.0,0,92.0,0.0,208.0,0,92.0
1,EKP,Ampicillin-sulbactam_AB,116.0,49.0,0,135.0,116.0,49.0,0,135.0
2,EKP,Aztreonam_AB,73.0,75.0,0,152.0,73.0,75.0,0,152.0
3,EKP,Cefazolin_AB,93.0,62.0,0,145.0,93.0,62.0,0,145.0
4,EKP,Cefepime_AB,59.0,31.0,0,210.0,59.0,31.0,0,210.0
5,EKP,Ceftazidime_AB,42.0,83.0,0,175.0,42.0,83.0,0,175.0
6,EKP,Ceftriaxone_AB,109.0,3.0,0,188.0,109.0,3.0,0,188.0
7,EKP,Cefuroxime_AB,75.0,53.0,0,172.0,75.0,53.0,0,172.0
8,EKP,Ciprofloxacin_AB,0.0,30.0,0,270.0,0.0,30.0,0,270.0
9,EKP,Gentamicin_AB,0.0,153.0,0,147.0,0.0,153.0,0,147.0
10,EKP,Imipenem_AB,83.0,34.0,0,183.0,83.0,34.0,0,183.0
11,EKP,Levofloxacin_AB,92.0,69.0,0,139.0,92.0,69.0,0,139.0
12,EKP,Piperacillin-tazobactam_AB,59.0,79.0,0,162.0,59.0,79.0,0,162.0
13,EKP,Tobramycin_AB,59.0,95.0,0,146.0,59.0,95.0,0,146.0
