,Meropenem_AB,Ertapenem_AB,Tobramycin_AB,Tigecycline_AB,Piperacillin-tazobactam_AB,Cefotaxime_AB,Cefpodoxime_AB,Amoxicillin-clavulanic acid_AB,Ampicillin_AB,Gentamicin_AB,Amikacin_AB,Ceftriaxone_AB,Cefepime_AB,Trimethoprim_AB,Trimethoprim-sulfamethoxazole_AB,Ciprofloxacin_AB,Ceftazidime_AB,Aztreonam_AB,Ceftolozane-tazobactam_AB,Cefuroxime_AB,Imipenem_AB,Ampicillin-sulbactam_AB,Ceftazidime-avibactam_AB,Cefazolin_AB,Levofloxacin_AB,Piperacillin_AB,Colistin_AB,Doripenem_AB,Organism_Code
Ceftazidime_AB,0.009930504637752455,0.008403627138946745,0.01365042839406148,0.02055175536718446,0.01384380260242096,0.018215489081620836,0.014074090762938644,0.016501973495468114,0.011072507799429577,0.016312324074935783,0.02478780140817515,0.009372547812853214,0.010419072396476096,0.006055755238962042,0.0022170160544922974,0.01374969310912265,0.4721525538342266,0.11011266945983224,0.0028434986913898853,0.0913207314369805,0.009626155246076816,0.03522551941092418,0.004249147551866523,0.015451021622127218,0.013330721406311691,0.01761856038033254,0.013554750208818522,0.005356281376272797,0.0
Ceftolozane-tazobactam_AB,0.03575276688978396,0.05721419734418513,0.006396046436214329,0.05195222379164882,0.010888746754291016,0.0029145422220850066,0.0020353795662911324,1.526390358351154e-17,0.03063162227588718,0.00548936597815308,0.04768894619736714,0.01768386630114044,0.005629854907227401,0.0,0.007396110715610756,0.006076247131033019,0.009994391599614759,0.007962844416217075,0.44465453867520305,0.010497968394949592,0.10062673676908515,0.020530073814750444,0.08653251795358648,0.010688044805719162,0.02076296705995608,0.0,1.3161926314048291e-17,0.0,0.0
Ceftriaxone_AB,0.010194886445722865,0.017628808709630253,0.023605019045765917,0.009660408381301458,0.009353834838492999,0.18562334980791118,0.01720147233610961,0.004639385913749301,0.029290959182355438,0.005746800989850427,0.038995167885663415,0.1856024392945457,0.023958519801712257,0.00010289886685922186,0.0024998116471520323,0.006427619469204743,0.07925968320185842,0.004688119648784986,0.08560714433028963,0.0049009384580344295,0.008467072369640668,0.012971085536242032,0.03167225687092015,0.05618365161233137,0.021121084241032415,0.0835541218587261,0.028375301344894566,0.01266815791121839,0.0
Cefuroxime_AB,0.00790812070802281,0.005804552125219703,0.015443143300660801,0.010448295142629096,0.009614609548499315,0.02361960775071404,0.06833705787209977,0.02770477576476748,0.02487426573011805,0.012329525115312101,0.006348212467099454,0.029006809596505593,0.012896721814390527,0.0014270118657845336,0.004626548307892945,0.00933860101335094,0.05719072944687234,0.029464506538105298,0.011519409310002674,0.2724248879400499,0.013763920769363632,0.07465682254361425,0.00535605731580312,0.07031083509363653,0.008599792750983475,0.04922687848583553,0.056381341778448224,0.08137695990421796,0.0
Ciprofloxacin_AB,0.01491798895407519,0.029361732554989892,0.019624391243668965,0.01745445271328005,0.023650763573348995,0.037743262689078266,0.007921790186608421,0.03218335185646505,0.01029063437706237,0.02022575578329902,0.02740875038444153,0.012541903807667926,0.01766713769926933,0.013017837364501145,0.011513271110576116,0.29551035422673555,0.02463229358659342,0.02051186420041664,0.07315975919995238,0.038053609378452424,0.020651488559219482,0.006602608600040711,0.16476453140762698,0.017948819026350454,0.014287794288040202,0.010004781428376311,0.01200962093002695,0.006339450869836224,0.0
Colistin_AB,0.023731541653385535,0.01085314404021881,0.01452001282592311,0.11933274515928297,0.018735231219214415,0.015264172230110094,0.02425221261772145,0.0056609068439051596,0.00324720255411307,0.030910003651942977,0.061304217037602096,0.20437264694070212,0.01598567142009865,0.0,0.01711615580383323,0.02563731080771582,0.043802022031576196,0.02628470799799997,0.001787802760597661,0.033498559805284336,0.029165612100779333,0.017673153088500853,0.03465868688451161,0.012795203141227725,0.04244621854035001,0.020872791447119565,0.05542301221872156,0.09066905517756171,0.0
Doripenem_AB,0.024961004818586787,0.0011616661558708783,0.010424949623063328,0.010953720857238159,0.008090818380200555,0.015093873653430803,0.014257799218584288,0.1273025732483752,0.22767736648177436,0.026242127000637216,0.030276577305267,0.05011474824990394,0.02073493920053022,0.0,0.0012812611259150936,0.015732518476711786,0.014117591140604225,0.00807920226836205,0.0,0.0452364997827723,0.028409142056476162,0.013890272318881132,0.0,0.20152623381487,0.015940912540770083,0.043219164131724414,0.013846243550406416,0.03142879459904344,0.0
Ertapenem_AB,0.0710541217554784,0.24063465294177852,0.004248274263834344,0.0035919574921715472,0.006539738585903102,0.010466031884843656,0.052502933273788244,0.0065227373782668465,0.052252107612436094,0.012499723131122333,0.021585671892365724,0.0028961900970234152,0.004605702659301026,0.0007288410588891668,0.002238632962107751,0.01203986368540276,0.0037307639752047284,0.0031641632533910232,0.1008761013865448,0.002179253968441564,0.09823975855143807,0.007439583833160284,0.24921732994704135,0.01707166652569137,0.009786513966040602,3.0825892379562995e-06,0.0015295809377645242,0.0023550203913307415,0.0
Gentamicin_AB,0.01586058296690427,0.01957690173609889,0.09159716791422176,0.02200444482126957,0.013955953845509766,0.017092441053494382,0.007622733151665829,0.00859935306203856,0.009602479912133765,0.5531175035757083,0.020885101006162317,0.008341654995603357,0.007795565015316974,0.003439144074899775,0.012235219717360144,0.020614401119166854,0.015754038392883314,0.012461184729250065,0.0027403024245929164,0.02226438792937792,0.019861919329907354,0.01653638843783082,0.01051871422372199,0.03754135129554671,0.009233634625883023,0.005559333232492802,0.010543543410974113,0.004644553999984365,0.0
Imipenem_AB,0.043708110421787724,0.19179602791549907,0.009392956689464516,0.013354658921394353,0.013018817597141241,0.021784166419809962,0.0035687516693263697,0.002205860163197703,0.01558977535167317,0.006799873998522445,0.029627332230210177,0.012025108788128963,0.011157401291877556,7.698258873350192e-05,0.00869520471807396,0.006974051566582961,0.008162368371200615,0.007449135510999303,0.07197581076091997,0.016860531510195065,0.2692873755187998,0.005204288387078904,0.16554244728920658,0.023119108938703014,0.024497595886125368,0.0016615372362429387,0.01074347877715321,0.005721241481951679,0.0
Levofloxacin_AB,0.021071358213660442,0.02709653265166806,0.014783498598039626,0.029401511358490257,0.0243585621763331,0.016279970995308136,0.009987199419448797,0.007127480335644991,0.010639193964748602,0.01868155145681321,0.0475703830610569,0.014449850214650027,0.02460600067084371,0.0,0.005419487703464053,0.01871410850988703,0.027733868039407555,0.024025519003566788,0.028278262354678625,0.0338407889420661,0.02598787806902802,0.02086609632927818,0.02238160244171617,0.020443659335667243,0.4198555066237495,0.030203526555695366,0.013119780032300769,0.04307682294278872,0.0
Meropenem_AB,0.22244010607116088,0.08087393326464515,0.01359101963946422,0.018395152940461252,0.016249072598870814,0.00878395377953771,0.0028090731637454604,0.00843081667566413,0.01669825513251527,0.01032556314382032,0.021558689944695283,0.012906260377915747,0.010171811122844293,0.00027085780635956386,0.00801728699531779,0.013333968165919405,0.01621605852435521,0.006891227718637193,0.14796247930637474,0.014237227523892351,0.06783470489731011,0.0056332618970002385,0.1991475880614033,0.01807620163916756,0.01172470325828072,0.0008733572176302673,0.02269507154071286,0.02385229759229803,0.0
Piperacillin-tazobactam_AB,0.014846059957184486,0.015898574878533692,0.0630391839278607,0.018089573379822102,0.4003943450818978,0.03022461040350724,0.012302161996082996,0.03041746595471352,0.016581322600425163,0.026331008602031677,0.018876681155465088,0.016860600972395716,0.016807556559655754,0.001080114535585717,0.0059914125766990485,0.04318622058158716,0.025770361554947347,0.02092825704783358,0.01595308622964111,0.06685672229404785,0.015165976821783687,0.04364118243025498,0.006281932693632583,0.007338232254212661,0.011247125673630546,0.0312616056409538,0.008297248926097288,0.016331375269516654,0.0
Piperacillin_AB,0.025184071655009847,8.160053116491796e-18,0.07737845880642474,0.039924274204677646,0.07668742204419318,0.04481181419949766,0.0902687742515243,0.0,0.0,0.06254806068928517,0.020831967719050853,0.015957902554834424,0.044052315463029866,0.0,0.0037236893842823417,0.09944625095946717,0.014663256115632187,0.03709944821732139,0.0,0.1362466436028466,0.027536552033937282,0.02689802249264049,0.0,0.0,0.028900877511059853,0.06911567136361549,0.036480151219580245,0.02224437551208934,0.0
Tigecycline_AB,0.028702199191005945,0.018324419076528167,0.02217962233724432,0.1249920562321753,0.026284001239324083,0.01998348550772107,0.01708118535757321,0.03285421615450802,0.096454746001816,0.05263248496985792,0.02545604920147823,0.010025568517900544,0.03652477514095549,0.006933273922266428,0.00923287126946679,0.02642506203207031,0.035634672481190885,0.018152659953305183,0.014668427364926719,0.03305427636050522,0.030545349037808388,0.08483745335231707,0.008053205958530355,0.12670840909266243,0.015258172398406374,0.02333010203967773,0.027391939071624585,0.02827931673715328,0.0
Tobramycin_AB,0.006429162517929594,0.00937370748252319,0.5540718049182822,0.009717635526482114,0.055707926788933285,0.005065371681917099,0.008239397404535324,0.008150741999774575,0.0054152948466041455,0.10636074662809139,0.014673217139223491,0.004215296846974397,0.007485168403133629,0.0035046460453051105,0.005169494833999691,0.024639703379279454,0.03588885078143987,0.037970352313424646,0.001989295515644882,0.059160179680033106,0.004263765850552798,0.007554065860700226,0.0028686017243269354,0.012046722727122167,0.0035129054922902886,0.002567865766373683,0.001830911235306592,0.002127166609796271,0.0
Trimethoprim-sulfamethoxazole_AB,0.0012987712945402873,0.010882750970953061,0.018626967580136933,0.04514073653206688,0.003574816173760432,0.010697938734773087,0.006020985421755259,0.016634303881594238,0.011102194023215467,0.005463159028803636,0.00714492253054662,0.0019548621116589897,0.07993779320139441,0.0,0.0667985145176918,0.006757421394066578,0.008225251497466127,0.008117784046734827,3.3972004563772914e-17,0.02044817801705754,0.039886850763377904,0.018706190440557734,4.2286449441112326e-05,0.0006934598138099925,0.003253333111795322,0.003834583858147774,0.22961348870846462,0.37514245589618944,0.0
Trimethoprim_AB,0.03391314228181071,0.013279320059876969,0.016450670390840604,0.023432380481869578,0.018093789810757883,0.06555617038099332,0.0,0.03236121028175045,0.0586163357744212,0.03012524106615952,0.018973092082275593,0.011054242611567608,0.025721926594931596,0.44163222881501846,0.0,0.02263160629741954,0.022554366531250394,0.13426107782319405,0.0,0.016655861365621753,0.01468733735024088,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
