,Organism_Code,Antibiotic,Test_Count_NA,Test_Count_S,Test_Count_I,Test_Count_R,Train_Count_NA,Train_Count_S,Train_Count_I,Train_Count_R
0,EKP,Amikacin_AB,0.0,95.0,0,25.0,0.0,423.0,0,177.0
1,EKP,Amoxicillin-clavulanic acid_AB,102.0,4.0,0,14.0,517.0,11.0,0,72.0
2,EKP,Ampicillin-sulbactam_AB,25.0,9.0,0,86.0,118.0,62.0,0,420.0
3,EKP,Ampicillin_AB,4.0,0.0,0,116.0,23.0,13.0,0,564.0
4,EKP,Aztreonam_AB,13.0,23.0,0,84.0,73.0,110.0,0,417.0
5,EKP,Cefazolin_AB,22.0,15.0,0,83.0,103.0,71.0,0,426.0
6,EKP,Cefepime_AB,10.0,26.0,0,84.0,74.0,126.0,0,400.0
7,EKP,Cefotaxime_AB,68.0,3.0,0,49.0,348.0,15.0,0,237.0
8,EKP,Ceftazidime-avibactam_AB,88.0,9.0,0,23.0,438.0,46.0,0,116.0
9,EKP,Ceftazidime_AB,8.0,21.0,0,91.0,42.0,98.0,0,460.0
10,EKP,Ceftolozane-tazobactam_AB,88.0,3.0,0,29.0,438.0,12.0,0,150.0
11,EKP,Ceftriaxone_AB,24.0,6.0,0,90.0,113.0,26.0,0,461.0
12,EKP,Cefuroxime_AB,17.0,15.0,0,88.0,87.0,69.0,0,444.0
13,EKP,Ciprofloxacin_AB,0.0,9.0,0,111.0,0.0,52.0,0,548.0
14,EKP,Ertapenem_AB,62.0,18.0,0,40.0,309.0,83.0,0,208.0
15,EKP,Gentamicin_AB,0.0,63.0,0,57.0,0.0,278.0,0,322.0
16,EKP,Imipenem_AB,19.0,53.0,0,48.0,88.0,256.0,0,256.0
17,EKP,Levofloxacin_AB,21.0,29.0,0,70.0,99.0,118.0,0,383.0
18,EKP,Meropenem_AB,0.0,81.0,0,39.0,0.0,400.0,0,200.0
19,EKP,Piperacillin-tazobactam_AB,9.0,28.0,0,83.0,57.0,123.0,0,420.0
20,EKP,Tigecycline_AB,70.0,1.0,0,49.0,357.0,7.0,0,236.0
21,EKP,Tobramycin_AB,9.0,40.0,0,71.0,58.0,191.0,0,351.0
22,EKP,Trimethoprim-sulfamethoxazole_AB,8.0,11.0,0,101.0,34.0,53.0,0,513.0
23,EKP,Trimethoprim_AB,113.0,3.0,0,4.0,573.0,10.0,0,17.0
