,Organism_Code,Antibiotic,Test_Count_NA,Test_Count_S,Test_Count_I,Test_Count_R,Train_Count_NA,Train_Count_S,Train_Count_I,Train_Count_R
0,EKP,Amikacin_AB,0.0,152.0,0,48.0,0.0,152.0,0,48.0
1,EKP,Ampicillin-sulbactam_AB,0.0,8.0,0,192.0,0.0,8.0,0,192.0
2,EKP,Aztreonam_AB,6.0,19.0,0,175.0,6.0,19.0,0,175.0
3,EKP,Cefazolin_AB,0.0,7.0,0,193.0,0.0,7.0,0,193.0
4,EKP,Cefepime_AB,11.0,69.0,0,120.0,11.0,69.0,0,120.0
5,EKP,Ceftazidime_AB,0.0,14.0,0,186.0,0.0,14.0,0,186.0
6,EKP,Ceftriaxone_AB,0.0,11.0,0,189.0,0.0,11.0,0,189.0
7,EKP,Cefuroxime_AB,10.0,9.0,0,181.0,10.0,9.0,0,181.0
8,EKP,Ciprofloxacin_AB,0.0,11.0,0,189.0,0.0,11.0,0,189.0
9,EKP,Gentamicin_AB,0.0,90.0,0,110.0,0.0,90.0,0,110.0
10,EKP,Imipenem_AB,0.0,145.0,0,55.0,0.0,145.0,0,55.0
11,EKP,Levofloxacin_AB,0.0,35.0,0,165.0,0.0,35.0,0,165.0
12,EKP,Piperacillin-tazobactam_AB,0.0,23.0,0,177.0,0.0,23.0,0,177.0
13,EKP,Tobramycin_AB,0.0,72.0,0,128.0,0.0,72.0,0,128.0
