Target,Accuracy,ROC_Mean,PR_Mean,Precision_Mean,Recall_Mean,F1_Mean,VME,ME,Test_Count_S,Test_Count_I,Test_Count_R,Train_Count_S,Train_Count_I,Train_Count_R
Tobramycin_AB,0.9216856003153178,0.9281008513636435,0.9081072744400995,0.9177877753207586,0.9151500122076511,0.9164273819809547,3.6277281099491083,4.203711858519123,91.8,0.0,150.8,91.8,0.0,150.8
Cefuroxime_AB,0.8891854450703441,0.947172117590806,0.9157122398482012,0.8778388959386924,0.8037168196955189,0.8307732905420678,2.535666230107942,8.545789262857635,53.4,0.0,168.4,53.4,0.0,168.4
Cefepime_AB,0.6346040851547153,0.5951209387610134,0.5487261132323923,0.4808976308178699,0.47041508437574936,0.4628544734239994,25.14525009401707,11.394341390511398,36.0,0.0,206.6,36.0,0.0,206.6
Gentamicin_AB,0.8613333333333333,0.9067326169572949,0.8926252543826052,0.8622375075686743,0.8613478751887452,0.8610795736801917,8.333333333333334,5.533333333333333,148.8,0.0,151.2,148.8,0.0,151.2
Piperacillin-tazobactam_AB,0.8063949306390136,0.8644102120387697,0.8267820738248292,0.7816885221809672,0.795699599446565,0.7853648848420972,11.555106690881193,7.805400245217449,79.2,0.0,163.6,79.2,0.0,163.6
Aztreonam_AB,0.8528562458363222,0.8879322835349583,0.8751862896029656,0.8615295189000879,0.8081929809063435,0.8253289052725965,3.102301979371444,11.612073436996338,77.8,0.0,147.4,77.8,0.0,147.4
Ceftazidime_AB,0.8777741576335991,0.9072899648363094,0.8885675368631126,0.8805861074197738,0.8382741244212294,0.8541507593345308,3.068839401894021,9.153744834746062,85.8,0.0,174.2,85.8,0.0,174.2
Ciprofloxacin_AB,0.76,0.7080361565112523,0.584295062575392,0.574688775746331,0.6611445643217988,0.5772401496862741,19.6,4.4,28.6,0.0,271.4,28.6,0.0,271.4
Imipenem_AB,0.26853960484541367,0.5977849869020405,0.5774726792734391,0.5968909096655508,0.5564421077262234,0.26245734206524507,73.14603951545863,0.0,36.6,0.0,171.6,36.6,0.0,171.6
Trimethoprim-sulfamethoxazole_AB,0.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ceftriaxone_AB,0.7188238336690999,0.5495566761078717,0.5126735749634459,0.513552217203825,0.5970786457742558,0.4609071835778359,26.527543333880523,1.5900732992094964,5.6,0.0,183.2,5.6,0.0,183.2
Levofloxacin_AB,0.6167774994550672,0.681523571090229,0.653977243897898,0.6619978941495379,0.6729361108063291,0.6154700501818866,33.0457948635956,5.276455190897681,68.8,0.0,136.8,68.8,0.0,136.8
Amikacin_AB,0.7666666666666667,0.7857326692579563,0.7467136713662452,0.7275326001332922,0.6027486783928948,0.6093938074278508,20.066666666666666,3.266666666666667,219.6,0.0,80.4,219.6,0.0,80.4
Ampicillin-sulbactam_AB,0.843055216582661,0.9070028784414073,0.8753031243071542,0.8305910549408694,0.7693117475485819,0.7892023524018995,4.231570460273983,11.462907881459916,50.4,0.0,126.6,50.4,0.0,126.6
Cefazolin_AB,0.8532560278745498,0.9429274898788782,0.9210051230152405,0.864269633557422,0.7835753994837681,0.8082404654768377,2.3747756095178363,12.299621603027177,62.6,0.0,139.6,62.6,0.0,139.6
Median,0.7984936960711124,0.8752823835317383,0.8624259897824336,0.7831172467582768,0.7585221538953554,0.7669161117841607,8.297119341563787,5.724292057945694,,,,,,
