Target,EKP
Amikacin_AB,0.6031625232538474
Ampicillin-sulbactam_AB,0.7715565509518476
Aztreonam_AB,0.8041666666666667
Cefazolin_AB,0.7664473684210527
Cefepime_AB,0.45899974612845895
Ceftazidime_AB,0.835499316005472
Ceftriaxone_AB,0.6647465437788018
Cefuroxime_AB,0.7864817591204398
Ciprofloxacin_AB,0.6208168978241506
Gentamicin_AB,0.825796985460851
Imipenem_AB,0.5561797752808989
Levofloxacin_AB,0.6948098663926002
Piperacillin-tazobactam_AB,0.7726180613090307
Tobramycin_AB,0.930907726931733
Median,0.7690019596864501
