Target,Accuracy,ROC_Mean,PR_Mean,Precision_Mean,Recall_Mean,F1_Mean,VME,ME,Test_Count_S,Test_Count_I,Test_Count_R,Train_Count_S,Train_Count_I,Train_Count_R
Meropenem_AB,0.009112901991076285,0.0009424088546464298,0.0010058911305988536,0.00994518853280789,0.01119033875277316,0.010354143034475814,0.6443794794178425,0.5261336417646564,2.8,0.0,2.8000000000000003,3.655133376499413,0.0,3.655133376499413
Ertapenem_AB,0.017477126620950852,0.00317690230936951,0.00540198003111685,0.022333738208176877,0.016198473217256495,0.019620188174019684,1.375193628644359,0.4395604395604396,1.5999999999999999,0.0,2.5612496949731396,5.122499389946279,0.0,5.403702434442518
Tobramycin_AB,0.018621297185996942,0.0038504898447396874,0.004129569714688012,0.01734466100793385,0.023444231459174528,0.019871534657581583,0.9828123495733198,1.8216580355728054,7.683749084919419,0.0,4.9396356140913875,5.706137047074842,0.0,4.489988864128729
Tigecycline_AB,0.01021050686418453,0.021360834518729225,0.1582485606226849,0.24665753841527055,0.15898986690282427,0.18756033549072978,0.0,1.0210506864184523,0.9797958971132712,0.0,3.40587727318528,2.1540659228538015,0.0,1.9390719429665317
Piperacillin-tazobactam_AB,0.008819369399538536,0.00782159202819474,0.009257316387139468,0.008759915127910564,0.019272812895904753,0.009915942557844214,0.8501925815006531,1.3081717815032676,4.749736834815167,0.0,2.0976176963403033,9.346657156438338,0.0,7.002856560004639
Cefotaxime_AB,0.00996273223657062,0.0011286596085479611,0.005878249353313731,0.0354009986892011,0.042510129511812905,0.03643302715266564,0.4938271604938272,0.6252352027607494,0.48989794855663565,0.0,2.4,2.6381811916545836,0.0,2.7856776554368237
Amoxicillin-clavulanic acid_AB,0.04009396559455684,0.007973066997997161,0.016510430194816694,0.06072104468378081,0.06242146858447791,0.05701807338689039,1.7670597047072292,2.554109444931705,0.8944271909999159,0.0,3.006659275674582,0.7483314773547883,0.0,6.734983296193095
Ampicillin_AB,0.010023861341207684,0.020125786163522008,0.05860379765600445,0.005076101647197149,0.1466666666666667,0.10875692817436328,0.0,1.0023861341207654,1.624807680927192,0.0,3.687817782917155,1.3266499161421599,0.0,3.521363372331802
Gentamicin_AB,0.0088038997335858,0.0038867231743976135,0.0037974178780598314,0.008837727796268164,0.00906605380461597,0.008984168552705105,0.6443794794178423,0.7979211744853256,4.029888335921977,0.0,4.029888335921977,5.3065996645686395,0.0,5.3065996645686395
Amikacin_AB,0.0070588235294116956,0.002814739441024336,0.004080811989583137,0.010043964858906776,0.005723269331212571,0.007407458632985774,0.23529411764705882,0.6859943405700354,4.66476151587624,0.0,4.66476151587624,13.078226179417452,0.0,13.078226179417452
Ceftriaxone_AB,0.01658846880811547,0.007263691300328587,0.05166913880321207,0.06211815416325579,0.07518756075715649,0.0639979644697268,1.1436458032341428,0.751792137330499,1.2649110640673518,0.0,3.261901286060018,2.6076809620810595,0.0,6.829348431585549
Cefepime_AB,0.016863781377975586,0.014126056619348567,0.02902380650752077,0.023633825109286046,0.029617831059519303,0.025733094871053595,0.9894508273560589,1.0451151502224663,4.445222154178574,0.0,3.709447398198282,5.035871324805668,0.0,6.493073232299171
Trimethoprim_AB,0.04792073744580167,0.0,0.0,0.0381881307912986,0.06689774765995722,0.056406816907670625,2.8571428571428568,5.1830683509736,0.8,0.0,2.039607805437114,2.039607805437114,0.0,3.7202150475476548
Trimethoprim-sulfamethoxazole_AB,0.022159747105251777,0.006978133103854588,0.01320273840289844,0.037066878257181704,0.08383242865667394,0.05467164459504503,0.7635785494965317,1.8054466074811906,2.9257477676655586,0.0,4.732863826479693,5.238320341483518,0.0,7.797435475847171
Ciprofloxacin_AB,0.01604491964351273,0.00525765126558834,0.037366473974543464,0.0377473173360391,0.07335053720846069,0.04279314195852858,0.9557692240748189,1.6386339149628375,2.898275349237888,0.0,2.898275349237888,7.19444229944198,0.0,7.19444229944198
Ceftazidime_AB,0.010003899228023336,0.0031333564816072986,0.00736363539498498,0.016374788178842133,0.017104894699430214,0.01491242493391451,0.6329813605436057,0.6228830235840025,4.019950248448356,0.0,1.624807680927192,7.884161337770808,0.0,8.16333265278342
Aztreonam_AB,0.018534323811151648,0.017774349032878913,0.020275450768816844,0.02858232106429459,0.025955190576515408,0.025913448736641115,1.0525126681637447,1.2666950360365936,5.192301994298868,0.0,3.1874754901018454,7.08801805866774,0.0,10.178408519999577
Ceftolozane-tazobactam_AB,0.008000000000000007,0.004166666666666741,0.033418367346938815,0.0666666666666667,0.004166666666666741,0.042105263157894736,0.8000000000000002,0.0,0.9797958971132712,0.0,3.9698866482558417,1.8547236990991407,0.0,4.707440918375927
Cefuroxime_AB,0.007816125132833945,0.0018786716044938874,0.0069108618271510385,0.0242266374605282,0.01369032390342323,0.016978108475628022,0.7143711880552417,0.3565627003174985,2.4166091947189146,0.0,2.5612496949731396,4.166533331199932,0.0,8.357032966310472
Imipenem_AB,0.012820537680233002,0.004027612313236851,0.003890864327818093,0.013537624526749184,0.012446678234405708,0.012805766115614622,1.0750174839668523,0.5426257501748859,1.8547236990991407,0.0,3.867815921162743,7.3484692283495345,0.0,13.317657451669195
Ampicillin-sulbactam_AB,0.008841887811373815,0.0010346810764046317,0.0032694582274957053,0.0333257237019718,0.01607764411710908,0.01861956995251839,1.0909390734234354,0.6084487796468009,2.0396078054371136,0.0,3.3105890714493693,5.019960159204453,0.0,4.6303347611160905
Ceftazidime-avibactam_AB,0.021980096918890395,0.0009680398568189359,0.0025840187640801173,0.03716517186829626,0.019378801124476222,0.027952603970175863,2.3280481000409448,0.9523809523809524,1.6733200530681511,0.0,2.756809750418044,3.9496835316262997,0.0,5.986651818838306
Cefazolin_AB,0.010382748403487874,0.0024779574583128627,0.005765663761764309,0.018662794090199865,0.017741796801684286,0.017275623302658947,0.6440305409301068,0.5508984176107856,2.5612496949731396,0.0,2.6076809620810595,5.851495535331117,0.0,1.0954451150103321
Levofloxacin_AB,0.01956959464733159,0.00848253180211225,0.024386030411695635,0.021952001181523097,0.024371563754202356,0.022800139297693783,1.2513749203074653,0.9615430175365648,7.2221880341071145,0.0,5.019960159204453,13.687950905814937,0.0,15.982490419205638
Median,0.00529045367990988,0.0020201330258851104,0.002730826570473915,0.010737631816127573,0.008034206119122327,0.009908865018857085,0.4681330990647479,0.24236533563017662,,,,,,
