,Meropenem_AB,Ertapenem_AB,Tobramycin_AB,Tigecycline_AB,Piperacillin-tazobactam_AB,Cefotaxime_AB,Cefpodoxime_AB,Amoxicillin-clavulanic acid_AB,Ampicillin_AB,Gentamicin_AB,Amikacin_AB,Ceftriaxone_AB,Cefepime_AB,Trimethoprim_AB,Trimethoprim-sulfamethoxazole_AB,Ciprofloxacin_AB,Ceftazidime_AB,Aztreonam_AB,Ceftolozane-tazobactam_AB,Cefuroxime_AB,Imipenem_AB,Ampicillin-sulbactam_AB,Ceftazidime-avibactam_AB,Cefazolin_AB,Levofloxacin_AB,Piperacillin_AB,Colistin_AB,Doripenem_AB,Organism_Code
Ceftazidime_AB,0.01623524883850202,0.011714144409476136,0.01964908658163608,0.014788545957296721,0.021572883743424254,0.015759347287975234,0.0052821715260996365,0.0273725064045166,0.008697426020297688,0.020588405944010547,0.017841401581518146,0.0099712025855881,0.01610922343624194,0.007315658926316729,0.0019488588451782476,0.010942759480693662,0.4953039827487618,0.08153132968521598,0.0033581700239936106,0.1099777541955404,0.008256975481334609,0.014459826812678097,0.0071363257800282145,0.0174598090250294,0.014120213532777075,0.005616558223707172,0.008911495946671705,0.008078686975490083,0.0
Ceftolozane-tazobactam_AB,0.02653840207477333,0.08414635150775052,0.004419699195563712,0.014380301998907366,0.011352345732202045,0.02598703902918816,0.004075579965126525,1.8240124271490865e-05,0.0416818546091956,0.006818513188433694,0.03567911958835933,0.018375124683915584,0.04896637718847806,0.0,0.0011551691656796678,0.019772137310150498,0.008170182653691318,0.022559789057626685,0.4613907980504224,0.02036991010200366,0.07817564833713014,0.018542715958958456,0.022058838484288766,0.013675057903864342,0.011597390074964539,0.0,9.341401505400763e-05,0.0,0.0
Ceftriaxone_AB,0.008330980200283063,0.029985484614334652,0.10240089249082604,0.026324429594387574,0.013856591688175744,0.15064397201429486,0.0020483627878253,0.0032256379636919283,0.02031872756097016,0.009603573188547293,0.010399065548228682,0.13687252638656128,0.030180882271067053,5.714752645742144e-05,0.002316642440382858,0.03311490423964219,0.14104010567693742,0.013233788910467864,0.062273917191910035,0.012404329041901592,0.020191278420777316,0.007651375867130385,0.03694868665399703,0.04637280324912614,0.010442039107098722,0.01797953996081804,0.029869632174439643,0.0219126832297198,0.0
Cefuroxime_AB,0.018739418873003816,0.009538076869323224,0.01629054361405994,0.019451413276777206,0.015196329581278083,0.021995455589358066,0.016820519541126476,0.04066917771969959,0.011417421561888002,0.017219363805938314,0.013347297550141086,0.033335797818402284,0.02649254075375924,0.002942204928765863,0.002331697762477982,0.011264594049183974,0.1238424552984217,0.031910675162229896,0.011231930949821688,0.27593490555109024,0.015008905626579354,0.044123871832359884,0.006095427524852646,0.07836755635641429,0.007644154047571395,0.05496330971293702,0.032999986129434375,0.040824968513104215,0.0
Ciprofloxacin_AB,0.01283281853764828,0.03711118164370028,0.011571019270417458,0.013632108747298175,0.022338312453085672,0.016583543546639448,0.0035976225150981178,0.0241309962964033,0.020576955053012446,0.02735833700170712,0.023310439710325606,0.013097552392492502,0.011946389431663935,0.0063697312911931096,0.0015990902173114662,0.3888327086312814,0.021713809478580447,0.013849839756997193,0.08124740278040785,0.013423950429261316,0.023709966681049972,0.017075298106506424,0.13560644767815958,0.01551182204799097,0.014043886112935423,0.009250521016592149,0.013233711246174028,0.006444537926066368,0.0
Colistin_AB,0.07177883453610397,0.024151913035321323,0.021122493315924973,0.03763098566168299,0.01990735552084971,0.01309088055639833,0.028132421086245862,0.01820639724418973,0.007185964527096684,0.05256682035897939,0.027699673679971934,0.11285026984386337,0.025766171046260875,0.0,0.009763021799234873,0.015572531262592292,0.02510849653126103,0.034785578663513006,0.0009108560364834229,0.0187766042443196,0.026172041236127538,0.019723492687574225,0.020307411197668303,0.019100618200069863,0.013764477764505203,0.02299905768247519,0.2380229391415607,0.07490269313972572,0.0
Doripenem_AB,0.030021835540872465,0.002242831336608299,0.01055514493395051,0.00979871472935942,0.017278180286222456,0.0020727666361634914,0.006872083607206305,0.23744418482412616,0.12464279115056559,0.009730221176894316,0.009062220966784634,0.011801639241958805,0.012881308914170782,0.0,0.001367585841313826,0.004419933010058219,0.01516838559235781,0.014093054194058544,0.0,0.020558917206621296,0.01349574278143187,0.006534672878604911,0.0,0.2560050939416702,0.006009923095479178,0.03386588436427955,0.012603385591041903,0.13147349815819945,0.0
Ertapenem_AB,0.03342226340228692,0.2011154509547601,0.016076918585130846,0.011385552493310653,0.009492513089178822,0.01656398564286251,0.03149904861488763,0.035407693951036885,0.03230055388106661,0.015207812417836034,0.029206540932211564,0.006262152080780554,0.0056821209375113235,0.00040227686445223974,0.0017917040220202436,0.021055818910326065,0.009890912062621455,0.014571030382029226,0.05669248997812884,0.003887618645150743,0.19022483182565986,0.003309597837309805,0.2013765088775143,0.024673981963256257,0.023319386773052286,4.565934271256387e-18,0.0023890043807733106,0.002792230494845006,0.0
Gentamicin_AB,0.013924902249496234,0.017048104245494983,0.09099039357840874,0.021748797149574846,0.014515441056465829,0.012085272105221579,0.001687191100813646,0.004525420953299664,0.008650665567086609,0.6119394288642106,0.026944747199532052,0.00901841647140204,0.006909867261633876,0.0011547018900732674,0.004345395653473976,0.03257062736034683,0.01761489868967989,0.006505116534824381,0.006056266529293425,0.01599146002755956,0.021746213860423122,0.01088363907896032,0.010924098548587668,0.012980420566492804,0.00792548144763431,0.0016575500374043802,0.0072529033091379026,0.002402578663467504,0.0
Imipenem_AB,0.07483763952717931,0.13262174811570288,0.008140787936350204,0.010270836511970766,0.00770176606311679,0.01995693918951958,0.0025866280003256463,0.013240345787282832,0.01583027276766542,0.007794501238879667,0.034490802614672675,0.009419235147684998,0.027991554160733872,0.0006241756708825637,0.004228900415740154,0.01871644476968178,0.009272042665055486,0.009661985683161352,0.04820916936639274,0.026347786979931103,0.3181619072475949,0.0071690562115319725,0.09991053358400322,0.016218377245853365,0.01970563607341285,0.02449849856644737,0.021925237603879072,0.010467190855347506,0.0
Levofloxacin_AB,0.02998183370666803,0.06804710168751178,0.0161547297538251,0.019785519818331924,0.02514831770318688,0.013855513482480854,0.015590092089408264,0.01009183799774848,0.010052433441095049,0.019801889781456493,0.031455403156157455,0.017225492741755145,0.01847555996784387,0.0,0.0021906686348542267,0.028080877489910977,0.013575199604600616,0.02943359620674397,0.023055447913272555,0.020662355295220612,0.048042617411415627,0.020550324937190383,0.032759333702497145,0.02170943254421535,0.4248379571131053,0.019632205703801836,0.006780698685945564,0.013023559429756606,0.0
Meropenem_AB,0.2461255376543094,0.046423777481178666,0.01541688591738494,0.02617939622056897,0.016042501656639445,0.014106086272616346,0.0018751993408320496,0.01889097865723456,0.01688799267124442,0.010400989097649048,0.027129562929378293,0.025947079990614772,0.009790168056572696,0.0004117302774941635,0.0009721816257328606,0.013714034535902695,0.032595352054552953,0.010293529814684836,0.08637201871610511,0.007567878003193272,0.024892406540477897,0.004780869884741695,0.2528921434399477,0.010026909227848827,0.024482836825557786,0.004118437076852726,0.013187178100386499,0.03847633793029741,0.0
Piperacillin-tazobactam_AB,0.019249519702313932,0.01294359597670218,0.07567501337426491,0.02488213585643126,0.3884075942280747,0.014884791595181811,0.0063852106572613405,0.026752100036544567,0.022494473552419344,0.022909945860686877,0.03918935310428299,0.013943763160009488,0.01999879133731064,0.0020492327722151575,0.0025830729973380442,0.03841041881643982,0.01781679850506529,0.010955829113261699,0.009050264507379637,0.10615874653826012,0.018377606541558095,0.0135701818724078,0.006862861103328248,0.005631546839133897,0.01713749806617388,0.03735913381982948,0.011332751359187758,0.014987768706936924,0.0
Piperacillin_AB,0.033543325313935994,0.007900593313143514,0.023755914249021695,0.037937517805769594,0.01574385806980795,0.012013130611741476,0.004335871629237131,0.0,0.0,0.038544966414066004,0.024492076939143004,0.04462493886393529,0.030671722825094186,0.0,0.01155509632168085,0.04399566711093698,0.0343512490911606,0.042160536363977236,0.0,0.027350131401542847,0.035285952772078785,0.06521788857899596,0.0,0.0,0.05008297629008437,0.37226099572792787,0.02937406135635507,0.014801528950363534,0.0
Tigecycline_AB,0.03484703528195485,0.024575061045482,0.01931870988680061,0.10705038974969576,0.02154499799166989,0.02924671061329815,0.04936649633639911,0.025736226531967187,0.05571662039769319,0.032869667328300926,0.04530149156342067,0.010748826262899726,0.029770452876656823,0.0061942701835977654,0.006474601200008305,0.025863429256933794,0.023975933905610453,0.02005252956707198,0.0030118134554903003,0.05255066420680929,0.021161736638831224,0.1434124096357252,0.012718607774816587,0.08502381239389721,0.01195930079169339,0.03437649722237008,0.04754540258948364,0.019586305311421866,0.0
Tobramycin_AB,0.007151175784976843,0.011987739492184762,0.5240415704895777,0.009939898780564508,0.04177185046016556,0.00733461071499238,0.00960355287936275,0.006422378140257535,0.0055911363616253495,0.1380676378938495,0.023233894209208697,0.003596338793879536,0.008749810445925486,0.0012344418371338078,0.0008677262054180612,0.014546529935965346,0.06486631708642954,0.02912950126227815,0.005119587171012361,0.03391993538350804,0.009031560231486975,0.00414571792242612,0.0066701137730970144,0.007462436950055891,0.005077410834800257,0.008214335248759164,0.006614540054113141,0.0056082516569456245,0.0
Trimethoprim-sulfamethoxazole_AB,0.006753137897131866,0.04189765879795716,0.0018065435739379014,0.02937041833221562,0.0009279382541793871,0.01869131419201596,0.0025893263286812093,0.017296070360444605,0.0033845288806462663,0.0028673805179143413,0.005508452666949002,0.006502880776260436,0.002193630341859261,0.0,0.40386464159523233,0.0042405065264886875,0.013222935785070639,0.01279619463219403,8.987309541456953e-17,0.01764706709004395,0.005473827238550178,0.009247541050764752,0.0020905831609316166,0.005047656303230442,0.0023382392930410886,0.0009631788205669835,0.19661476314020626,0.18666358444348588,0.0
Trimethoprim_AB,0.032811809303385925,0.013461438949036801,0.04531138443347538,0.06810580730275971,0.025807583771624093,0.01621056064570634,0.0,0.09427736664113734,0.05289327453839493,0.04261109737970749,0.024089028749985194,0.008309287241095174,0.017648799379842102,0.3105487291109763,0.0,0.025927796236183683,0.03437928956032962,0.14603268259779512,0.0,0.031184122068724077,0.010389942089840629,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
