Sample_ID_IfH,Organism_Code,tobramycin,nitrofurantoin,cefuroxime,ciprofloxacin,cefazolin,ceftazidime,ampicillin-sulbactam,ceftriaxone,levofloxacin,aztreonam,piperacillin-tazobactam,gentamicin,Imipenem,meropenem,amikacin,cefepime,trimethoprim-sulfamethoxazole,ampicillin,amoxicillin-clavulanic acid,ertapenem,cefotaxime,tigecycline,fosfomycin,norfloxacin,ticarcillin-clavulanic acid,trimethoprim,colistin
573.1305,EKP,R,NA,R,S,R,R,R,R,S,R,S,S,S,S,S,R,S,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
573.1404,EKP,R,NA,R,R,R,R,R,R,R,NA,R,S,R,S,R,S,R,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
573.12962,EKP,S,NA,S,S,R,S,S,S,S,S,S,S,S,S,S,S,S,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
573.13748,EKP,S,NA,R,S,R,S,R,R,S,R,S,S,S,S,S,R,R,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
573.13494,EKP,R,NA,R,R,R,R,R,R,R,R,S,R,S,S,R,R,S,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
573.14493,EKP,S,NA,S,S,R,S,R,S,S,S,R,S,S,S,S,S,S,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
573.13626,EKP,S,NA,R,R,R,R,R,R,R,R,R,S,S,S,S,S,S,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
573.1452,EKP,R,NA,R,R,R,R,R,R,R,R,R,R,R,S,S,S,R,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
573.13435,EKP,R,NA,R,R,R,R,R,R,R,R,R,R,S,S,R,NA,R,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
573.14488,EKP,S,NA,R,R,R,R,R,R,R,NA,S,S,S,S,S,S,S,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
573.13148,EKP,S,NA,R,R,R,R,R,R,R,R,R,S,S,S,S,S,R,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
573.14132,EKP,R,NA,R,R,R,R,R,R,R,R,R,R,S,S,S,R,S,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
573.13046,EKP,S,NA,R,S,R,R,R,R,S,R,R,S,R,S,S,R,S,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
573.14388,EKP,R,NA,R,R,R,R,R,R,R,R,R,S,R,S,R,R,R,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
573.14504,EKP,R,NA,R,R,R,R,R,R,R,R,R,R,S,S,S,S,R,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
573.14061,EKP,S,NA,R,R,R,R,R,R,R,R,R,S,R,S,S,R,R,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
573.13384,EKP,R,NA,R,R,R,R,R,R,R,R,R,R,R,S,S,R,R,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
573.12999,EKP,R,NA,NA,R,R,R,R,R,S,R,R,R,S,S,S,R,R,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
573.14495,EKP,S,NA,R,R,R,R,R,R,R,R,R,R,S,S,S,R,S,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
573.13441,EKP,S,NA,R,R,R,R,R,R,R,R,R,R,S,S,S,NA,R,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
573.14447,EKP,R,NA,R,R,R,R,R,R,R,R,R,R,R,S,S,NA,R,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
573.13951,EKP,R,NA,R,R,R,R,R,R,R,R,R,S,R,S,R,R,R,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
573.13261,EKP,R,NA,R,R,R,R,R,R,R,R,R,S,S,S,R,R,R,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
573.13977,EKP,R,NA,R,R,R,R,R,R,R,R,S,R,S,S,R,S,S,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
573.14063,EKP,R,NA,R,R,R,R,R,R,R,R,R,R,S,S,S,S,R,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
573.14359,EKP,R,NA,R,R,R,R,R,R,R,R,S,R,S,S,S,R,R,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
573.13183,EKP,R,NA,R,R,R,R,R,R,R,R,R,R,S,S,S,R,R,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
573.14519,EKP,R,NA,R,R,R,R,R,R,R,R,R,R,S,S,S,R,S,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
573.13442,EKP,S,NA,R,R,R,R,R,R,S,R,S,S,S,S,S,R,R,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
573.13459,EKP,R,NA,R,R,R,R,R,R,S,R,R,R,S,S,S,R,R,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
573.14486,EKP,R,NA,R,R,R,R,R,R,R,R,R,R,S,S,R,S,R,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
573.14031,EKP,R,NA,R,R,R,R,R,R,R,R,R,S,S,S,R,R,R,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
573.13666,EKP,S,NA,R,R,R,R,R,R,R,R,R,S,R,S,S,R,R,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
573.14466,EKP,R,NA,R,R,R,R,R,R,R,R,R,R,S,S,R,S,R,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
573.13866,EKP,S,NA,R,R,R,R,R,R,R,R,R,R,S,S,S,R,R,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
573.13689,EKP,S,NA,R,R,R,R,R,R,R,S,R,S,R,S,S,S,R,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
573.145,EKP,R,NA,R,R,R,R,R,R,R,R,R,R,R,S,S,R,R,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
573.13331,EKP,R,NA,R,R,R,R,R,R,S,R,R,R,S,S,S,R,R,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
573.13418,EKP,R,NA,R,R,R,R,R,R,R,R,R,R,S,S,R,R,R,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
573.1385,EKP,R,NA,R,R,R,R,R,R,R,R,R,S,S,S,R,R,R,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
573.13228,EKP,R,NA,R,R,R,R,R,R,R,R,S,R,S,S,R,S,R,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
573.12926,EKP,S,NA,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
573.13678,EKP,R,NA,R,R,R,R,R,R,R,R,R,R,S,S,S,R,R,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
573.14089,EKP,R,NA,R,R,R,R,R,R,R,R,R,R,S,S,S,S,R,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
573.14146,EKP,R,NA,R,R,R,R,R,R,R,R,R,R,R,S,R,R,R,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
573.13437,EKP,R,NA,R,R,R,R,R,R,R,R,R,S,S,S,S,R,R,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
573.13321,EKP,R,NA,R,R,R,R,R,S,R,R,S,R,S,S,S,S,R,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
573.14181,EKP,R,NA,R,R,R,R,R,R,R,R,R,R,R,S,R,R,R,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
573.14472,EKP,R,NA,R,R,R,R,R,R,R,R,R,R,R,S,S,R,R,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
573.13751,EKP,S,NA,R,R,R,R,R,R,R,R,R,S,S,S,S,R,R,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
573.14489,EKP,S,NA,R,R,R,R,R,R,R,R,R,S,S,S,S,R,S,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
573.14392,EKP,S,NA,R,R,R,R,R,R,R,R,S,S,S,S,S,R,R,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
573.1343,EKP,S,NA,R,R,R,R,R,R,R,R,R,S,S,NA,S,S,R,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
573.1368,EKP,R,NA,R,R,R,R,R,R,R,R,R,R,R,S,R,R,R,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
573.13877,EKP,R,NA,R,R,R,R,R,R,R,R,R,S,S,S,R,S,R,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
573.13906,EKP,R,NA,R,R,R,R,R,R,R,R,R,R,S,S,S,S,R,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
573.14316,EKP,S,NA,R,R,R,R,R,R,R,R,R,S,R,S,S,R,R,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
573.13438,EKP,R,NA,R,R,R,R,R,R,R,R,R,R,R,S,S,R,R,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
573.14123,EKP,S,NA,R,R,R,R,R,R,R,R,R,R,S,S,S,R,R,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
573.13455,EKP,R,NA,R,R,R,R,R,R,R,R,R,S,R,S,R,R,R,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
573.14075,EKP,R,NA,R,R,R,R,R,R,R,R,R,R,S,S,S,R,S,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
573.13343,EKP,R,NA,R,R,R,R,R,R,R,R,R,R,S,S,R,S,R,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
573.13729,EKP,S,NA,R,R,R,R,R,R,R,R,S,S,S,S,S,R,R,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
573.14328,EKP,S,NA,R,S,S,S,R,S,S,S,R,S,S,S,S,S,R,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
573.13052,EKP,R,NA,R,R,R,R,R,R,R,R,R,S,R,S,R,R,R,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
573.14319,EKP,R,NA,R,R,R,R,R,R,R,R,R,R,S,S,S,S,S,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
573.1421,EKP,S,NA,R,R,R,R,R,R,R,R,R,S,R,S,S,R,R,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
573.13156,EKP,R,NA,R,R,R,R,R,R,R,R,R,S,R,S,R,R,R,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
573.13543,EKP,R,NA,R,R,R,R,R,R,R,R,R,R,R,S,R,R,R,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
573.12876,EKP,R,NA,NA,R,R,R,R,R,R,R,R,S,S,S,S,R,R,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
573.13027,EKP,S,NA,S,S,S,S,R,S,S,S,S,S,S,S,S,S,S,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
573.14339,EKP,S,NA,R,R,R,R,R,R,R,R,R,R,R,S,S,S,R,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
573.14039,EKP,S,NA,R,R,R,R,R,R,R,R,R,R,S,S,S,S,R,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
573.13203,EKP,R,NA,R,R,R,R,R,R,R,R,S,R,S,S,S,S,S,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
573.13961,EKP,R,NA,R,R,R,R,R,R,R,R,R,R,R,S,S,NA,R,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
573.13546,EKP,R,NA,R,R,R,R,R,R,R,R,R,R,S,S,R,R,R,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
573.14525,EKP,R,NA,R,R,R,R,R,R,R,R,R,R,S,S,S,R,R,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
573.14416,EKP,R,NA,R,R,R,R,R,R,R,R,R,R,S,S,S,R,R,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
573.13432,EKP,R,NA,R,R,R,R,R,R,R,R,R,R,S,R,R,R,R,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
573.13943,EKP,S,NA,R,R,R,R,R,R,R,R,R,S,S,S,S,S,R,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
573.13672,EKP,R,NA,R,S,R,R,R,R,S,R,R,S,S,S,S,R,R,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
573.13458,EKP,R,NA,R,R,R,R,R,R,R,R,R,R,S,S,S,NA,R,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
573.14041,EKP,S,NA,R,R,R,R,R,R,R,R,R,R,S,S,S,R,R,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
573.13333,EKP,S,NA,R,R,R,R,R,R,R,R,R,S,S,S,S,S,R,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
573.13566,EKP,R,NA,R,R,R,R,R,R,R,R,R,R,R,S,S,R,S,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
573.13559,EKP,R,NA,R,R,R,R,R,R,R,R,R,S,S,S,R,R,R,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
573.13204,EKP,R,NA,R,R,R,R,R,R,R,R,R,R,S,S,S,R,R,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
573.13808,EKP,R,NA,R,R,R,R,R,R,R,R,R,S,R,S,R,R,R,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
573.13377,EKP,S,NA,R,R,R,R,R,R,R,R,R,R,S,S,S,NA,R,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
573.14415,EKP,R,NA,R,R,R,R,R,R,R,R,R,R,S,S,S,R,R,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
573.13533,EKP,S,NA,R,R,R,R,R,R,R,R,R,R,S,S,S,R,R,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
573.14378,EKP,R,NA,R,R,R,R,R,R,R,R,R,R,R,S,R,S,R,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
573.14236,EKP,S,NA,R,R,R,R,R,R,R,R,R,R,R,S,S,S,R,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
573.13385,EKP,R,NA,R,R,R,R,R,R,S,R,R,R,S,S,S,R,R,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
573.13984,EKP,R,NA,R,R,R,R,R,R,R,R,R,R,S,S,S,R,R,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
573.13134,EKP,R,NA,R,R,R,S,R,R,S,S,S,R,S,S,S,S,R,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
573.13259,EKP,R,NA,R,R,R,R,R,R,R,R,R,R,R,S,S,R,R,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
573.14163,EKP,S,NA,R,R,R,R,R,R,R,S,R,R,R,S,S,S,R,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
573.13284,EKP,R,NA,R,R,R,S,R,R,R,R,S,R,S,S,S,R,R,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
573.13595,EKP,R,NA,R,R,R,R,R,R,R,R,R,S,R,S,R,R,R,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
573.1301,EKP,S,NA,NA,R,R,R,R,R,R,R,R,S,R,S,S,R,R,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
573.14389,EKP,R,NA,R,R,R,R,R,R,R,R,R,R,S,S,S,S,R,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
573.13907,EKP,R,NA,R,R,R,R,R,R,R,R,R,R,S,S,S,R,R,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
573.14361,EKP,S,NA,R,R,R,R,R,R,R,R,R,S,S,S,S,S,R,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
573.14505,EKP,R,NA,R,R,R,R,R,R,S,R,R,S,S,S,S,R,R,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
573.13801,EKP,R,NA,R,R,R,R,R,R,S,NA,S,R,S,S,S,R,R,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
573.13653,EKP,R,NA,R,R,R,R,R,R,R,R,R,R,S,S,R,S,R,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
573.13541,EKP,R,NA,R,R,R,R,R,R,R,R,S,S,S,S,R,S,R,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
573.14404,EKP,R,NA,R,R,R,R,R,R,R,S,R,R,S,S,S,R,S,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
573.12885,EKP,S,NA,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
573.12938,EKP,R,NA,NA,R,R,R,R,R,S,R,R,R,S,S,S,R,R,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
573.13112,EKP,R,NA,R,R,R,R,R,R,R,R,R,S,S,S,S,S,R,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
573.13919,EKP,R,NA,R,R,R,R,R,R,R,R,R,R,R,S,S,R,R,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
573.14108,EKP,S,NA,R,S,R,R,R,R,S,R,S,S,S,S,S,R,R,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
573.14306,EKP,R,NA,R,R,R,R,R,R,R,R,R,R,R,S,R,R,R,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
573.13456,EKP,S,NA,S,S,R,R,R,S,S,S,R,S,S,S,S,S,S,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
573.13929,EKP,R,NA,R,R,R,R,R,R,S,R,R,S,S,S,S,R,R,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
573.1394,EKP,R,NA,R,R,R,R,R,R,R,R,R,S,R,S,R,NA,S,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
573.14174,EKP,S,NA,R,R,R,R,R,R,R,S,R,R,S,S,S,S,R,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
573.14007,EKP,S,NA,R,R,R,R,R,R,R,R,R,S,S,S,S,R,S,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
573.13869,EKP,R,NA,R,R,R,R,R,R,R,R,R,R,S,S,S,R,R,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
573.13615,EKP,R,NA,R,R,R,R,R,R,R,R,R,R,S,S,S,R,R,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
573.13466,EKP,R,NA,R,R,R,S,R,S,R,S,R,R,S,S,S,R,R,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
573.14255,EKP,R,NA,R,R,R,R,R,R,R,R,R,R,R,S,R,R,R,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
573.1342,EKP,R,NA,R,R,R,R,R,R,R,R,R,R,S,S,R,R,R,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
573.13104,EKP,S,NA,R,R,R,R,R,R,S,R,S,S,S,S,S,S,S,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
573.13358,EKP,S,NA,R,S,R,R,R,R,S,R,R,S,R,S,S,R,S,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
573.13938,EKP,S,NA,R,R,R,R,R,R,R,R,R,S,R,S,S,R,R,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
573.13038,EKP,R,NA,R,R,R,R,R,R,S,R,S,R,S,S,S,R,R,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
573.13324,EKP,S,NA,R,R,R,R,R,R,R,R,R,S,S,S,S,S,R,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
573.134,EKP,R,NA,R,R,R,R,R,R,R,R,R,R,R,S,R,R,R,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
573.13986,EKP,R,NA,R,R,R,R,R,R,R,R,R,R,R,S,R,R,R,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
573.14455,EKP,R,NA,R,R,R,R,R,R,R,R,R,R,R,S,S,R,R,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
573.14069,EKP,R,NA,R,R,R,R,R,R,R,R,R,R,S,S,S,S,R,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
573.13221,EKP,R,NA,R,R,R,R,R,R,R,R,R,R,R,S,R,R,R,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
573.14182,EKP,R,NA,R,R,R,R,R,R,R,R,R,R,S,S,R,R,R,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
573.12863,EKP,S,NA,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
573.13043,EKP,R,NA,R,R,R,R,R,R,S,S,R,R,S,S,S,NA,R,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
573.13489,EKP,S,NA,R,R,R,R,R,R,R,R,S,S,S,S,S,NA,S,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
573.1314,EKP,R,NA,R,R,R,R,R,R,R,R,R,R,R,S,R,S,R,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
573.13323,EKP,S,NA,R,R,R,R,R,R,R,R,R,S,S,S,S,S,S,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
573.13609,EKP,R,NA,R,R,R,R,R,R,R,R,R,R,S,S,S,R,R,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
573.14002,EKP,R,NA,R,R,R,R,R,R,R,R,R,R,S,S,S,R,R,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
573.13803,EKP,R,NA,R,R,R,R,R,R,R,R,S,R,S,S,R,R,R,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
573.14513,EKP,S,NA,R,R,R,R,R,R,R,R,R,S,R,S,S,S,R,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
573.1427,EKP,S,NA,R,R,R,R,R,R,R,R,R,S,S,S,S,R,S,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
573.14345,EKP,R,NA,R,R,R,R,R,R,R,R,R,R,S,S,S,R,R,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
573.14159,EKP,S,NA,R,R,R,R,R,R,R,R,R,R,S,S,S,S,R,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
573.13904,EKP,R,NA,R,R,R,R,R,R,R,R,R,S,S,S,R,R,R,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
573.12968,EKP,S,NA,R,S,S,S,S,S,S,S,R,S,S,S,S,S,S,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
573.138,EKP,S,NA,R,R,R,R,R,R,R,R,R,S,S,S,S,R,S,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
573.13791,EKP,R,NA,R,R,R,R,R,R,R,R,R,R,S,S,S,R,R,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
573.13621,EKP,S,NA,R,R,R,R,R,R,R,R,R,R,S,S,S,R,R,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
573.14032,EKP,R,NA,R,R,R,R,R,R,R,R,R,S,S,S,S,R,R,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
573.1402,EKP,S,NA,R,R,R,R,R,R,R,R,R,R,S,S,S,S,R,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
573.13971,EKP,S,NA,R,R,R,R,R,R,R,R,R,S,R,S,S,R,R,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
573.14368,EKP,R,NA,R,R,R,R,R,R,R,R,R,R,R,S,R,R,R,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
573.13756,EKP,R,NA,R,R,R,R,R,R,R,R,R,R,S,S,R,R,R,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
573.14267,EKP,R,NA,R,R,R,R,R,R,R,R,R,R,S,S,S,S,R,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
573.14233,EKP,R,NA,R,R,R,R,R,R,R,R,R,R,S,S,R,R,R,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
573.13067,EKP,R,NA,R,R,R,R,R,R,R,R,R,S,R,S,R,R,R,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
573.13692,EKP,R,NA,R,R,R,R,R,R,R,S,R,S,R,S,S,S,R,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
573.1443,EKP,R,NA,R,R,R,R,R,R,R,R,R,R,R,S,S,R,R,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
573.12916,EKP,R,NA,NA,R,R,R,R,S,R,R,R,R,S,S,S,S,R,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
573.1365,EKP,R,NA,R,R,R,R,R,R,R,R,R,R,S,S,S,R,R,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
573.13474,EKP,R,NA,R,R,R,S,R,S,R,S,R,R,S,S,R,R,R,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
573.13493,EKP,S,NA,R,R,R,R,R,R,R,R,R,R,S,S,S,R,R,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
573.13308,EKP,R,NA,R,R,R,R,R,R,R,R,R,R,S,S,S,R,R,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
573.13719,EKP,R,NA,R,S,R,R,R,R,S,S,R,R,S,S,S,S,S,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
573.143,EKP,R,NA,R,R,R,R,R,R,R,R,R,S,S,S,S,R,R,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
573.13538,EKP,R,NA,R,R,R,R,R,R,R,R,R,R,S,S,S,R,R,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
573.14171,EKP,S,NA,S,S,R,R,R,S,S,S,R,S,S,S,S,S,S,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
573.14212,EKP,R,NA,R,R,R,R,R,R,R,R,R,R,S,S,S,S,R,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
573.12978,EKP,S,NA,R,R,S,S,R,S,R,S,S,S,S,S,S,S,R,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
573.14209,EKP,S,NA,R,R,R,R,R,R,R,R,R,R,S,S,S,R,R,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
573.12894,EKP,R,NA,NA,R,R,R,R,R,R,R,R,R,S,S,S,R,S,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
573.13681,EKP,R,NA,R,R,R,R,R,R,R,R,R,R,S,S,S,R,R,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
573.13059,EKP,R,NA,R,R,R,R,R,R,R,R,R,S,S,S,S,S,R,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
573.13539,EKP,S,NA,R,R,R,R,R,R,R,R,R,R,S,S,S,R,R,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
573.13905,EKP,R,NA,R,R,R,R,R,R,R,R,R,R,S,S,S,R,S,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
573.13397,EKP,S,NA,R,R,R,R,R,R,R,R,R,S,R,S,S,R,R,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
573.14158,EKP,R,NA,R,R,R,R,R,R,R,R,R,S,R,S,R,R,R,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
573.13891,EKP,R,NA,R,R,R,R,S,R,S,S,S,R,S,S,S,S,R,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
573.1336,EKP,S,NA,R,R,R,R,R,R,R,R,R,R,S,S,S,S,R,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
573.14011,EKP,S,NA,R,R,R,R,R,R,R,R,R,S,R,S,S,NA,R,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
573.13574,EKP,R,NA,R,R,R,R,R,R,R,R,R,R,S,S,S,R,R,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
573.13921,EKP,R,NA,R,R,R,R,R,R,R,R,R,S,S,S,R,R,R,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
573.13403,EKP,S,NA,R,R,R,R,R,R,S,R,R,S,R,S,S,R,R,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
