Target,PTX
Amikacin_AB,0.9659863945578231
Ciprofloxacin_AB,0.8157894736842105
Gentamicin_AB,0.8934210526315789
Levofloxacin_AB,0.8333333333333333
Smipenem_AB,1.0
Tobramycin_AB,0.9696969696969697
Median,0.929703723594701
