Target,PTX
Amikacin_AB,0.9775609756097561
Ciprofloxacin_AB,0.965717299578059
Gentamicin_AB,0.9896449704142013
Levofloxacin_AB,0.9637499999999999
Smipenem_AB,1.0
Tobramycin_AB,0.9854838709677419
Median,0.981522423288749
