Target,PTX
Amikacin_AB,0.9678048780487805
Ciprofloxacin_AB,0.9556962025316456
Gentamicin_AB,0.9423076923076923
Levofloxacin_AB,0.9466666666666667
Smipenem_AB,1.0
Tobramycin_AB,0.9833333333333334
Median,0.961750540290213
