,Organism_Code,Antibiotic,Test_Count_NA,Test_Count_S,Test_Count_I,Test_Count_R,Train_Count_NA,Train_Count_S,Train_Count_I,Train_Count_R
0,EKP,Amikacin_AB,0.0,180.0,0,60.0,0.0,883.0,0,317.0
1,EKP,Ampicillin-sulbactam_AB,0.0,14.0,0,226.0,0.0,57.0,0,1143.0
2,EKP,Aztreonam_AB,5.0,33.0,0,202.0,13.0,153.0,0,1034.0
3,EKP,Cefazolin_AB,0.0,12.0,0,228.0,0.0,53.0,0,1147.0
4,EKP,Cefepime_AB,13.0,86.0,0,141.0,59.0,375.0,0,766.0
5,EKP,Ceftazidime_AB,0.0,17.0,0,223.0,0.0,95.0,0,1105.0
6,EKP,Ceftriaxone_AB,0.0,20.0,0,220.0,0.0,93.0,0,1107.0
7,EKP,Cefuroxime_AB,12.0,13.0,0,215.0,58.0,60.0,0,1082.0
8,EKP,Ciprofloxacin_AB,0.0,23.0,0,217.0,0.0,108.0,0,1092.0
9,EKP,Gentamicin_AB,0.0,112.0,0,128.0,0.0,531.0,0,669.0
10,EKP,Imipenem_AB,0.0,177.0,0,63.0,0.0,893.0,0,307.0
11,EKP,Levofloxacin_AB,0.0,38.0,0,202.0,0.0,237.0,0,963.0
12,EKP,Piperacillin-tazobactam_AB,0.0,32.0,0,208.0,0.0,198.0,0,1002.0
13,EKP,Tobramycin_AB,0.0,81.0,0,159.0,0.0,405.0,0,795.0
14,EKP,Trimethoprim-sulfamethoxazole_AB,0.0,44.0,0,196.0,0.0,229.0,0,971.0
