Target,ECO
Amikacin_AB,0.9960159362549801
Amoxicillin-clavulanic acid_AB,0.9393939393939394
Ampicillin-sulbactam_AB,0.9
Ampicillin_AB,0.9838709677419355
Aztreonam_AB,1.0
Cefazolin_AB,1.0
Cefepime_AB,0.9375
Cefotaxime_AB,0.975
Ceftazidime_AB,0.9883268482490273
Ceftriaxone_AB,0.9824561403508771
Cefuroxime_AB,1.0
Ciprofloxacin_AB,0.9727626459143969
Ertapenem_AB,1.0
Gentamicin_AB,0.9962121212121212
Levofloxacin_AB,0.9629629629629629
Meropenem_AB,1.0
Nitrofurantoin_AB,0.9512195121951219
Norfloxacin_AB,1.0
Piperacillin-tazobactam_AB,0.9567099567099567
Ticarcillin-clavulanic acid_AB,0.4
Tigecycline_AB,1.0
Tobramycin_AB,0.9787234042553191
Trimethoprim-sulfamethoxazole_AB,0.975
Trimethoprim_AB,0.9473684210526315
Median,0.9805897723030981
