Target,ECO
Amikacin_AB,0.0
Amoxicillin-clavulanic acid_AB,3.463203463203463
Ampicillin-sulbactam_AB,10.0
Ampicillin_AB,0.0
Aztreonam_AB,0.0
Cefazolin_AB,0.0
Cefepime_AB,4.166666666666666
Cefotaxime_AB,1.0
Ceftazidime_AB,0.38910505836575876
Ceftriaxone_AB,0.0
Cefuroxime_AB,0.0
Ciprofloxacin_AB,1.556420233463035
Ertapenem_AB,0.0
Gentamicin_AB,0.3787878787878788
Levofloxacin_AB,3.7037037037037033
Meropenem_AB,0.0
Nitrofurantoin_AB,0.0
Norfloxacin_AB,0.0
Piperacillin-tazobactam_AB,3.463203463203463
Ticarcillin-clavulanic acid_AB,20.0
Tigecycline_AB,0.0
Tobramycin_AB,2.127659574468085
Trimethoprim-sulfamethoxazole_AB,0.0
Trimethoprim_AB,5.263157894736842
Median,0.1893939393939394
