Target,PTX
Amikacin_AB,0.9667761956918584
Ciprofloxacin_AB,0.8639179662465285
Gentamicin_AB,0.9155844155844155
Levofloxacin_AB,0.8718309859154929
Smipenem_AB,1.0
Tobramycin_AB,0.9759004237288136
Median,0.9411803056381369
