Target,PTX
Amikacin_AB,0.9725777698061073
Ciprofloxacin_AB,0.8797945178188818
Gentamicin_AB,0.9574675747918453
Levofloxacin_AB,0.8635386088568964
Smipenem_AB,1.0
Tobramycin_AB,0.9763216247542076
Median,0.9650226722989763
