,Organism_Code,Antibiotic,Test_Count_NA,Test_Count_S,Test_Count_I,Test_Count_R,Train_Count_NA,Train_Count_S,Train_Count_I,Train_Count_R
0,EKP,Amikacin_AB,47.0,127.0,0,66.0,221.0,685.0,0,294.0
1,EKP,Amoxicillin-clavulanic acid_AB,171.0,8.0,0,61.0,910.0,38.0,0,252.0
2,EKP,Ampicillin-sulbactam_AB,88.0,27.0,0,125.0,390.0,108.0,0,702.0
3,EKP,Ampicillin_AB,60.0,2.0,0,178.0,302.0,11.0,0,887.0
4,EKP,Aztreonam_AB,70.0,33.0,0,137.0,310.0,175.0,0,715.0
5,EKP,Cefazolin_AB,105.0,22.0,0,113.0,480.0,97.0,0,623.0
6,EKP,Cefepime_AB,74.0,35.0,0,131.0,295.0,200.0,0,705.0
7,EKP,Cefotaxime_AB,90.0,15.0,0,135.0,517.0,42.0,0,641.0
8,EKP,Cefpodoxime_AB,168.0,3.0,0,69.0,836.0,9.0,0,355.0
9,EKP,Ceftazidime-avibactam_AB,193.0,13.0,0,34.0,940.0,94.0,0,166.0
10,EKP,Ceftazidime_AB,17.0,38.0,0,185.0,78.0,201.0,0,921.0
11,EKP,Ceftolozane-tazobactam_AB,197.0,2.0,0,41.0,965.0,18.0,0,217.0
12,EKP,Ceftriaxone_AB,77.0,10.0,0,153.0,326.0,49.0,0,825.0
13,EKP,Cefuroxime_AB,48.0,39.0,0,153.0,246.0,185.0,0,769.0
14,EKP,Ciprofloxacin_AB,33.0,18.0,0,189.0,167.0,93.0,0,940.0
15,EKP,Colistin_AB,189.0,46.0,0,5.0,948.0,221.0,0,31.0
16,EKP,Doripenem_AB,197.0,33.0,0,10.0,1001.0,161.0,0,38.0
17,EKP,Ertapenem_AB,138.0,28.0,0,74.0,707.0,121.0,0,372.0
18,EKP,Gentamicin_AB,34.0,95.0,0,111.0,156.0,508.0,0,536.0
19,EKP,Imipenem_AB,70.0,101.0,0,69.0,331.0,478.0,0,391.0
20,EKP,Levofloxacin_AB,97.0,36.0,0,107.0,414.0,211.0,0,575.0
21,EKP,Meropenem_AB,50.0,128.0,0,62.0,213.0,667.0,0,320.0
22,EKP,Piperacillin-tazobactam_AB,67.0,48.0,0,125.0,302.0,233.0,0,665.0
23,EKP,Piperacillin_AB,208.0,2.0,0,30.0,1043.0,9.0,0,148.0
24,EKP,Tigecycline_AB,112.0,12.0,0,116.0,567.0,73.0,0,560.0
25,EKP,Tobramycin_AB,77.0,52.0,0,111.0,338.0,299.0,0,563.0
26,EKP,Trimethoprim-sulfamethoxazole_AB,65.0,15.0,0,160.0,314.0,85.0,0,801.0
27,EKP,Trimethoprim_AB,231.0,3.0,0,6.0,1156.0,12.0,0,32.0
