,Tobramycin_AB,Cefuroxime_AB,Ciprofloxacin_AB,Cefazolin_AB,Ceftazidime_AB,Ampicillin-sulbactam_AB,Ceftriaxone_AB,Levofloxacin_AB,Aztreonam_AB,Piperacillin-tazobactam_AB,Gentamicin_AB,Imipenem_AB,Amikacin_AB,Cefepime_AB,Trimethoprim-sulfamethoxazole_AB,Organism_Code
Amikacin_AB,0.10044454865790317,0.025552798793490476,0.010776066302179184,0.007275110386299095,0.010329515500015408,0.014639328763475557,0.010508635825261198,0.04466920488237343,0.02647922532450081,0.04287750112771207,0.018932816150215075,0.03284309616104669,0.5482406993474997,0.09491303322130107,0.01151841955672705,0.0
Ampicillin-sulbactam_AB,0.003188268136263531,0.037984122399686085,0.06650403046889308,0.028330591521917893,0.15337037825033256,0.14507978581699535,0.31215748026582457,0.019175278675098283,0.140412619318956,0.0067087434121781845,0.03539654074862374,0.010510543293682242,0.006573585282760284,0.02685332524945863,0.0077547071593294815,0.0
Aztreonam_AB,0.06535154638146279,0.028053897738236883,0.024673927001764143,0.049587668513700556,0.10324611954567807,0.04304824404232275,0.14720039805678076,0.037024861779457865,0.12990039333365064,0.0734661667675024,0.0463702425236799,0.06565743582132358,0.04714716257447883,0.07239198485666543,0.0668799510632955,0.0
Cefazolin_AB,0.004855089855928193,0.04415826867635922,0.07561967437659561,0.01352816069344358,0.093212759033316,0.33260993418883583,0.25799867800425014,0.006188667079136738,0.08581426565899333,0.02132861380974782,0.014310722613261261,0.012910509300706823,0.00331518368107061,0.026154807462102914,0.007994665566251655,0.0
Cefepime_AB,0.16854173842725376,0.0325329954707452,0.030903027180936238,0.024982291020699193,0.03839549792760205,0.040557152941041605,0.021887558573583765,0.06745284858691372,0.08515516541593934,0.0670689996176985,0.06772585770716233,0.08137701515911427,0.07017657478747438,0.11796435664995589,0.0852789205338799,0.0
Ceftazidime_AB,0.00944088265623522,0.029219487093641965,0.012614151285293657,0.040025839076885145,0.3245463063590372,0.19705622539118994,0.20066485781553556,0.013614769104179978,0.06768555846841465,0.02209252954949633,0.022831527308051817,0.02249596279604108,0.007201219396540133,0.02115527340007039,0.009355410299387159,0.0
Ceftriaxone_AB,0.009845800128070192,0.02353857399800465,0.022969431882428264,0.08116294995495518,0.3086692749758526,0.030755825688595514,0.31651880087879913,0.018864954183534233,0.04546469887869668,0.024998956537663295,0.039401841926470726,0.041713301559292246,0.011118146498397968,0.01792184387761893,0.007055599031620409,0.0
Cefuroxime_AB,0.005707502109772973,0.060656135514320295,0.10820604041827092,0.02780898549838763,0.16745582265016404,0.061158243178920865,0.33968037968451503,0.020865385285287613,0.0992479558543358,0.01204861843470421,0.052176678693341076,0.01044733213633041,0.005328804601027736,0.02431670516211952,0.004895410778501849,0.0
Ciprofloxacin_AB,0.06185843789097986,0.17656838498523503,0.40247360616417,0.08623848272756243,0.03938000141699592,0.046133060095429015,0.04042594425801954,0.03900725723863266,0.0051385799659427744,0.0035929733828599644,0.014693914851586793,0.006291331064201335,0.0258679339673083,0.03172864004347502,0.02060145194760142,0.0
Gentamicin_AB,0.029030299993599646,0.01770593774982439,0.03303578377402898,0.011145087652787995,0.01113496826718038,0.012166861741529051,0.014174267427663888,0.034709082496820906,0.023900820018125685,0.032073240937373515,0.593096310212564,0.03426607287457502,0.058575441603234094,0.036055375626346364,0.0589304496243461,0.0
Imipenem_AB,0.021127769585796582,0.010015692239312275,0.010999017081931226,0.009298949417012333,0.008089899013803935,0.012851147671436351,0.007146088322182958,0.011111351843313199,0.011373657282942056,0.16140274756391287,0.017082643231885828,0.6440167113709584,0.024000217378331107,0.03524817433908671,0.016235933658094056,0.0
Levofloxacin_AB,0.04857261769413043,0.042704442238302276,0.028102960958910884,0.010533828136390833,0.06964148691990832,0.028524335864758207,0.0287631756836366,0.46094927624928117,0.02009752908589875,0.05912437590519982,0.028426392203339448,0.018578438387600094,0.0805391975556391,0.04257965864926746,0.03286228446773668,0.0
Piperacillin-tazobactam_AB,0.06831181673437399,0.024602883556431178,0.03962692577623968,0.02209367656863981,0.01675688428908128,0.026196236195605214,0.009628966679422089,0.10257602246033931,0.06126469577749068,0.29095717995534653,0.09430874407040467,0.09091674537346664,0.06017787924856284,0.05625603969477146,0.03632530361982467,0.0
Tobramycin_AB,0.45234169188187545,0.025309271768154132,0.02341602496987956,0.015056902672355696,0.020198572244881922,0.01649445587396934,0.00753810394517208,0.017006841744640178,0.03679684734755491,0.048843591944097625,0.029637461451273436,0.02152740816913839,0.06329118314754498,0.18089579216828505,0.04164585067117705,0.0
Trimethoprim-sulfamethoxazole_AB,0.026455013847375523,0.053791106416681195,0.13832906998255565,0.014346376734244964,0.03368224719365093,0.08039272471157569,0.017979009654484727,0.03069480952000396,0.014540908894227841,0.03026213941746684,0.016362700153329447,0.01834642929071798,0.03040400637387142,0.05185995923515209,0.44255349857466175,0.0
