,Tobramycin_AB,Cefuroxime_AB,Ciprofloxacin_AB,Cefazolin_AB,Ceftazidime_AB,Ampicillin-sulbactam_AB,Ceftriaxone_AB,Levofloxacin_AB,Aztreonam_AB,Piperacillin-tazobactam_AB,Gentamicin_AB,Imipenem_AB,Amikacin_AB,Cefepime_AB,Trimethoprim-sulfamethoxazole_AB,Organism_Code
Amikacin_AB,0.08643754580953955,0.020792193176655017,0.018902791908392873,0.024098239798062773,0.012348320234284445,0.012475208762657867,0.023161644932704194,0.06737816543026343,0.025721848969322926,0.02042114356345929,0.060896282459555015,0.0387249288322236,0.5445033008333598,0.02901791066088104,0.015120474628638284,0.0
Ampicillin-sulbactam_AB,0.01339613037514404,0.0931459111959972,0.040739459875162934,0.09481170420218761,0.02286811923919608,0.19436099196042517,0.36629520636290946,0.020141794583514866,0.0378324942898764,0.03090145322979006,0.01804595326744217,0.005804466296652926,0.006806524003514402,0.04453963438974301,0.010310156728443768,0.0
Aztreonam_AB,0.05001399186236105,0.04030222959184748,0.12044274957850758,0.07489411373472571,0.06154281328843625,0.015217321901908321,0.14147775314991598,0.03970682402809506,0.09959271215391743,0.036354514857873096,0.043378759348549,0.047649968199007686,0.06649395069472766,0.11192308144885962,0.05100921616126807,0.0
Cefazolin_AB,0.013327098186262848,0.07229261866378167,0.18764799132791826,0.2226400767337065,0.08672241418779914,0.07098469994611528,0.18247942269212875,0.013424992911825518,0.0898095466030912,0.007394648285640173,0.013182813913365813,0.006224906145994894,0.008013437371508286,0.017871800333396755,0.007983532697464827,0.0
Cefepime_AB,0.06565499519532539,0.04080902760476161,0.03629405049603657,0.02801952161470988,0.045981974280518596,0.04161575976208462,0.055623166882097355,0.05533232535024691,0.08954298408470582,0.07753892267931718,0.05368105569869183,0.05579678095142408,0.05935070951932263,0.24237263013535898,0.05238609574539842,0.0
Ceftazidime_AB,0.021970353910112057,0.0544194753132998,0.1330852792947233,0.09213244602517207,0.09929257071749098,0.016253911816185046,0.25800523295751593,0.021106762116913168,0.1232531664533813,0.03298001528368066,0.032258772906604255,0.01802364094521975,0.022641259994077192,0.056303189009214674,0.018273923256409908,0.0
Ceftriaxone_AB,0.011094006546769484,0.1200573256486138,0.03864054231607025,0.10338829051085272,0.06737001782878242,0.07502967153196702,0.3992565299295635,0.017755648908832952,0.06642060512239657,0.014605138115945524,0.017000642255228966,0.00827193251169503,0.013577934009760187,0.03858450572027626,0.008947209043245462,0.0
Cefuroxime_AB,0.008503052774649075,0.23131728497985493,0.058562965517968545,0.29140552526461194,0.026280016757795135,0.054711594941719136,0.22254097233276798,0.012894906098411093,0.032200360166885454,0.00942099698203587,0.0171685206840259,0.0054642921761902,0.004840373081759615,0.016931953851072067,0.007757184390253155,0.0
Ciprofloxacin_AB,0.013762861332439364,0.09615581701946549,0.3534943816095271,0.14472670517162795,0.023034972365438368,0.023317201585813317,0.03407520474475488,0.14145986544844555,0.04090876896528729,0.025356414204744184,0.021921977725247368,0.013307495114824295,0.016537821465380853,0.03596195588981954,0.01597855735718443,0.0
Gentamicin_AB,0.09045215729039864,0.015556996328814273,0.014829639080278102,0.008424144759843568,0.014329694727531365,0.019897801897484396,0.0088342254181264,0.02302956284269171,0.036458589946277195,0.028869483646769903,0.5685291658895477,0.04432501616556758,0.05537701202677503,0.0379063293857905,0.033180180594103825,0.0
Imipenem_AB,0.02622997983928624,0.012391064813710283,0.01664450121600245,0.01095888838911067,0.024149798416140553,0.011704335528231424,0.019893096501169813,0.030902008027430455,0.02498574825853086,0.09594213914153621,0.02402965274567182,0.5959355393374591,0.048795573746700426,0.03842452882054638,0.019013145218473318,0.0
Levofloxacin_AB,0.022512035537469825,0.04396021542605351,0.09763565421619681,0.022330391524613677,0.014100720076763636,0.01449515233676194,0.018545379101352615,0.5631644577163633,0.028083515044556293,0.022625125787876434,0.023146489548564866,0.027496255441892797,0.040854725989966395,0.044478061008353914,0.016571821243214085,0.0
Piperacillin-tazobactam_AB,0.04238974719194838,0.05619010145716563,0.049428674210935976,0.021873872900405822,0.06964588529612939,0.05415573774829917,0.04178927666423729,0.09480371777383259,0.04374864774676579,0.2609819538607454,0.0550109912894219,0.05175608649909585,0.05258838946139382,0.067325617126061,0.03831130077356204,0.0
Tobramycin_AB,0.5488484525989172,0.016796273718031544,0.014544254838148522,0.009479519367598882,0.012398826881424026,0.010998004951629326,0.008912410081168855,0.012959892714512698,0.02489487316722644,0.025411466328565273,0.1263224299525017,0.026535339526747775,0.05581842359748708,0.06903970733547782,0.0370401249405628,0.0
Trimethoprim-sulfamethoxazole_AB,0.056930007865229296,0.044442830966316474,0.027666853823821808,0.038693525765956714,0.019079908765569295,0.054911658408716806,0.02833227628283251,0.021159618947668532,0.029172667422544818,0.057814550002296856,0.03428867924392687,0.031907423686675804,0.03668863569597014,0.034843545423386545,0.48406781769908747,0.0
