,Organism_Code,Antibiotic,Test_Count_NA,Test_Count_S,Test_Count_I,Test_Count_R,Train_Count_NA,Train_Count_S,Train_Count_I,Train_Count_R
0,EKP,Amikacin_AB,0.0,146.0,0,54.0,0.0,146.0,0,54.0
1,EKP,Ampicillin-sulbactam_AB,0.0,12.0,0,188.0,0.0,12.0,0,188.0
2,EKP,Aztreonam_AB,2.0,19.0,0,179.0,2.0,19.0,0,179.0
3,EKP,Cefazolin_AB,0.0,8.0,0,192.0,0.0,8.0,0,192.0
4,EKP,Cefepime_AB,9.0,56.0,0,135.0,9.0,56.0,0,135.0
5,EKP,Ceftazidime_AB,0.0,12.0,0,188.0,0.0,12.0,0,188.0
6,EKP,Ceftriaxone_AB,0.0,14.0,0,186.0,0.0,14.0,0,186.0
7,EKP,Cefuroxime_AB,14.0,11.0,0,175.0,14.0,11.0,0,175.0
8,EKP,Ciprofloxacin_AB,0.0,14.0,0,186.0,0.0,14.0,0,186.0
9,EKP,Gentamicin_AB,0.0,85.0,0,115.0,0.0,85.0,0,115.0
10,EKP,Imipenem_AB,0.0,143.0,0,57.0,0.0,143.0,0,57.0
11,EKP,Levofloxacin_AB,0.0,37.0,0,163.0,0.0,37.0,0,163.0
12,EKP,Piperacillin-tazobactam_AB,0.0,32.0,0,168.0,0.0,32.0,0,168.0
13,EKP,Tobramycin_AB,0.0,57.0,0,143.0,0.0,57.0,0,143.0
14,EKP,Trimethoprim-sulfamethoxazole_AB,0.0,28.0,0,172.0,0.0,28.0,0,172.0
