Target,ECO
Amikacin_AB,0.9920634920634921
Amoxicillin-clavulanic acid_AB,0.9391304347826087
Ampicillin-sulbactam_AB,1.0
Ampicillin_AB,0.9838709677419355
Aztreonam_AB,1.0
Cefazolin_AB,1.0
Cefepime_AB,0.9183673469387755
Cefotaxime_AB,0.975
Ceftazidime_AB,0.9922480620155039
Ceftriaxone_AB,0.9649122807017544
Cefuroxime_AB,1.0
Ciprofloxacin_AB,0.9727626459143969
Ertapenem_AB,0.9705882352941176
Gentamicin_AB,0.9962121212121212
Levofloxacin_AB,0.8888888888888888
Meropenem_AB,1.0
Nitrofurantoin_AB,0.9512195121951219
Norfloxacin_AB,0.9545454545454546
Piperacillin-tazobactam_AB,0.9568965517241379
Tigecycline_AB,1.0
Tobramycin_AB,0.9583333333333334
Trimethoprim-sulfamethoxazole_AB,0.975
Trimethoprim_AB,0.9473684210526315
Median,0.975
