,Organism_Code,Antibiotic,Test_Count_NA,Test_Count_S,Test_Count_I,Test_Count_R,Train_Count_NA,Train_Count_S,Train_Count_I,Train_Count_R
0,EKP,Amikacin_AB,58.0,132.0,0,50.0,226.0,681.0,0,293.0
1,EKP,Amoxicillin-clavulanic acid_AB,180.0,6.0,0,54.0,926.0,31.0,0,243.0
2,EKP,Ampicillin-sulbactam_AB,76.0,23.0,0,141.0,391.0,96.0,0,713.0
3,EKP,Ampicillin_AB,71.0,2.0,0,167.0,305.0,11.0,0,884.0
4,EKP,Aztreonam_AB,79.0,47.0,0,114.0,324.0,186.0,0,690.0
5,EKP,Cefazolin_AB,103.0,23.0,0,114.0,476.0,103.0,0,621.0
6,EKP,Cefepime_AB,73.0,41.0,0,126.0,314.0,211.0,0,675.0
7,EKP,Cefotaxime_AB,96.0,10.0,0,134.0,513.0,51.0,0,636.0
8,EKP,Cefpodoxime_AB,158.0,2.0,0,80.0,843.0,9.0,0,348.0
9,EKP,Ceftazidime-avibactam_AB,188.0,21.0,0,31.0,942.0,94.0,0,164.0
10,EKP,Ceftazidime_AB,14.0,55.0,0,171.0,81.0,213.0,0,906.0
11,EKP,Ceftolozane-tazobactam_AB,192.0,3.0,0,45.0,964.0,15.0,0,221.0
12,EKP,Ceftriaxone_AB,65.0,11.0,0,164.0,333.0,52.0,0,815.0
13,EKP,Cefuroxime_AB,46.0,44.0,0,150.0,261.0,171.0,0,768.0
14,EKP,Ciprofloxacin_AB,39.0,20.0,0,181.0,173.0,102.0,0,925.0
15,EKP,Colistin_AB,184.0,47.0,0,9.0,941.0,221.0,0,38.0
16,EKP,Doripenem_AB,191.0,39.0,0,10.0,992.0,166.0,0,42.0
17,EKP,Ertapenem_AB,138.0,23.0,0,79.0,696.0,119.0,0,385.0
18,EKP,Gentamicin_AB,40.0,98.0,0,102.0,186.0,485.0,0,529.0
19,EKP,Imipenem_AB,72.0,93.0,0,75.0,335.0,467.0,0,398.0
20,EKP,Levofloxacin_AB,87.0,54.0,0,99.0,396.0,224.0,0,580.0
21,EKP,Meropenem_AB,43.0,123.0,0,74.0,191.0,672.0,0,337.0
22,EKP,Piperacillin-tazobactam_AB,58.0,56.0,0,126.0,307.0,221.0,0,672.0
23,EKP,Piperacillin_AB,201.0,2.0,0,37.0,1045.0,8.0,0,147.0
24,EKP,Tigecycline_AB,107.0,16.0,0,117.0,575.0,81.0,0,544.0
25,EKP,Tobramycin_AB,70.0,57.0,0,113.0,342.0,300.0,0,558.0
26,EKP,Trimethoprim-sulfamethoxazole_AB,60.0,15.0,0,165.0,296.0,67.0,0,837.0
27,EKP,Trimethoprim_AB,234.0,0.0,0,6.0,1165.0,10.0,0,25.0
