,Tobramycin_AB,Cefuroxime_AB,Ciprofloxacin_AB,Cefazolin_AB,Ceftazidime_AB,Ampicillin-sulbactam_AB,Ceftriaxone_AB,Levofloxacin_AB,Aztreonam_AB,Piperacillin-tazobactam_AB,Gentamicin_AB,Imipenem_AB,Meropenem_AB,Amikacin_AB,Cefepime_AB,Trimethoprim-sulfamethoxazole_AB,Ampicillin_AB,Amoxicillin-clavulanic acid_AB,Ertapenem_AB,Cefotaxime_AB,Tigecycline_AB,Trimethoprim_AB,Ceftolozane-tazobactam_AB,Ceftazidime-avibactam_AB,Organism_Code
Ceftolozane-tazobactam_AB,0.027409737519653393,0.061616191776239226,0.022957313953960633,0.02113674577596824,0.027208847052763732,0.0204507413603239,0.02323966660165037,0.012881454615980904,0.03741592296426427,0.011134434422318942,0.07124370561068463,0.21142210633952144,0.04567882313361098,0.012089557189618821,0.022472376795620707,0.019541538993958482,0.008290519366640697,0.0,0.23923406848503076,0.0202393351537616,0.016122277691250887,0.0,0.023605351718903267,0.044609283478274156,0.0
Ceftriaxone_AB,0.013314769505228691,0.1597981801985377,0.010030100730514939,0.11639956607045907,0.21818484189272944,0.0472271693062622,0.08653847708393837,0.020406583867164218,0.03472200795367438,0.010469537070186222,0.004054017914701106,0.012164841641271577,0.007610593883553657,0.00826703726334099,0.00704433162907305,0.03277159937908618,0.008087250067603646,0.001912883019253023,0.03533766121210312,0.08210976619240071,0.010917477123088768,0.0023840763555792463,0.01828674153297096,0.051960489107278594,0.0
Cefuroxime_AB,0.014686736134640173,0.3911940650536301,0.00826671909561933,0.1481050358907482,0.07198863706607841,0.010120027410109096,0.03004079278658782,0.004656521152371899,0.15010376875987236,0.008295253528740509,0.01484277707259812,0.005705285675184529,0.0064659879363546564,0.008661325761735839,0.004373797123171485,0.010193029408900364,0.010625408893040558,0.011005863118303653,0.01650888027870221,0.02463554666324397,0.026676606723569158,0.002554350692793435,0.008331612966672435,0.011961970807331666,0.0
Ciprofloxacin_AB,0.027008754634358,0.02737039264582973,0.22369635394271425,0.08876287848860795,0.035122790471289855,0.08280836227083234,0.024245281198818663,0.03236625622645173,0.023573826408263727,0.02258980667419659,0.027620276467250026,0.022499821163307347,0.03521389889333004,0.029299788871587528,0.02331959808010933,0.024500378421630442,0.0342485772658771,0.019676527992016943,0.015436358612063782,0.009873792227851154,0.014691341895704889,0.007875192461178562,0.07386463787165323,0.07433510681507675,0.0
Ertapenem_AB,0.0066368469298427315,0.006521730535296059,0.01439401247154053,0.02357013334806196,0.016732194544653904,0.04214418201416558,0.01274930663075161,0.011008453225128358,0.0073464519227103816,0.008371402326289124,0.013592011846115956,0.39325557035504743,0.012926231570280784,0.012961552980404188,0.007113971057186939,0.014137830121928364,0.03735013738876155,0.10459729360901013,0.00792436375127497,0.025902787246427778,0.005699473848974424,0.001487683052828235,0.10743683476071934,0.10613954446259972,0.0
Gentamicin_AB,0.09110075988502163,0.011442739289041952,0.04960254277694956,0.02159079862619341,0.019850478259893126,0.01766040341692901,0.01227196449564949,0.0218320821417264,0.0186534231863278,0.02943843408578089,0.5291877884638023,0.029914950352775034,0.024504010682461008,0.03860778131085631,0.021349745424091855,0.021685361001374907,0.0065655306966422595,0.0024896878316260735,0.010339745312768052,0.0033201247510700744,0.006684667750352618,0.0009549031486307321,0.0035575595016871615,0.007394517608348389,0.0
Imipenem_AB,0.015448585191441263,0.010257409355375766,0.013954714406099343,0.01826798993721005,0.0326185008210854,0.020132284878723324,0.008069619883788775,0.0428395861959055,0.02952728735503045,0.028741549732407085,0.016763636938043936,0.3445255886304789,0.027173286452692853,0.02639772504920925,0.01886102162862579,0.010015032363278283,0.01672292848189736,0.00025401054302003534,0.1416267847151571,0.010299853093290312,0.024052119909084638,0.00024766324945202465,0.03955344129024392,0.10364937989845874,0.0
Levofloxacin_AB,0.021155913951755,0.019734855682779055,0.022625595029480423,0.028416957864452055,0.021794122619263757,0.03482469363251314,0.019908497982820936,0.43686405303136283,0.02448145663705419,0.027841078695362786,0.01746768272819036,0.030385736121328825,0.07158657427663728,0.04140574945921252,0.051136220999087365,0.011972996616993017,0.01258395132899552,0.0021359405733275072,0.023305010676210523,0.021248939151667146,0.010295956483435145,0.0,0.017214945816278887,0.03161307064179171,0.0
Meropenem_AB,0.0188235046881209,0.003774680028414478,0.004827135067631317,0.005552510858629581,0.019908409646088303,0.0048934736126911675,0.00663608343137718,0.009020237460313173,0.005965942115765546,0.02065943277943162,0.005521533333287844,0.06270760570783485,0.018495639557510997,0.01629590442978881,0.003793146816452036,0.0067715880565250176,0.043910872299283574,0.017435576159145275,0.29308696025272135,0.02994525978982354,0.03557949514238671,0.001836279246427913,0.12368954671884061,0.2408691828015082,0.0
Piperacillin-tazobactam_AB,0.06438079686910217,0.02019305112606397,0.04587152804117292,0.014020790692371766,0.09193819075263815,0.04598168994584181,0.021100107497700606,0.034518032175959834,0.03582798205986576,0.31171671010502344,0.03368334112186824,0.05161286762867315,0.033823586774048384,0.028183022263232195,0.037220670197761416,0.02814962866486584,0.019673885761787097,0.012440630935656038,0.02414797725413488,0.014135811153917544,0.01311502842089506,0.002842608391829118,0.006033487821494404,0.00938857434409631,0.0
Tigecycline_AB,0.017075178366346824,0.006023279404328907,0.01785572414633462,0.04944545081561229,0.004055918380565784,0.057486467274596956,0.001683563111664543,0.06563384915469905,0.010981350439653165,0.00940740120866447,0.015599133022114107,0.0572639156820786,0.03534523494203891,0.017080110270304604,0.009090598535143912,0.003695136109460242,0.0022934942293304384,0.407257638907161,0.03291865002043412,0.013162152541032542,0.1441379325019959,0.017246611583941848,0.0029074091214644207,0.0023538002310328245,0.0
Tobramycin_AB,0.5190873706162027,0.018421899156838645,0.012835444471437875,0.016752418127929432,0.008683233964073628,0.008367017636499826,0.010069688493891688,0.018787187838591346,0.023642312564260907,0.0758261500666625,0.0881040986081407,0.024687528929375747,0.016081590404537466,0.07550639432269926,0.02753104709923894,0.016337939734812977,0.00488146462376411,0.003007135704562452,0.005381945280047755,0.007308111643758483,0.008533562754189134,0.0009453161496751157,0.004714691949293688,0.004506449859515765,0.0
Trimethoprim-sulfamethoxazole_AB,0.05356092614963714,0.025498100685121095,0.012878010830471406,0.03516478369268566,0.008086228633414301,0.019481904520245036,0.011898017957025272,0.0136609125366406,0.013181160043089009,0.036620852051599914,0.019402901680371135,0.019837214589551413,0.011546277184874448,0.01518472063231523,0.029618118464503507,0.4112505213139964,0.006589613333548561,0.00014732432585390202,0.15090063217261462,0.05993977561657896,0.03313219807910578,0.0,0.006547914246672969,0.005871891260083565,0.0
Trimethoprim_AB,0.018752898766961165,0.035854456730582386,0.02610455419068661,0.0,0.060869584828305345,0.0,0.012391618076221092,0.0,0.03451591192895093,0.08691314369038568,0.030289396188029734,0.011310775228379973,0.03369637785678038,0.020859645312625043,0.02937671831950601,0.0,0.10566422265846892,0.05661397711201749,0.02560618594318944,0.01587416078780225,0.0751295822799502,0.3201767901011573,0.0,0.0,0.0
