,Organism_Code,Antibiotic,Test_Count_NA,Test_Count_S,Test_Count_I,Test_Count_R,Train_Count_NA,Train_Count_S,Train_Count_I,Train_Count_R
0,EKP,Amikacin_AB,0.0,86.0,0,34.0,0.0,436.0,0,164.0
1,EKP,Amoxicillin-clavulanic acid_AB,93.0,2.0,0,25.0,443.0,23.0,0,134.0
2,EKP,Ampicillin-sulbactam_AB,42.0,18.0,0,60.0,232.0,96.0,0,272.0
3,EKP,Ampicillin_AB,10.0,5.0,0,105.0,50.0,21.0,0,529.0
4,EKP,Aztreonam_AB,24.0,30.0,0,66.0,133.0,157.0,0,310.0
5,EKP,Cefazolin_AB,36.0,20.0,0,64.0,195.0,122.0,0,283.0
6,EKP,Cefepime_AB,22.0,9.0,0,89.0,113.0,64.0,0,423.0
7,EKP,Cefotaxime_AB,18.0,5.0,0,97.0,95.0,28.0,0,477.0
8,EKP,Ceftazidime-avibactam_AB,48.0,17.0,0,55.0,264.0,83.0,0,253.0
9,EKP,Ceftazidime_AB,16.0,32.0,0,72.0,86.0,166.0,0,348.0
10,EKP,Ceftolozane-tazobactam_AB,48.0,10.0,0,62.0,264.0,29.0,0,307.0
11,EKP,Ceftriaxone_AB,40.0,1.0,0,79.0,219.0,8.0,0,373.0
12,EKP,Cefuroxime_AB,25.0,17.0,0,78.0,139.0,105.0,0,356.0
13,EKP,Ciprofloxacin_AB,0.0,8.0,0,112.0,0.0,57.0,0,543.0
14,EKP,Ertapenem_AB,6.0,28.0,0,86.0,28.0,156.0,0,416.0
15,EKP,Gentamicin_AB,0.0,58.0,0,62.0,0.0,300.0,0,300.0
16,EKP,Imipenem_AB,28.0,15.0,0,77.0,162.0,69.0,0,369.0
17,EKP,Levofloxacin_AB,35.0,27.0,0,58.0,191.0,136.0,0,273.0
18,EKP,Meropenem_AB,0.0,38.0,0,82.0,0.0,203.0,0,397.0
19,EKP,Piperacillin-tazobactam_AB,21.0,27.0,0,72.0,112.0,154.0,0,334.0
20,EKP,Tigecycline_AB,22.0,0.0,0,98.0,118.0,14.0,0,468.0
21,EKP,Tobramycin_AB,22.0,35.0,0,63.0,113.0,177.0,0,310.0
22,EKP,Trimethoprim_AB,110.0,2.0,0,8.0,542.0,16.0,0,42.0
