Target,EKP
Amikacin_AB,0.78
Ampicillin-sulbactam_AB,0.8
Aztreonam_AB,0.8571428571428571
Cefazolin_AB,0.8342245989304813
Cefepime_AB,0.6198347107438017
Ceftazidime_AB,0.8716981132075472
Ceftriaxone_AB,0.7028571428571428
Cefuroxime_AB,0.8693693693693694
Ciprofloxacin_AB,0.7666666666666667
Gentamicin_AB,0.8666666666666667
Imipenem_AB,0.2
Levofloxacin_AB,0.5578947368421052
Piperacillin-tazobactam_AB,0.8395061728395061
Tobramycin_AB,0.9214876033057852
Median,0.8171122994652407
