Target,EKP
Amikacin_AB,9.58904109589041
Ampicillin-sulbactam_AB,5.88235294117647
Aztreonam_AB,6.1946902654867255
Cefazolin_AB,2.4390243902439024
Cefepime_AB,2.142857142857143
Ceftazidime_AB,6.713780918727916
Ceftriaxone_AB,1.2121212121212122
Cefuroxime_AB,33.81642512077295
Ciprofloxacin_AB,3.5502958579881656
Gentamicin_AB,14.117647058823529
Imipenem_AB,1.875
Levofloxacin_AB,5.434782608695652
Piperacillin-tazobactam_AB,13.86861313868613
Tobramycin_AB,5.434782608695652
Trimethoprim-sulfamethoxazole_AB,0.9090909090909091
Median,5.434782608695652
