,Organism_Code,Antibiotic,Test_Count_NA,Test_Count_S,Test_Count_I,Test_Count_R,Train_Count_NA,Train_Count_S,Train_Count_I,Train_Count_R
0,ECO,Amikacin_AB,26.0,229.0,0,14.0,96.0,1196.0,0,49.0
1,ECO,Amoxicillin-clavulanic acid_AB,40.0,163.0,0,66.0,189.0,845.0,0,307.0
2,ECO,Ampicillin-sulbactam_AB,255.0,3.0,0,11.0,1275.0,6.0,0,60.0
3,ECO,Ampicillin_AB,214.0,8.0,0,47.0,1079.0,32.0,0,230.0
4,ECO,Aztreonam_AB,261.0,1.0,0,7.0,1290.0,8.0,0,43.0
5,ECO,Cefazolin_AB,247.0,2.0,0,20.0,1234.0,3.0,0,104.0
6,ECO,Cefepime_AB,224.0,30.0,0,15.0,1107.0,161.0,0,73.0
7,ECO,Cefotaxime_AB,64.0,133.0,0,72.0,320.0,690.0,0,331.0
8,ECO,Ceftazidime_AB,21.0,199.0,0,49.0,106.0,1017.0,0,218.0
9,ECO,Ceftriaxone_AB,223.0,17.0,0,29.0,1105.0,85.0,0,151.0
10,ECO,Ciprofloxacin_AB,17.0,141.0,0,111.0,88.0,695.0,0,558.0
11,ECO,Ertapenem_AB,230.0,34.0,0,5.0,1167.0,152.0,0,22.0
12,ECO,Gentamicin_AB,16.0,215.0,0,38.0,82.0,1065.0,0,194.0
13,ECO,Levofloxacin_AB,235.0,13.0,0,21.0,1179.0,38.0,0,124.0
14,ECO,Meropenem_AB,17.0,251.0,0,1.0,73.0,1262.0,0,6.0
15,ECO,Moxifloxacin_AB,265.0,2.0,0,2.0,1331.0,4.0,0,6.0
16,ECO,Nitrofurantoin_AB,231.0,38.0,0,0.0,1166.0,172.0,0,3.0
17,ECO,Norfloxacin_AB,253.0,14.0,0,2.0,1257.0,71.0,0,13.0
18,ECO,Piperacillin-tazobactam_AB,36.0,209.0,0,24.0,178.0,1053.0,0,110.0
19,ECO,Tigecycline_AB,262.0,5.0,0,2.0,1320.0,11.0,0,10.0
20,ECO,Tobramycin_AB,229.0,32.0,0,8.0,1153.0,142.0,0,46.0
21,ECO,Trimethoprim_AB,254.0,3.0,0,12.0,1256.0,25.0,0,60.0
